در	porte
همکار	associé
همکار	partenaire
همکار	confrère
همکار	collègue
همکار	partenaires
سمفونی	symphonique
سمفونی	symphonie
پرش	ignorer
پرش	saut
پرش	claquement
پرش	sauter
پرش	sautant
پرش	saute
آکادمیک	académiques
آکادمیک	universitaire
آکادمیک	académique
آکادمیک	universitaires
پکن	pékin
چکسلواکی	tchécoslovaquie
زرشک	fausse
زرشک	imposteur
زرشک	simuler
زرشک	faux
سیال	fluides
سیال	fluide
نظرسنجی	scrutin
نظرسنجی	sondages
نظرسنجی	sondage
نظرسنجی	enquête
ثبات	enregistrez
ثبات	stabilité
ثبات	registre
ثبات	enregistrer
ثبات	registres
نظریات	théories
احیا	réanimation
لانگ	longtemps
لانگ	pulmonaire
لانگ	longues
لانگ	longue
لانگ	poumons
لانگ	longs
لانگ	poumon
اژدها	dragons
مکس	maxime
مکس	maximum
مکس	maxi
کریستال	cristal
کریستال	cristaux
کریستال	cristalline
یاران	habitants
یاران	résidants
یاران	compagnons
یاران	boursiers
یاران	camaraderie
یاران	résidents
متقابل	réciproque
متقابل	mutuelles
متقابل	mutuelle
متقابل	mutuel
محرک	stimulation
محرک	relance
محرک	provocante
محرک	affectif
محرک	stimulants
محرک	affectifs
محرک	provocateur
محرک	provocation
جبر	algèbre
پودر	poudres
پودر	poudre
بحرانی	critique
بحرانی	critiques
بحرانی	crise
ایدز	sida
ایدز	aides
ایدز	vih
سنا	sénat
خوراک	nourriture
خوراک	parabole
خوراک	alimentaire
خوراک	plat
خوراک	alimentation
سوسیال	sociale
سوسیال	sociaux
نگران	inquiet
نگران	inquiète
نگران	inquiété
نگران	inquiets
نگران	concerné
نگران	préoccupé
نگران	concernés
نگران	préoccupée
جامائیکا	jamaïcains
جامائیکا	jamaïque
جامائیکا	jamaïcaine
جامائیکا	jamaïcain
گمشده	disparu
گمشده	manque
گمشده	manquant
گمشده	manquants
گمشده	manquante
بانو	madame
بانو	mlle
بانو	mademoiselle
بانو	dame
بانو	melle
مطلع	informée
مطلع	informés
مطلع	informé
فیزیکدان	physicien
چهارشنبه	mercredi
سنجاب	écureuil
سنجاب	écureuils
نمایان	visibles
کنستانتین	constantin
لوگو	logos
کشیش	curé
کشیش	prêtre
آرایش	maquillage
آرایش	maquiller
پانک	voyou
استراتژیک	stratégiques
استراتژیک	stratégique
تای	thaïlandaise
تای	thaï
تای	thaïlandais
هریک	chacun
هریک	chaque
هریک	chacune
تعطیلات	vacances
مخفف	abréviation
لیبرال	libéraux
لیبرال	libérale
لیبرال	libéral
لیبرال	libérales
سلامتی	santé
سلامتی	tchin
سلامتی	sante
سلامتی	acclamations
تصویربرداری	imagerie
انتقادی	critique
انتقادی	critiques
مالت	maltaise
مالت	maltais
مالت	malte
فیلادلفیا	philadelphie
طالبان	talibans
خیانت	trahison
کر	sourde
کر	sourd
کر	sourds
لبه	bord
لبه	bordure
لبه	frontières
لبه	arête
لبه	frontière
لبه	frontalier
نامشخص	floue
نامشخص	indéterminé
نامشخص	imprécis
کوسه	requins
کوسه	requin
آهنی	ferreux
اقلیت	minoritaires
اقلیت	minorité
اقلیت	minoritaire
تلخ	amertume
تلخ	amères
تلخ	amer
تلخ	amère
تلخ	amers
سیل	crue
سیل	inonder
سیل	déluge
سیل	inondations
سیل	inondation
آموخت	enseigné
آموخت	appris
آموخت	enseignée
بان	interdiction
بان	bannissement
بان	interdire
بان	bannir
تأسیسات	installations
تأسیسات	équipements
آزمایشگاهی	laboratoire
آزمایشگاهی	laboratoires
نگاری	journalistique
نگاری	journalisme
فوقانی	supérieur
فوقانی	supérieure
پله	escaliers
پله	escalier
فریاد	crier
فریاد	criez
فریاد	crie
جلوه	effets
جلوه	sembler
جلوه	effet
سکس	sexe
وورتمبرگ	wurtemberg
پاشا	pacha
نوزاد	nourrisson
ولف	loup
ولف	louve
ولف	loups
شفافیت	transparence
انار	grenade
انار	grenades
کلر	claire
مذاهب	dénominations
مذاهب	cultes
شکوه	gloire
شکوه	glorieux
رسوم	étiquette
عرفانی	mystique
بز	caprins
بز	chèvre
بز	chèvres
بز	bouc
عایق	isolants
عایق	isolant
عایق	vitrage
عایق	vitrages
عایق	isolation
مشاوره	consultant
مشاوره	consulter
مشاوره	conseil
مشاوره	consultation
مشاوره	consultez
منحنی	courbe
تئودور	théodore
اولویت	prioritaire
اولویت	priorité
اولویت	prioritaires
اولویت	primauté
اولویت	prépondérance
اولویت	priorités
اولویت	préséance
کفش	chaussures
کفش	soulier
کفش	souliers
کفش	chaussure
زاکسن	saxe
استنلی	yves
بیشینه	maximum
بیشینه	maximales
بیشینه	maximale
بیشینه	maxime
بیشینه	maximal
بیشینه	maxi
قارچ	champignon
قارچ	champignons
زنانه	féminine
زنانه	féminines
زنانه	féminin
متفقین	allié
متفقین	alliées
متفقین	alliés
متفقین	alliée
ضخامت	épaisseurs
ضخامت	épaisseur
پشته	empiler
پشته	pile
زخم	lésion
زخم	lésions
زخم	blessure
زخم	plaie
زخم	blessures
زخم	préjudice
زخم	cicatrice
کیپ	cap
بمبئی	bombay
خم	courbé
خم	virage
خم	plier
خم	courbe
اسارت	asservissement
اسارت	esclavage
اسارت	servitude
اسارت	captivité
اسارت	captifs
صومعه	monastères
صومعه	monastère
پالایشگاه	raffinerie
پالایشگاه	raffinage
پالایشگاه	raffineries
کمیاب	rares
کمیاب	rareté
کمیاب	saignant
بلور	cristal
بلور	cristaux
بلور	cristalline
نهنگ	baleine
نهنگ	baleines
روزها	jours
روزها	journées
ضرورت	urgent
ضرورت	urgence
ضرورت	nécessité
بلوغ	mûre
بلوغ	échéance
بلوغ	mûres
بلوغ	mûr
بلوغ	maturité
انگیزه	motiver
انگیزه	motivations
انگیزه	motif
یورش	agressions
یورش	assaut
یورش	agression
بارسلون	barcelone
بگویید	dis
بگویید	dire
بگویید	dites
منحل	démantelé
منحل	dissoute
منحل	dissous
سخنگوی	enceintes
سخنگوی	conférencier
سخنگوی	orateur
سخنگوی	intervenant
یادآوری	rappel
یادآوری	rappels
ژنو	genève
ژنو	geneve
دزدان	voleurs
دزدان	brigands
عضلات	musclé
عضلات	muscles
عضلات	musculaire
جسمی	physique
جسمی	physiques
احاطه	entourer
احاطه	encercler
احاطه	entourent
احاطه	entourant
احاطه	englobait
وگرنه	autrement
وگرنه	sinon
استخر	piscine
سیسیل	cécile
سیسیل	sicile
آلپ	alpes
شکستن	brisant
شکستن	cassant
شکستن	rupture
شکستن	pause
شکستن	rompre
شکستن	briser
یکای	unite
یکای	unité
تحقق	réalisation
تحقق	remplies
تحقق	accomplie
تحقق	satisfaites
سنتر	centrer
سنتر	centre
ادیب	érudit
اکس	haches
اکس	hache
ممتاز	distingués
ممتاز	distinguée
ممتاز	distingué
ممتاز	distinguées
هواشناسی	météorologie
فراگیر	entourer
فراگیر	écrasant
فراگیر	omniprésente
فراگیر	encercler
فراگیر	entourent
فراگیر	omniprésent
فراگیر	écrasante
فراگیر	envahissant
فراگیر	accablant
فراگیر	omniprésence
مورگان	morgane
هواپیماها	avions
زوریخ	zurich
شاتل	navettes
شاتل	navette
خوانندگی	chant
خوانندگی	chanter
مبدأ	origines
مبدأ	sources
مبدأ	origine
ژیمناست	gymnaste
تنفس	respirer
تنفس	souffle
تنفس	respiration
تنفس	inspirez
تنفس	haleine
الهیات	théologie
الهیات	théologique
گواتمالا	guatémaltèque
گواتمالا	guatémaltèques
سامی	samis
سامی	same
محتویات	sommaire
محتویات	contenus
محتویات	contenu
گوشی	téléphone
انگور	cépages
انگور	raisin
انگور	raisins
سحر	magique
سحر	magie
معتبری	valides
معتبری	valable
معتبری	valables
معتبری	valide
بودایی	bouddhiste
بودایی	bouddhisme
بودایی	bouddhistes
تالاب	lagon
تالاب	étang
تالاب	lagune
عکاسان	photographes
کمپین	campagne
تعویض	basculer
تعویض	interrupteur
تعویض	commutateur
ریور	rivière
ریور	fleuve
شمارش	comte
شمارش	compte
شمارش	décompte
شمارش	comptage
شمارش	compter
شعرهای	poèmes
دگرگونی	altération
کاندید	candidats
کاندید	candidat
کاندید	désigner
جلگه	plaine
گردان	bataillon
جانوری	créature
ته	creusé
ته	creusée
بالگرد	hélicoptères
بالگرد	hélicoptère
بالگرد	hélico
رهایی	échanger
رهایی	délivrance
رهایی	racheter
داروها	médecine
داروها	médicament
تمیز	propre
تمیز	nettoyer
تمیز	nettoient
سالیانه	annuelle
سالیانه	annuel
سالیانه	annuels
زنگ	clochette
زنگ	cloche
مبارک	béni
مبارک	heureuses
مبارک	heureuse
مبارک	bénis
مبارک	bénie
مبارک	joyeux
مبارک	joyeuse
مبارک	heureux
مبارک	bienheureux
مبارک	moubarak
کامبوج	cambodge
کامبوج	cambodgien
انحصاری	exclusivité
انحصاری	exclusif
انحصاری	exclusifs
انحصاری	exclusives
شیرینی	bonbons
شیرینی	sucreries
شیرینی	pâtisserie
شیرینی	confiseries
شیرینی	pâtisseries
شیرینی	friandises
شیرینی	douceurs
مبارز	combattant
مبارز	chasseur
مبارز	guerrière
مبارز	guerrier
مبارز	boxeur
ارامنه	arméniens
دلفین	dauphin
دلفین	dauphins
نورث	nord
استوایی	équatoriale
استوایی	equatoriale
صف	rangs
صف	rangées
صف	file
صف	grades
صف	lignes
دوگانه	double
انکار	refuser
انکار	démenti
انکار	refus
انکار	rejet
انکار	renier
انکار	dénier
انکار	déni
انکار	nier
انکار	négation
پایینی	inférieure
پایینی	inférieur
پایینی	abaisser
نارسایی	échec
نارسایی	défaillance
الماس	carreau
الماس	diamant
الماس	losange
الماس	diamants
اینچ	pouces
اینچ	centimètre
اینچ	pouce
اینچ	centimètres
یکشنبه	dimanche
یکشنبه	dimanches
راضی	satisfait
راضی	satisfaits
راضی	satisfaites
راضی	satisfaite
کیفی	qualitatifs
کیفی	qualitatives
کیفی	qualitatif
بید	enchère
آمادگی	préparation
خونریزی	saignement
خونریزی	saignements
خونریزی	hémorragie
خونریزی	carnage
خونریزی	saignée
پهلوان	athlètes
پهلوان	athlète
پهلوان	championne
پهلوان	héros
پهلوان	héro
فضل	grâces
فضل	prime
فضل	grâce
تکمیلی	opérateurs
تکمیلی	complémentaire
تکمیلی	supplémentaire
تکمیلی	exploitants
انحراف	déport
انحراف	décalage
انحراف	compenser
انحراف	déviation
انحراف	ecart
انحراف	écart
امتحان	questionnaire
امتحان	examen
پیاپی	consécutive
پیاپی	consécutives
پیاپی	consécutif
پیاپی	consécutifs
تصنیف	ballade
احیای	régénération
احیای	renouveau
صبر	patients
صبر	patiente
نما	afficher
نما	visualiser
نما	vue
نما	affichage
نما	voir
تصفیه	épuration
اعتراف	aveux
اعتراف	avouer
اعتراف	aveu
اعتراف	confesser
اعتراف	avoue
اعتراف	confesse
راوی	narrateur
نارنجی	oranges
نارنجی	orangé
مروارید	nacre
مروارید	perle
مروارید	perles
تبعیض	discriminations
برکنار	évincer
پدری	pére
پدری	pere
پدری	père
استیل	acier
همبستگی	solidaires
همبستگی	corrélation
همبستگی	solidarités
همبستگی	solidaire
همبستگی	solidarité
همبستگی	unité
میمون	singe
میمون	macaque
میمون	singes
شناور	flotteurs
شناور	flottants
شناور	dérivant
شناور	flotter
شناور	flottant
شناور	dérive
شناور	dérivants
شناور	flotteur
شناور	dériver
شناور	flottante
الکتریک	électrique
الکتریک	electrique
مزمن	chronique
مزمن	chroniques
تابعه	filiales
دوتایی	binaires
دوتایی	double
دوتایی	exécutable
دوتایی	binaire
موتورز	moteurs
کیف	sac
کیف	portefeuille
کیف	sachet
کیف	sacoche
غلبه	conquérir
غلبه	conquête
غلبه	vaincre
سازگاری	compatibilité
سازگاری	adapter
هلن	hélène
ماست	yaourts
ماست	yaourt
سیمان	ciments
سیمان	ciment
فیلد	champ
فیلد	domaine
پیشروی	marche
پیشروی	mars
نوشتم	écrit
نوشتم	écrivit
ظهر	midi
ظریف	élégantes
ظریف	élégance
ظریف	élégante
ظریف	délicates
ظریف	délicate
ظریف	élégant
ظریف	élégants
ظریف	délicat
چنگ	poigne
چنگ	poignée
چنگ	harpe
ناوشکن	destructeur
کلا	complètement
کلا	totalement
کلا	totaux
کلا	totale
کلا	carrément
خب	puits
خب	bah
خب	bien
صوت	son
صوت	sonore
امیل	emile
امیل	émile
دیفرانسیل	différentiel
دیفرانسیل	différentiels
دیفرانسیل	différentielle
ماهیچه	musclé
ماهیچه	muscles
ماهیچه	musculaire
زور	forcer
رایانش	informatique
استار	vedette
استار	étoiles
استار	étoile
استار	etoiles
گوسفند	mouton
گوسفند	ovins
گوسفند	brebis
گوسفند	moutons
شایع	rumeur
روباه	renard
روباه	renards
مزارع	domaines
مزارع	fermes
مزارع	champs
مزارع	exploitations
کمونیسم	communisme
مدخل	entrée
آیدا	aid
هرم	pyramide
هرم	pyramides
سایز	grandeurs
سایز	tailles
سایز	taille
دادستان	procureurs
دادستان	procureur
دقیقی	ponctuelle
دقیقی	précis
دقیقی	précise
دقیقی	ponctuel
دقیقی	précises
دقیقی	ponctualité
دقیقی	ponctuels
داروسازی	pharmaceutique
داروسازی	pharmacie
کمر	lombaire
کمر	taille
کمر	lombaires
آهک	chaux
آهک	calcaire
آهک	citron
آهک	calcaires
عقد	contractantes
عقد	épouser
عقد	marier
میانمار	birmanie
آسانی	aisance
آسانی	facilité
سوسیالیسم	socialisme
تخته	planche
اسکناس	factures
یهود	juifs
یهود	juif
یهود	juive
یهود	juives
مساجد	endroits
مساجد	mosquées
مساجد	lieux
گویان	guyane
اجتناب	évitement
