con	함께
regulares	정규
regulares	보통
especialidad	전문
contraste	콘트라스트
contraste	대비
generaciones	세대
arreglos	편곡
esencial	필수
nombramiento	약속
nombramiento	예약
jerez	셰리
esquema	배열
esquema	윤곽
esquema	스킴
ecuación	방정식
recibiendo	수신
dato	자료
dato	데이터
faro	등대
almacenamiento	스토리지
almacenamiento	저장소
almacenamiento	저장
especializado	전문가
especializado	전문
asignado	할당된
producidos	제작
eurocopa	유로
eurocopa	유로로
conversión	변환
conversión	전환
separados	분리됨
separados	따로
separados	별거
separados	분리
separados	따로따로
descanso	휴식
descanso	쉬어
descanso	브레이크
violación	강간
violación	위반
presidenta	회장님
presidenta	대통령
presidenta	회장
desempeño	성과
desempeño	성능
desempeño	공연
clemente	클레멘트
clemente	클레멘스
presentador	발표자
platos	접시
débil	약해
débil	약한
vidrio	잔다
vidrio	유리
vidrio	글래스
casarse	결혼
reseña	검수
reseña	리뷰
reseña	검토하기
reseña	검토
desarrollada	선진
crímenes	범죄
derivados	파생상품
derivados	미분
vasca	바스크어
vasca	바스크
gerardo	제라드
australiano	오스트레일리아
australiano	오스트레일리아의
asteroide	소행성
dimensión	차원
atentado	공격
atentado	폭격
atentado	폭파
afganistán	아프가니스탄
restaurantes	식당
restaurantes	음식점
restaurantes	레스토랑
comer	먹기
comer	먹어
heridas	부상
heridas	상처
diagnóstico	진단
asedio	포위전
privados	비공개
modernas	근황
modernas	현대
modernas	모던
modernas	근대
simultáneamente	동시
alcaldía	시장
macho	남성
macho	수컷
alumno	동공
alumno	학생
alumno	눈동자
reemplazo	대체
reemplazo	교체
reemplazo	바꾸기
clasificaciones	랭킹
clasificaciones	평점
clasificaciones	평가
viña	포도밭
capas	계층
capas	레이어
interacción	반응
interacción	약혼
interacción	참여
interacción	상호작용
interacción	교류
perfecto	완벽한
perfecto	완벽
permitido	허용
jordi	죠지
jordi	조지
universitarios	대학교
universitarios	대학
persa	페르시아인
persa	페르시안
persa	페르시아
persa	페르시아어
civilización	문명
complejos	복합체
complejos	콤플렉스
turco	터키어
turco	투르크인
turco	투르크
turco	터키식
turco	터키
colegios	대학교
colegios	학교
colegios	대학
iluminación	조명
convocado	소환
apartado	단락
apartado	문단
mineral	광석
sustancias	물질
entero	정수형
entero	정수
impulso	홍보하기
impulso	홍보
impulso	충동
impulso	임펄스
computadora	컴퓨터
lectores	리더
lectores	독자
catedrático	교수
catedrático	교수님
elevación	고도
móviles	모바일
rotación	회전
estabilidad	안정
estabilidad	안정성
dependiente	종속
dependiente	자회사
curva	곡선
curva	커브
centra	센터
hidrógeno	수소
tejidos	조직
tejidos	직물
fabricante	제조사
fabricante	제조업체
adquisición	습득
adquisición	구매하기
adquisición	구매
adquisición	구입
adquisición	획득
adquisición	인수
adquisición	수집
adquisición	조달
cuadrado	정사각형
cuadrado	제곱
cuadrado	광장
cuadrado	사각형
cuadrado	스퀘어
israelí	이스라엘인
israelí	이스라엘
guerreros	워리어스
guerreros	전사
positivo	긍정적인
positivo	긍정적
positivo	긍정
positivo	양수
combatir	컴뱃
combatir	전투
iguales	같음
iguales	평등
impuesto	세금
impuesto	납세
ginebra	제네바
luces	조명
luces	불빛
interiores	내부
interiores	인테리어
juveniles	청소년
historieta	코믹
historieta	만화가
historieta	코믹스
historieta	만화
sindicato	신디케이트
sindicato	연맹
sindicato	유니언
sindicato	연합
sindicato	동맹
períodos	마침표
períodos	생리
períodos	월경
suspensión	현수
suspensión	현수막
suspensión	서스펜션
desplazamiento	변위
pedido	순서
pedido	주문
educativa	교육
específica	구체
específica	구체적
específica	특정
huelga	스트라이크
huelga	파업
centrocampista	미드필더
distinta	다르다
distinta	달라
distinta	다름
claudia	클로드
capitales	자본주의
capitales	수도
capitales	캐피털
capitales	자본
capitales	캐피탈
vídeos	비디오
vídeos	동영상
declarada	선포
salsa	소스
salvaje	야생
salvaje	와일드
alfabeto	알파벳
alfabeto	문자
manuscrito	사본
visitó	방문
vestido	드레스
especializada	전문
octavo	여덟번째
palestina	팔레스타인인
palestina	팔레스타인
ampliar	확대
ampliar	확장하기
ampliar	축소
ampliar	펼치기
ampliar	확장
cartel	포스터
cartel	간판
cartel	빌보드
granja	농장
granja	농장이
patas	다리
vanguardia	뱅가드
presentada	제출
préstamo	대출
préstamo	융자
liderazgo	지도력
liderazgo	리더십
célula	세포
célula	셀프
lineal	선형
lineal	직선형
franquicia	프랜차이즈
adquirir	습득
adquirir	구매하기
adquirir	구매
adquirir	구입
adquirir	획득
adquirir	확보
expulsión	추방
linda	나이스
linda	귀여워
genes	유전자
plana	평평한
plana	플랫
observaciones	발언
observaciones	댓글
observaciones	관찰
observaciones	관측
rivales	라이벌
rayo	썬더볼트
rayo	라이트닝
rayo	선더볼트
rayo	번개
rayo	레이
físicos	물리적
físicos	물리
físicos	물리학자
bombas	펌프
bombas	폭탄
financieros	재무
financieros	금융
marte	마스
marte	화성
retratos	초상화
loco	미쳐
loco	미친
exitoso	성공적
exitoso	성공
exitoso	성공적인
exitoso	성공함
argelia	알제리
novio	남자친구
novio	신랑
novio	신랑이
novio	보이프렌드
novio	남친
rechazo	거부
rechazo	거절
firmar	서명
firmar	기호
firmar	사인
describir	설명하기
describir	설명
chipre	키프로스
expresiones	표현식
expresiones	표현
ruptura	파열
ruptura	해체
ruptura	파열음
filósofos	철학자
filósofos	철학자들
previsto	계획
previsto	예정된
adolescente	십대
adolescente	사춘기
adolescente	청소년
inés	아그네스
actualizado	업데이트
prototipo	프로토타입
prototipo	프로토타입을
dinámica	다이내믹
dinámica	역학
dinámica	다이내믹스
dinámica	동적
dinámica	동역학
variación	변동이
variación	변동
variación	변이
variación	변수
variación	분산
variación	바뀌기
variación	변화
variación	바꾸기
variación	변경
latitud	위도
trío	트리오
óleo	오일
óleo	석유
óleo	기름
usted	당신은
usted	당신
usted	귀하
alfa	알파
caudal	플로
caudal	플로우
caudal	흐름
antecedentes	배경색
antecedentes	배경
grabada	새겨
irlandés	아일랜드어
irlandés	아일랜드인
asiático	아시아
anchura	너비
utilidad	유틸리티
utilidad	유용하다
utilidad	유용합니다
utilidad	유용
receptor	수신자
receptor	수신기
personalmente	개인적으로
valenciano	발렌시아
tramos	섹션
contemporáneos	현대
campeona	챔피언
campeona	챔피언십
campeona	챔프
colaboradores	파트너는
colaboradores	파트너
baterista	드러머
caras	비싼
caras	비싸다
caras	얼굴
caras	얼굴들
turín	토리노
lesiones	부상
disminución	쇠퇴
disminución	줄이기
disminución	거부
disminución	감소
disminución	거절
apoyó	지원합니다
apoyó	지원함
apoyó	지원
aceptación	합격
sídney	시드니
libras	파운드
modificar	수정
terrestres	지상
rara	희귀한
rara	희귀
rara	드문
rara	귀한
soviéticos	소련
adquirido	구매
adquirido	습득
adquirido	획득
pérdidas	손실
pérdidas	손해
pérdidas	상실
fantasía	판타지
fantasía	환상
fenómenos	현상
conecta	연결하기
conecta	연결
africano	아프리카
otomano	오스만
finanzas	재무
finanzas	재정
finanzas	금융
sinfónica	교향곡
boxeo	복싱
ocupada	바쁘다
ocupada	바빠
ocupada	점령
ocupada	바쁜
comparte	공유하기
comparte	공유해
comparte	공유
comparte	주식
árbitro	심판
antropología	인류학
significativa	의미있는
protegida	보호
derivado	파생상품
derivado	미분
rodaje	사격
rodaje	총격
rodaje	촬영
escalera	사다리
escalera	계단
reglamento	규정
reglamento	규제
reglamento	규칙
gigantes	거대
gigantes	자이언츠
gigantes	자이언트
experimentos	실험
paisajes	조경
paisajes	경관
paisajes	경치
paisajes	풍경
mito	신화
grabados	녹음
grabados	녹화
efectivo	현금
efectivo	캐시
cuota	수수료
cuota	요금
obreros	노동자들
obreros	노동자
obreros	근로자
hembra	암컷
hembra	여성
empresarial	기업인
empresarial	기업
añadió	추가되었습니다
añadió	추가됨
procedimientos	절차
dominante	지배자
dominante	지배
luchador	파이터
luchador	전투기
ligera	라이트
ligera	가벼움
ligera	가볍게
ligera	가벼운
recuerdos	기억력
recuerdos	메모리
recuerdos	기념품
recuerdos	추억
recuerdos	기억
específicos	구체
específicos	구체적
específicos	특정
falla	실패
falla	결함
llano	평원
llano	평범
romper	브레이킹
romper	깨짐
romper	휴식
romper	브레이크
huerta	과수원
septentrional	북부
seguimiento	모니터링
seguimiento	트래킹
seguimiento	추적
difíciles	어려워
difíciles	어려움
difíciles	어려운
cerveza	맥주
proyección	시사회
proyección	상영
proyección	도법
proyección	투영
proyección	프로젝션
neerlandés	네덜란드령
neerlandés	네덜란드인
neerlandés	네덜란드
neerlandés	네덜란드어
compuestas	합성
compuestas	컴포지트
compuestas	화합물
compuestas	복합
compuestas	복합체
bloqueado	잠겨
bloqueado	차단
bloqueado	차단되었습니다
bloqueado	차단됨
maneras	방법
infierno	지옥
infierno	인페르노
gastos	비용
africana	아프리카
depósito	예금
depósito	보증금
avanzada	고급
jornadas	데이즈
lobos	늑대들
lobos	볼프
lobos	울프
lobos	늑대
especialista	전문가
octava	여덟번째
pendiente	귀걸이
pendiente	경사
realista	현실적
definitivo	기말고사
definitivo	파이널
definitivo	결승전
recordar	기억해
recordar	기억하기
recordar	기억
recordar	기억하라
recordar	리콜
comenzando	시작
paraíso	낙원
paraíso	천국
paraíso	파라다이스
autora	작가
autora	제작자
autora	저자
autora	작성자
testimonio	증언
testimonio	목격자
testimonio	증인
aerolíneas	항공사
aerolíneas	항공
balonmano	핸드볼
bloques	차단
bloques	블록
bloques	블럭
positiva	긍정적인
positiva	긍정적
positiva	긍정
positiva	양수
polvo	가루
polvo	먼지
polvo	파우더
declara	선포
alegría	조이
alegría	기쁨
alegría	기쁨이
alegría	응원
luxemburgo	룩셈부르크
declaraciones	선언
cronología	타임라인
cronología	연대기
cría	사육
cría	번식
ilustraciones	삽화
comenzado	시작되었습니다
comenzado	시작했습니다
comenzado	시작됨
varsovia	바르샤바
masacre	학살
vinos	와인
vinos	포도주
denuncia	신고
denuncia	보고
denuncia	불만
denuncia	보고서
decidir	결정
decidir	결정하기
frutas	과일
frutas	열매
frutas	과일과
periodos	마침표
periodos	생리
periodos	월경
duquesa	공작부인
duquesa	여공작
delito	범죄
preocupación	염려
preocupación	우려
metales	메탈
metales	금속
sufrir	고통받고
asistencias	어시스트
creencias	믿음
creencias	신앙
creencias	종교
creencias	신념
reputación	명성
reputación	평판
humberto	휴버트
participante	참가자
conexiones	연결
conexiones	커넥션
cumplimiento	이행
cumplimiento	물류
cumplimiento	준수
australiana	오스트레일리아
australiana	오스트레일리아의
ámsterdam	암스테르담
ilustración	일러스트
ilustración	계몽주의
ilustración	삽화
ilustración	계몽
efectiva	효과적
convertir	변환
convertir	전환
llanura	평원
llanura	평범
levantamiento	폭동
levantamiento	봉기
hebreo	히브리어
hebreo	히브리
desea	소원
desea	소망
placas	배지
placas	위젯
placas	접시
placas	뱃지
culpa	죄책감
culpa	비난
singapur	싱가포르가
singapur	싱가폴
singapur	싱가포르
secreta	시크릿
secreta	비밀
comerciantes	상인
comerciantes	상인인
comerciantes	딜러
meseta	메사
hamburgo	함부르크
ordenado	순서
proporción	비율
proporción	비례
asociada	연관
estimada	추정
interfaz	인터페이스
colaborar	협업
colaborar	협력
colaborar	콜라보레이션
secretaria	비서
circuitos	회로
circuitos	서킷
magallanes	마젤란
distribuye	분배
distribuye	배포
auxiliar	보조
auxiliar	조수
auxiliar	보좌
auxiliar	조교
minería	광산
minería	마이닝
minería	광업
corteza	나무껍질
corteza	크러스트
verso	구절
anónimo	익명
encargo	순서
encargo	주문
sensación	느낌
sensación	기분
sensación	느낌이
sensación	감각
suave	부드러워
suave	청량
suave	부드럽게
suave	가벼운
suave	소프트
suave	부드러운
constantes	상수
suizo	스위스
jamaica	자메이카
sencilla	쉬운
sencilla	간단한
sencilla	간단하다
sencilla	단순한
sencilla	쉽게
sencilla	아쉬운
sencilla	단순
sencilla	심플
sencilla	간단
sencilla	쉬워
censura	검열
rebelde	반군
rebelde	반란군
matías	마티아스
liberado	개봉
liberado	발매
narrativa	스토리텔링
gerente	매니저
gerente	관리자
encuesta	설문
encuesta	설문조사
seca	드라이
seca	건조
medir	계측
medir	측정
medir	측도
dieta	다이어트
aparente	겉보기
discusiones	인수
discusiones	논의
discusiones	토론
discusiones	인자
realistas	현실적
rin	라인
animada	애니메이션
nativa	네이티브
intensa	강렬한
intensa	강렬하게
duelo	애도
duelo	결투
acústica	어쿠스틱
innovación	혁신
administrativas	행정
rincón	구석
rincón	코너
rincón	모퉁이
ordenador	컴퓨터
baño	화장실
baño	목욕
baño	목욕탕
baño	욕조
baño	욕실
baño	바스
baño	변기
seguros	보험
correr	런닝
correr	실행
correr	달려
correr	달리기
telecomunicaciones	텔레콤
telecomunicaciones	통신
cantando	노래
examen	리뷰
examen	검토
examen	검수
examen	시험
examen	검토하기
examen	검사
depósitos	보증금
depósitos	창고
depósitos	예금
depósitos	저수지
depósitos	웨어하우스
ocasionalmente	가끔씩
ocasionalmente	가끔
ocasionalmente	때때로
invitada	참석자
invitada	초대
invitada	게스트
