در	門
بعداً	以後
هشتمین	第八
قدمت	老了
قدمت	舊的
قدمت	舊
قدمت	老
اخلاقی	道德
اخلاقی	道義
اخلاقی	道德觀
نماز	祈禱
نماز	禱告
اخلاق	道德觀
اخلاق	道義
اخلاق	脾氣
اخلاق	道德
اخلاق	倫理
اخلاق	倫理學
اینها	這些
تبلیغ	促銷
تبلیغ	廣告
تبلیغ	晉升
تبلیغ	推廣
منطق	邏輯
امین	忠誠
امین	信任
امین	誠實
امین	忠實
امین	信賴
مونیخ	慕尼黑
کارگران	工人
کارگران	勞動者
بحران	危機
تولیدی	製造業
تولیدی	製造
پارلمان	國會
پارلمان	議會
ریو	亮
ریو	柳
ریو	隆
سپرده	存款
سپرده	押金
سپرده	存
سپرده	保證金
خاکستری	灰色
خاکستری	灰
فورد	福特
تخمین	估計
تخمین	估算
تخمین	預估
مخفی	秘密
مخفی	隱藏
انقلابی	革命性
انقلابی	革命
بال	翼
بال	永
بال	球
میوه	水果
میوه	果實
میوه	果
کارت	卡
کارت	名片
کارت	紙牌
کارت	卡片
تراکم	密度
تراکم	壓縮
تراکم	凝結
روبرو	面對
سیر	大蒜
سیر	蒜
تصادفی	事故
تصادفی	巧合
تصادفی	隨機
تصادفی	意外
هیات	代表團
معیارهای	標準
معیارهای	指標
آنا	安娜
سگ	狗
سگ	犬
سگ	竇
عوارض	地形
عوارض	併發症
عوارض	地勢
هیجانی	情感
هیجانی	感情
هیجانی	情緒
آگوست	八月份
آگوست	八月
آفریقایی	非洲
تکامل	進化
تکامل	演化
تکامل	演進
تکامل	演變
ایده	想法
نیرو	力量
نیرو	力氣
نیرو	武力
نیرو	實力
نیرو	體力
نیرو	強度
هندوستان	印度
روان	奔跑
روان	跑步
روان	運行
مجری	呈現
ژیمناستیک	體操
خویشاوندان	親屬
خویشاوندان	親戚
ضروری	急
ضروری	緊急
ضروری	必需
ضروری	必要
ضروری	必需品
سرود	國歌
سرود	聖歌
زرین	金
زرین	金色
زرین	黃金
زرین	金子
پرده	簾幕
پرده	窗簾
پرده	螢幕
افسران	官員
آلبانی	阿爾巴尼亞
شور	咸
شور	鹹
فرم	表格
فرم	形式
فقه	判例
فقه	法學
فقه	法理
فقه	法理學
اسکندر	亞歷山大
نسبی	親戚
نسبی	相對
سیگنال	訊號
طرفداران	粉絲
خریداری	購買
سینه	胸部
سینه	胸
سینه	胸膛
سینه	胸口
سینه	咪咪
سینه	乳房
واشنگتن	華盛頓
آدم	亞當
سطحی	淺
سطحی	地表
سطحی	膚淺
سطحی	表面
سطحی	地面
ویروس	病毒
قزاقستان	哈薩克
زندانیان	犯人
زندانیان	囚犯
زندانیان	囚徒
ضربه	衝擊
ضربه	影響力
ضربه	踢
ضربه	影響
ضربه	撞擊
نهمین	第九
ایر	空氣
ایر	空中
ایر	航空
پیروز	勝利
پیروز	贏
پیروز	贏了
نمایندگی	機構
نمایندگی	代理商
نمایندگی	代表性
تایوان	臺灣
تایوان	台灣
عقیده	意見
زیستی	生物學
زیستی	生物
پزشکان	內科醫生
جاری	電流
جاری	現任
جاری	目前
مرزهای	邊境
مرزهای	邊界
مرزهای	邊框
سطوح	關卡
پیدایش	湧現
پیدایش	興起
پیدایش	創世
پیدایش	起源
پیدایش	創世紀
معلم	教師
معلم	老師
پیشرفته	先進
آزمایشگاه	化驗室
آزمایشگاه	實驗室
طیف	光譜
طیف	頻譜
جزئیات	細節
جزئیات	詳細
جزئیات	詳情
حس	感
حس	感受
حس	感覺
پیرو	追隨者
گفتمان	話語
کمبود	短缺
جوامع	社會
تیراندازی	射擊
تیراندازی	槍擊
تیراندازی	拍攝
استدلال	推理
استدلال	論證
استدلال	論據
استدلال	爭論
استدلال	論點
استدلال	參數
قله	山頂
قله	峰峰
قله	峰
خودمختار	自主
یورو	歐元
گوناگونی	多元化
گوناگونی	多樣化
گوناگونی	多樣性
حومه	鄉間
حومه	鄉村
حومه	郊區
حومه	農村
حومه	鄉下
اون	她
دفن	埋葬
دفن	埋
دفن	喪葬
دفن	葬
خوردن	進食
خوردن	飲食
خوردن	食
خوردن	吃
آنلاین	上線
آنلاین	網上
ادعای	認領
ادعای	債權
ادعای	索賠
شیشه	玻璃
مربوطه	相關
انتخاباتی	選舉
عموماً	一般
امواج	浪
امواج	波浪
امواج	海浪
مقدماتی	初步
مقدماتی	初等
قومی	族裔
مجتمع	整合
دانشجو	學生
شاگردان	門徒
نوجوانان	青少年
نوجوانان	少年
نظم	秩序
نظم	訂單
نظم	順序
نظم	訂購
نظم	命令
تنهایی	孤單
تنهایی	孤獨
تنهایی	寂寞
چرخ	車輪
چرخ	輪
چرخ	手推車
هرات	複雜
مهندسان	工程師
گردش	遊覽
گردش	環流
گردش	遠足
گردش	發行量
گردش	流通
گردش	觀光
گردش	迴圈
پور	柏
تبعید	流放
تبعید	流亡
تبعید	放逐
جنگلی	叢林
جنگلی	森林
روزگار	天數
روزگار	日子
آسیاب	磨坊
آسیاب	磨
بحرین	巴林
دانسته	已知
خواص	減少
قربانی	犧牲
قربانی	受害者
قربانی	死者
قربانی	受害人
جوزف	約瑟夫
جوزف	約瑟
پارس	吠
پارس	樹皮
وکیل	律師
اختراع	發明
گرامی	名譽
گرامی	高尚
گرامی	大方
گرامی	榮譽
گرامی	貴族
گرامی	高貴
گرامی	慷慨
گرامی	可敬
گرامی	崇高
داغ	燙
داغ	熱
جدایی	離別
جدایی	分離
جدایی	分居
جدایی	離職
سفیر	藍寶石
مزرعه	農場
لیسانس	學士
لیسانس	單身漢
تحقیقاتی	研究
سینا	西奈
الفبای	字母
حرفه	職業
حرفه	專業
همراهی	伴隨
همراهی	陪同
همراهی	護航
همراهی	護送
محرم	親密
ادب	禮貌
ادب	禮遇
ادب	禮儀
خودروی	混血兒
خودروی	車
خودروی	汽車
خودروی	雜交
خودروی	混合
کوهی	山
کوهی	山區
کوهی	山地
سیما	司馬
افسانه	傳奇
افسانه	傳說
افسانه	神話
رزمی	武術
مجاز	允許
مجاز	授權
معمولا	通常
اروگوئه	烏拉圭
سراب	幻象
سراب	幻影
گمان	假設
گمان	假定
گمان	意見
گمان	看中
چای	茶葉
چای	茶
محاصره	圍困
محاصره	包圍
محاصره	環繞
محاصره	封鎖
محاصره	圍城
محاصره	圍攻
کف	地板
کف	泡沫
کف	下限
اکران	放映
اکران	篩選
اکران	甄別
فرماندار	省長
فرماندار	總督
فرماندار	州長
کنسرت	音樂會
کنسرت	演唱會
بیمه	保險費
بیمه	保險
گلی	粘土
گلی	黏土
گلی	泥
اکسید	氧化物
اکسید	氧化
قیام	站立
قیام	常備
قیام	常設
ونزوئلا	委內瑞拉
سؤال	提問
سؤال	問題
مقادیر	價值觀
مقادیر	數值
مقادیر	價值
مقادیر	值
برآورد	估計
برآورد	估算
برآورد	預估
امیدوارم	希望
لیتوانی	立陶宛
علائم	症狀
درونی	內
درونی	內在
درونی	內部
درونی	內心
درونی	內地
درونی	內政
سرور	伺服器
فیلسوف	哲學家
درج	插入
سامسونگ	三星
وظایف	職責
سانتا	聖誕老人
سایه	影
سایه	暗影
سایه	陰影
سایه	影子
مرور	審查
مرور	瀏覽
پیروان	追隨者
گذار	轉型
گذار	過渡
وحدت	團結
وحدت	統一
الهام	啟發
الهام	靈感
الهام	激發
الهام	激勵
محبوب	最愛
محبوب	熱門
محبوب	受歡迎
محبوب	人氣
محبوب	喜愛
محبوب	流行
گام	步
گام	步驟
گام	台階
تحویل	送貨
تحویل	交貨
تحویل	交付
تحویل	遞送
تحویل	投放
حرارتی	熱力
جلال	光榮
جلال	榮耀
مشتری	客戶
مشتری	顧客
مشتری	木星
مرده	死
نوجوانی	青少年
نوجوانی	青春期
نوجوانی	少年
ورزشکار	體育
ورزشکار	運動員
ورزشکار	運動
هواگرد	飛機
چوبی	木制
چوبی	木材
چوبی	木質
چوبی	木頭
چوبی	木
پژوهشگران	研究者
دفاعی	國防
دفاعی	辯護
دفاعی	防守
دفاعی	防衛
دفاعی	防禦
سیم	鋼絲
سیم	電線
سیم	鐵絲
اصطلاحات	用語
اصطلاحات	術語
اصطلاحات	條款
آبشارها	瀑布
تخم	蛋
تخم	雞蛋
تخم	卵
سالم	健康
کامرون	喀麥隆
مسکن	住房
تحریک	煽動
تحریک	挑釁
تحریک	激發
تحریک	刺激
آرایه	陣列
مکانی	地方
مکانی	地點
حسابداری	會計
آیلند	海島
آیلند	島
آیلند	島嶼
آدرس	地址
آدرس	住址
الهی	神
سوار	騎
سوار	騎手
سوار	騎馬
سوار	乘車
نادرست	錯
نادرست	錯誤
نادرست	假
نادرست	虛假
اصلاحات	改良
اصلاحات	改善
اصلاحات	改進
اصلاحات	改革
اصلاحات	更正
هزاران	數千
تظاهرات	演示
تظاهرات	示威
تظاهرات	示範
تظاهرات	抗議
مرزی	邊境
مرزی	邊疆
مرزی	邊框
مرزی	前沿
مرزی	邊界
کارائیب	加勒比
گردن	脖子
گردن	頸
گردن	頸部
تحصیلی	學術
ویکتوریا	維多利亞
تجاوز	突擊
تجاوز	侵
تجاوز	強暴
تجاوز	強姦罪
تجاوز	攻擊
تجاوز	侵略
تجاوز	強姦
تجاوز	毆打
زمستانی	冬季
زمستانی	冬
زمستانی	冬天
تبلیغاتی	廣告
تبلیغاتی	宣傳
فردا	明天
فردا	明日
کمتری	少
کمتری	更少
ترس	恐懼
ترس	敬畏
استناد	引證
استناد	引文
تل	高
تل	高大
قصر	宮殿
قصر	宮廷
قصر	城堡
قصر	皇宮
قصر	宮
قصر	城
قصر	王宮
پرستاری	護理
پرستاری	哺乳
رساله	小冊子
توده	質量
توده	彌撒
گاو	母牛
گاو	奶牛
گاو	牛
شعار	標語
شعار	座右銘
شعار	格言
شعار	口號
شعار	箴言
وحشی	野蠻
وحشی	野性
وحشی	狂野
وحشی	野人
وحشی	野
وحشی	野生
خبرنگار	記者
واقعه	活動
واقعه	事件
واقعه	事變
جلسه	會議
اکسیژن	氧
اکسیژن	氧氣
عدالت	司法
عدالت	正義
فیلتر	濾波器
فیلتر	過濾器
فیلتر	篩選
فیلتر	過濾
مترو	捷運
مترو	地鐵
دخالت	干涉
دخالت	干擾
دخالت	參與
دخالت	干預
شهروندان	市民
شهروندان	公民
رسم	傳統
رسم	劇情
رسم	陰謀
رسم	密謀
تشویق	掌聲
تشویق	鼓勵
تشویق	鼓掌
سرکوب	打壓
سرکوب	壓迫
سرکوب	鎮壓
سرکوب	壓制
هشدار	提醒
هشدار	警示
هشدار	警告
هشدار	警報
شاهین	獵鷹
شاهین	隼
معادله	方程式
معادله	方程
کوچکتر	較小
سیب	蘋果
ولتاژ	電壓
ماهواره	衛星
برگشت	回
برگشت	背
یخ	冰塊
یخ	冰
صلیب	十字
صلیب	交叉
صلیب	十字架
بیس	低音
بل	鈴
بل	貝爾
بل	貝勒
بل	鐘
ناخالص	毛額
ناخالص	毛
پورنو	色情
داوری	仲裁
داوری	判斷
داوری	判斷力
داوری	判決
داوری	法官
نمایشی	示威
نمایشی	表演
پراکنده	分散
بیگ	大
محقق	研究員
محقق	研究者
اختلالات	擾動
اختلالات	失調
مأموریت	任務
قطار	列車
قطار	火車
مهاجران	移民
موافقم	同意
کوهستان	山脈
کوهستان	山
کوهستان	山區
کوهستان	山地
ادیان	宗教
حشرات	臭蟲
حشرات	昆蟲
حشرات	蟲子
دیسک	碟片
دیسک	碟
دیسک	磁碟
دوستی	友情
دوستی	朋友
دوستی	友誼
دوستی	好友
تقلید	仿
تقلید	模仿
نهضت	運動
نهضت	十字軍
نهضت	討伐
کهنه	老了
کهنه	舊的
کهنه	舊
کهنه	老
اجباری	被迫
اجباری	武力
اجباری	強制
اجباری	強迫
ضریب	系數
ضریب	係數
نان	麵包
نان	南
نان	咖哩
نان	楠
اختصاصی	專有
امریکا	美洲
امریکا	美國
گرافیک	繪圖
گرافیک	圖形
معمار	建築師
نیل	尼羅河
بخصوص	尤其是
بخصوص	尤其
مرکب	油墨
مرکب	合成
مرکب	大院
مرکب	化合物
مرکب	墨水
مرکب	墨
مرکب	復合
ماندن	留下來
ماندن	留
ماندن	留下
نفس	呼氣
نفس	靈魂
نفس	自負
نفس	自我
براون	棕色
براون	布朗
براون	棕
براون	褐
واسطه	中間
واسطه	中介
واسطه	中級
فشرده	拉鍊
فشرده	濃縮
فشرده	壓縮
مری	瑪麗
مری	瑪莉
شطرنج	棋
شطرنج	象棋
شطرنج	西洋棋
لیورپول	利物浦
وسیع	廣
وسیع	遼闊
وسیع	廣泛
وسیع	寬
وسیع	寬敞
تار	網
تار	焦油
تار	網路
سودان	蘇丹
اسلواکی	斯洛伐克
شکلی	數字
سازهای	結構
حرم	避難所
راهنما	手動
راهنما	手冊
راهنما	指引
راهنما	指南
راهنما	嚮導
سیدنی	雪梨
استانداردهای	標準
اپرا	歌劇
اسلحه	槍支
اسلحه	槍
اسلحه	炮
نمادهای	符號
بادی	風
سهم	股份
سهم	繳款
سهم	共享
سهم	分享
دلیلی	理性
دلیلی	原因
دلیلی	理由
ماجرای	探險
ماجرای	冒險
کارگر	勞力
کارگر	工人
کارگر	勞動
کارگر	勞工
کارگر	勞動力
کارگر	勞動者
دایره	圈子
دایره	環形
دایره	圓
دایره	圓形
دایره	圈
دایره	圓圈
دایره	迴圈
مغزی	大腦
مغزی	腦袋
مغزی	腦
مغزی	腦子
پروفسور	教授
سرپرستی	監管
سرپرستی	督導
سرپرستی	監督
خوراکی	食用
دان	唐
سرچشمه	噴泉
عقاید	意見
عقاید	信仰
انفجار	引爆
انفجار	爆炸
انفجار	爆
خزندگان	爬蟲類
تحمل	容忍
تحمل	寬容
بنیانگذار	創始人
بنیانگذار	創辦人
مقبره	墓
مقبره	墓穴
مقبره	墳墓
متخصص	專家
عاشق	戀愛
عاشق	愛情
عاشق	愛
لحظه	時刻
شباهت	相似
داوران	法官
تسلیم	投降
تسلیم	提交
تسلیم	交出
آستانه	門檻
اثرات	影響
اثرات	效應
اثرات	效果
اثرات	特效
تعادل	平衡
تعادل	餘額
تعادل	修剪
تعادل	結餘
تعادل	均衡
کاغذ	論文
کاغذ	紙張
کاغذ	紙
زوج	夫婦
زوج	情侶
زوج	夫妻
زوج	配對
گرگ	狼
تعقیب	追求
تعقیب	追逐
تعقیب	追擊
یهودیت	猶太教
سراسری	全球
هوش	智慧
هوش	情報
هوش	智力
سنگاپور	新加坡
مالیات	納稅
مالیات	稅款
مالیات	稅收
مالیات	稅務
مالیات	稅
مالیات	稅金
کشتن	殺害
کشتن	殺
کشتن	殺戮
عبری	希伯來
عبری	希伯來文
اثری	印象
آغازین	初始
سواحل	沙灘
سواحل	海灘
یادگیری	學習
یادگیری	學
مجازات	罰
مجازات	處罰
مجازات	懲罰
مجازات	刑罰
سازمانی	企業
دوک	公爵
رز	玫瑰
سکه	硬幣
سکه	錢幣
نمودار	圖表
نمودار	圖
هالیوود	好萊塢
بمب	炸彈
محلول	溶液
بچه	嬰兒
بچه	兒童
بچه	寶寶
بچه	孩子
بچه	寶貝
کمبریج	劍橋
دختری	女孩
دختری	姑娘
دختری	女生
نمک	鹽
نمک	食鹽
کنیا	肯亞
استون	丙酮
استون	石
استون	石頭
استون	斯通
پوشیده	磨損
معماران	建築師
موجودات	生物
روزه	快速
روزه	齋戒
روزه	禁食
موش	滑鼠
موش	鼠
موش	耗子
موش	老鼠
تفکیک	分離
تفکیک	離職
تفکیک	分居
جامد	固體
جامد	實心
جامد	扎實
جامد	堅固
جامد	固態
اخراج	驅逐
اخراج	驅逐出境
دژ	要塞
دژ	堡
دژ	堡壘
جمعیتی	人口
کمترین	最少
کمترین	最小
دموکراسی	民主
تدریج	逐漸
شکسته	破碎
شکسته	破損
شکسته	斷
لوکزامبورگ	盧森堡
ماداگاسکار	馬達加斯加
کوانتومی	量子
برتری	優點
برتری	卓越
برتری	優勢
بارگذاری	負荷
بارگذاری	負載
بارگذاری	裝載
تورنتو	多倫多
هیل	希爾
هیل	山
بنگلادش	孟加拉國
مار	蛇
شواهد	證據
دهان	嘴巴
دهان	口
دهان	嘴
دهان	口腔
مهاجمان	刺客
وست	西邊
وست	西
وست	西部
وست	西方
شک	疑問
شک	疑慮
