ve	और
zemin	मैदान
zemin	मंजिल
zemin	तल
zemin	ग्राउंड
zemin	फर्श
önder	नेता
değerleri	मानों
değerleri	मान
mektup	पत्र
mektup	लेटर
mektup	अक्षर
mil	माइलेज
mil	मील
mil	माइल
senin	तुम्हारी
senin	तुम्हारा
senin	आपके
senin	आपकी
senin	अपने
senin	आपका
senin	अपना
kamera	कैमरा
kamera	कैमकॉर्डर
albay	कर्नल
köln	कोलोन
uzman	एक्सपर्ट
uzman	विशेषज्ञ
uzman	विशेषज्ञों
yazmaya	लिखना
yazmaya	लिखकर
yazmaya	लेखन
yazmaya	लिखने
imha	विनाश
imha	नष्ट
muş	मूस
donanma	नेवी
donanma	नवल
donanma	नौसेना
but	जांघ
metro	सबवे
değişiklikleri	परिवर्तन
istatistik	आंकड़े
istatistik	सांख्यिकी
istatistik	आँकड़े
istatistik	आंकडे
bütçe	बजट
baz	आधार
baz	बेस
konuşulan	बोला
sibirya	साइबेरिया
sibirya	साइबेरियाई
cok	बहुत
ayakta	खड़ा
ayakta	खड़े
ayakta	खड़ी
örnekleri	उदाहरण
örnekleri	नमूने
cephe	सामने
cephe	मुखाग्र
cephe	अग्र
cephe	मामल्लपुरम
sıkça	अक्सर
sıkça	प्रायः
sıkça	अकसर
boks	मुक्केबाज़ी
boks	बॉक्सिंग
boks	मुक्केबाजी
programlama	प्रोग्रामिंग
tarımsal	कृषि
yaprak	पत्ते
yaprak	पत्तो
yaprak	चादर
yaprak	पत्ती
yaprak	शीट
yaprak	पत्ता
ifadesi	अभिव्यक्ति
ifadesi	गवाही
ifadesi	एक्सप्रेशन
kırsal	ग्रामीण
sevgili	प्रेमियों
sevgili	डिअर
sevgili	प्रिय
sevgili	डियर
sevgili	प्रेमी
parlamentosu	लोकसभा
parlamentosu	संसद
parlamentosu	पार्लियामेंट
tahmini	पूर्वानुमान
tahmini	अनुमानित
tahmini	अनुमान
tahmini	भविष्यवाणी
tahmini	एस्टीमेट
diplomatik	राजनयिक
üzüm	बेलें
üzüm	अंगूरों
üzüm	अंगूर
maksimum	अधिकतम
hatalı	त्रुटिपूर्ण
hatalı	ग़लत
hatalı	गलत
terfi	तरक्की
terfi	प्रचार
terfi	प्रमोशन
elektromanyetik	इलेक्ट्रोमैग्नेटिक
analiz	विश्लेषण
portakal	संतरा
portakal	नारंगी
portakal	संतरे
izlanda	आइसलैंड
izlanda	आयरलैंड
beste	लिखें
gövde	हल
gövde	ट्रंक
gövde	धड़
galler	वेल्श
galler	वेल्स
ekran	प्रदर्शक
ekran	मॉनीटर
ekran	प्रदर्शन
ekran	स्क्रीन
ekran	परदा
ekran	मॉनिटर
ekran	प्रदर्शित
karbon	कार्बन
biçim	फार्मेट
biçim	फॉर्म
biçim	प्रपत्र
biçim	शैली
biçim	रूप
biçim	स्वरूप
biçim	आकार
biçim	फॉर्मेट
biçim	अंदाज़
biçim	फ़ॉर्म
biçim	स्टाइल
biçim	फार्म
biçim	फ़ॉर्मेट
biçim	प्रारूप
biçim	आकृति
baraj	बाँध
baraj	बांध
mühendis	इंजीनियर
gen	जीन
gen	जीनों
parçacık	विजेट
parçacık	कण
editör	संपादकीय
editör	एडिटर
editör	संपादक
rakibi	प्रतिस्पर्धी
rakibi	प्रतिद्वंद्वी
rakibi	प्रतिद्वन्दी
moda	फ़ैशन
moda	फैशन
ikamet	आवास
ikamet	निवासी
ikamet	निवास
ikamet	आवासीय
yangın	फ़ायर
yangın	अग्नि
yangın	आग
yangın	फायर
çince	चाइनीज
çince	चीनी
sanatçılar	कलाकार
sanatçılar	कलाकारों
napolyon	नेपोलियन
tıbbi	औषधीय
tıbbi	मेडिकल
tıbbi	चिकित्सा
tıbbi	चिकित्सीय
çekirdek	कोर
çekirdek	केंद्रक
çekirdek	कर्नेल
op	किस
op	चुंबन
dışarı	आउट
dışarı	बाहर
kanlı	साला
kanlı	खूनी
sözlük	शब्दावली
sözlük	शब्दकोश
sözlük	शब्दकोष
yolculuk	राइड
yolculuk	सवारी
yolculuk	ट्रिप
yolculuk	यात्रा
yolculuk	सफ़र
yolculuk	सफर
havaalanı	एयरपोर्ट
havaalanı	विमानक्षेत्र
katkıları	योगदान
psikolojik	मनोवैज्ञानिक
alayı	शोभायात्रा
alayı	बारात
alayı	जुलूस
alayı	रेजीमेंट
kanadalı	कनाडाई
ilgisi	प्रासंगिकता
ilgisi	प्रासंगिक
kol	भुजा
kol	कॉलम
kol	स्तंभ
kol	कालम
kol	स्तम्भ
kol	आस्तीन
kol	स्लीव
sayısal	अंकीय
sayısal	डिजीटल
sayısal	न्यूमेरिक
sayısal	कम्प्यूटेशनल
sayısal	डिजिटल
sebze	सब्ज़ी
sebze	सब्जियों
sebze	सब्जियां
sebze	सब्जी
sebze	सब्ज़ियाँ
potansiyel	संभावित
potansiyel	क्षमता
potansiyel	सामर्थ्य
saniye	सेकेण्ड
saniye	सेकंड
saniye	सेकेंड
saniye	सेकण्ड
saniye	सेक
teklifi	प्रस्ताव
teklifi	ऑफर
direkt	सीधा
direkt	सीधे
direkt	प्रत्यक्ष
direkt	डायरेक्ट
şekil	आकार
şekil	आकृति
şekil	आकृतियाँ
şekil	पैना
kapasitesi	क्षमता
kapasite	क्षमता
eşcinsel	गे
sevgi	प्यार
sevgi	स्नेह
sevgi	प्रेम
sevgi	मोहब्बत
hit	हिट्स
hit	हिट
kolej	कॉलेज
alevi	लौ
alevi	ज्वाला
şehirleri	शहर
şehirleri	शहरों
gösteri	प्रदर्शनी
gösteri	दिखाओ
gösteri	शो
gösteri	शोकेस
gösteri	प्रदर्शन
gösteri	दिखाएं
gösteri	निष्पादन
gösteri	दिखाएँ
artış	बढ़ाएँ
artış	बढ़ेगी
artış	वृद्धि
artış	बढ़ाएं
yumuşak	चिकनी
yumuşak	नरम
yumuşak	नर्म
yumuşak	सॉफ्ट
yumuşak	चिकना
yumuşak	मुलायम
alfabesi	वर्णमाला
alfabesi	लिपि
dinsel	धार्मिक
sıralaması	रैंकिंग
örgüt	संगठन
kedi	किटी
kedi	बिल्लियों
kedi	कैट
kedi	किट्टी
kedi	बिल्लियां
kedi	बिल्लियाँ
kedi	बिल्ली
çekoslovakya	चेकोस्लोवाकिया
uyarı	अलर्ट
uyarı	सतर्क
uyarı	चेतावनियाँ
uyarı	चेतावनी
uyarı	सचेतक
mühendisi	इंजीनियर
çekici	आकर्षक
çekici	हथौड़ा
baskın	प्रबल
baskın	रेड
baskın	छापे
hazar	कैस्पियन
savaşan	युद्धरत
savaşan	झगड़ते
güvenli	सुरक्षित
kuzeybatı	उत्तरपश्चिम
konuları	विषय
konuları	विषयों
acil	अत्यावश्यक
acil	आपातकाल
acil	तत्काल
acil	तात्कालिक
acil	आपात
acil	आवश्यक
acil	आपातकालीन
orkestrası	ऑर्केस्ट्रा
subay	अधिकारी
subay	अधिकारीयों
subay	अधिकारियों
konferans	व्याख्यान
konferans	लेक्चर
konferans	सम्मेलन
konferans	सम्मेलनों
konferans	कॉन्फ्रेन्सिंग
alp	अल्पाइन
alp	ऐल्प्स
kömür	कोयले
kömür	चारकोल
kömür	कोयला
kömür	चिलम
arkadaşlar	मित्रो
arkadaşlar	दोस्तो
arkadaşlar	मित्रों
arkadaşlar	दोस्तों
arkadaşlar	मित्र
ramazan	रमजान
ramazan	रमज़ान
tanıtım	तरक्की
tanıtım	प्रस्तावना
tanıtım	प्रस्तुतिकरण
tanıtım	प्रस्तुतीकरण
tanıtım	प्रचार
tanıtım	भूमिका
tanıtım	प्रस्तुति
tanıtım	परिचय
tanıtım	प्रमोशन
okyanus	महासागर
okyanus	समंदर
eliptik	अंडाकार
duyurdu	घोषित
melek	देवदूत
melek	परी
rahat	आरामदेह
rahat	निश्चिंत
rahat	सहज
rahat	रिलैक्स
rahat	आरामदायक
rahat	आराम
ihlali	उल्लंघन
endüstri	उद्योग
endüstri	औद्योगिक
endüstri	उद्योगों
rakip	प्रतिस्पर्धी
rakip	प्रतिस्पर्धा
rakip	प्रतियोगिता
rakip	प्रतियोगियों
rakip	प्रतिद्वंद्वी
rakip	विरोधियों
rakip	प्रतिद्वन्दी
protesto	विरोध
değiştirildi	परिवर्तित
değiştirildi	बदला
değiştirildi	परिवर्धित
değiştirildi	संशोधित
anahtar	कुंजियाँ
anahtar	चाबी
anahtar	कुंजी
japonca	जापानी
seviye	स्तर
gönül	हृदय
gönül	दिल
gönül	ह्रदय
uluslar	राष्ट्र
uluslar	राष्ट्रों
arkeolojik	पुरातत्त्व
arkeolojik	पुरातत्व
bayanlar	महिलाओं
bayanlar	महिलाएं
bayanlar	लेडीज
bayanlar	महिलाएँ
harf	पत्र
harf	लेटर
harf	अक्षर
başrol	अग्रणी
başrol	अभिनीत
açılmış	खोला
açılmış	खोली
keman	वायलिन
keman	सारंगी
keman	चलाऊ
vakit	वक़्त
vakit	समय
vakit	वक्त
yollar	राहें
yollar	सड़कें
yollar	पथ
yollar	तरीके
yollar	सड़कों
hollandalı	डच
gündüz	दिन
gündüz	दिवस
say	गणना
say	गिनती
diş	दाँत
diş	दंत
diş	दन्त
diş	डेंटल
blok	ब्लॉक
blok	अवरोध
blok	ब्लाक
blok	खंड
seven	प्यार
seven	मीत
seven	मोहब्बत
şehit	शहीदो
şehit	वीरगति
şehit	शहीद
şehit	शहीदों
şehit	शहादत
ilave	अलावा
ilave	अतिरिक्त
ilave	जोड़
ilave	जोड
gemileri	जहाजों
gemileri	जहाज
merceksi	लेंसनुमा
prag	प्राग
arpa	जौ
kongo	कांगो
hesap	मैथ
hesap	खाते
hesap	गणित
