les	เดอะ
boucle	วน
produisent	ผลิต
escadre	วิง
escadre	ฝูงบิน
escadre	ปีก
talents	พรสวรรค์
doux	หวานๆ
doux	นุ่ม
doux	หวาน
doux	นิ่ม
doux	อ่อน
partagé	แชร์
romaines	โรมัน
gaulois	กอล
malades	ป่วย
égyptien	อียิปต์
tort	ผิด
tort	ธรรม
juges	กรรมการ
avantages	ประโยชน์
avantages	ข้อดี
eglise	ศาสนจักร
eglise	โบสถ์
impôt	ภาษี
impliqué	เกี่ยวข้อง
ancêtre	บรรพบุรุษ
stage	ฝึกงาน
demain	พรุ่ง
profond	ลึก
spécialisés	เชี่ยวชาญ
protéines	โปรตีน
récent	ล่าสุด
hollandais	ดัตช์
intéressé	สนใจ
décrire	อธิบาย
décrire	บรรยาย
assurée	ประกัน
mathématique	เลขคณิต
mathématique	คณิต
mathématique	คณิตศาสตร์
mathématique	เลข
appliquée	ประยุกต์
mesurer	วัด
mesurer	สัดส่วน
protestante	โปรเตสแตนต์
paire	คู่
tombes	สุสาน
récents	ล่าสุด
réservoir	ถัง
réservoir	แท็งค์
approfondir	กระชับ
vocabulaire	ศัพท์
écoute	ฟัง
anneaux	วงแหวน
anneaux	แหวน
sentier	พาธ
vedette	ดาว
vedette	ดวงดาว
vedette	แนะนำ
vedette	ดารา
critère	เกณฑ์
tensions	ตึงเครียด
tensions	ตึง
bête	สู
bête	อสูร
impôts	ภาษี
pattes	อุ้งเท้า
pattes	อุ้งมือ
pattes	ขา
verbe	กริยา
saintes	ศักดิ์สิทธิ์
saintes	ศีล
saintes	นักบุญ
rond	รอบ
rond	กลม
rond	กลมๆ
commandée	บัญชา
commandée	สั่ง
syntaxe	ไวยากรณ์
singapour	สิงคโปร์
joie	จอย
costume	สูท
douleur	ปวด
mannequin	รุ่น
mannequin	โมเดล
analyses	วิเคราะห์
foire	ยุติธรรม
foire	แฟร์
plateforme	แพลตฟอร์ม
traversé	ข้าม
corruption	สินบน
découpage	ตัด
platine	แพลทินัม
jeter	ทิ้ง
jeter	โยน
jeter	ขว้าง
jeter	ละทิ้ง
remplacés	แทนที่
pin	ต้นสน
tissu	เสื้อผ้า
tissu	ผ้า
rire	หัวเราะ
cylindres	ม้วน
vif	สดใส
temporaire	ชั่วคราว
tante	น้า
tante	ป้า
télécommunications	โทรคมนาคม
assurances	ประกัน
vélo	จักรยาน
cloche	ระฆัง
cloche	กระดิ่ง
cloche	เบลล์
stabilité	มั่นคง
stabilité	เสถียรภาพ
touché	ชน
touché	สัมผัส
touché	ตี
touché	จีบ
touché	ถล่ม
globalement	รวมๆ
attirer	ดึงดูด
attirer	ล่อ
attirer	แรงดึงดูด
souffle	เป่า
souffle	ฟุ้ง
diagnostic	วินิจฉัย
caraïbes	แคริบเบียน
sacrée	ศักดิ์สิทธิ์
musulman	อิสลาม
musulman	มุสลิม
complot	วางแผน
complot	พล็อต
appris	สอน
remarqué	สังเกต
taïwan	ไต้หวัน
doré	ทองคำ
doré	ทอง
doré	โกลด์
doré	โกลเด้น
bain	อาบ
bain	อ่างอาบน้ำ
rêves	ฝัน
signaler	รายงาน
écrivit	เขียน
antilles	แคริบเบียน
étroite	แคบ
métallique	เหล็ก
métallique	โลหะ
géographiques	ภูมิศาสตร์
renseignement	ปัญญา
entourée	ล้อม
poudre	แป้ง
poudre	ผง
avertissement	เตือน
abandonnée	ร้าง
lever	ยก
buste	หน้าอก
humide	เปียก
humide	ชื้น
censure	เซ็นเซอร์
solitaire	สันโดษ
solitaire	เหงา
controverse	แย้ง
tiens	ถือ
tiens	กุม
musulmane	มุสลิม
angles	มุม
soudan	ซูดาน
regarder	ชม
regarder	ดู
regarder	นาฬิกา
détenu	นักโทษ
détenu	เชลย
purement	ล้วนๆ
fût	กลอง
hydrogène	ไฮโดรเจน
métaux	เหล็ก
métaux	โลหะ
parent	ญาติ
parent	สัมพันธ์
avoue	สารภาพ
adhésion	สมาชิก
inscrire	สมัคร
complément	เสริม
futurs	อนาคต
futurs	ต่อๆ
traverser	กางเขน
traverser	ข้าม
dons	บริจาค
patrie	มาตุภูมิ
sèche	แห้งๆ
sèche	แล้ง
sèche	แห้ง
oxygène	ออกซิเจน
signée	เซ็น
céramique	เซรามิค
céramique	เครื่องปั้นดินเผา
sévère	สาหัส
sévère	รุนแรง
souligne	ไฮไลท์
souligne	ไฮไลต์
exemplaire	สำเนา
enregistrer	ประหยัด
enregistrer	บันทึก
enregistrer	สถิติ
acides	กรด
séparés	แยก
commerces	ร้าน
geste	น้ำใจ
numériques	ดิจิตอล
escrime	ฟันดาบ
axes	แกน
descendance	ทายาท
électroniques	อิเล็กทรอนิกส์
chair	เนื้อ
carburant	น้ำมัน
téléchargement	ดาวน์โหลด
voler	ฟลาย
voler	บิน
kilomètre	กิโล
kilomètre	กิโลเมตร
identifié	แท็ก
honneurs	เกียรตินิยม
enterrée	ฝัง
riz	ข้าว
affichage	แสดง
affichage	ดู
doyen	คณบดี
doyen	ดีน
extérieurs	ภายนอก
indispensable	สำคัญ
révision	รีวิว
révision	วิจารณ์
bulle	ฟอง
israélien	อิสราเอล
modifiée	แก้ไข
ancêtres	บรรพบุรุษ
développés	พัฒนา
indépendantes	เอกราช
indépendantes	อิสระ
demandant	ถาม
confondre	สับสน
barrière	รั้ว
barrière	กั้น
essayé	พยายาม
acoustique	เสียง
intellectuelle	ปัญญา
composées	แต่ง
piège	ดัก
piège	บ่วง
policière	ตำรวจ
citations	คำคม
écho	ก้อง
industrielles	อุตสาหกรรม
tragédie	โศกนาฏกรรม
hôtels	โรงแรม
diminution	ลด
gorge	คอ
offrant	เสนอ
diamant	เพชร
diamant	ไดมอนด์
quinzaine	ปักษ์
drogue	ยา
soutenue	สนับสนุน
chanter	สิงห์
chanter	ร้อง
fusil	ปืน
couverte	ปกคลุม
couverte	ครอบคลุม
roumaine	โรมาเนีย
législatif	นิติบัญญัติ
salaire	ค่าแรง
rappeur	แร็พ
plaines	ราบ
préféré	ชอบ
préféré	ขวัญใจ
ingénierie	วิศวกรรม
ingénierie	วิศวกรรมศาสตร์
asiatiques	เอเชีย
asiatiques	บอล
magistrat	ข้าหลวง
magistrat	ตัดสิน
ethnique	ชาติพันธุ์
considérées	พิจารณา
vignes	องุ่น
contrainte	ความเครียด
contrainte	เครียด
contrainte	บังคับ
billets	ตั๋ว
billets	บัตร
apogée	พีค
antarctique	แอนตาร์กติกา
conducteur	ไดรเวอร์
étendu	ขยาย
interdite	แบน
sphère	กลม
chirurgie	ศัลยกรรม
chirurgie	ผ่าตัด
sent	กลิ่น
oublié	ลืม
grammaire	ไวยากรณ์
yann	ยัน
yann	แจน
balles	ลูกบอล
légendaire	ตำนาน
tigre	เสือ
tigre	เสือก
compromis	ประนีประนอม
horloge	นาฬิกา
chaine	โซ่
chaine	ลูกโซ่
séoul	โซล
parts	หุ้น
parts	แชร์
partager	แชร์
pluriel	พจน์
pluriel	พหูพจน์
pommes	แอ๊ปเปิ้ล
pommes	เปิ้ล
pommes	แอปเปิล
haine	เกลียด
poussée	ผลัก
nommer	ชื่อ
alerte	เตือน
alerte	แจง
fermes	ไร่
fermes	ฟาร์ม
gardiens	ยาม
gardiens	รักษ์
plafond	เพดาน
piscine	สระ
piscine	พูล
donnés	บริจาค
charité	ทำบุญ
allée	ซอย
allée	ตรอก
extérieures	ภายนอก
cave	ใต้ถุน
dessiné	วาด
séparé	แยก
graphe	กราฟ
enregistrée	บันทึก
passés	อดีต
plainte	บ่น
doubles	ดับเบิ้ล
doubles	ดับเบิล
égyptienne	อียิปต์
idéologie	อุดมการณ์
idéologie	ลัทธิ
souverains	อภิสิทธิ์
gaule	กอล
juriste	ทนายความ
juriste	ทนาย
enlever	ลบ
démographie	ประชากรศาสตร์
asiatique	เอเชีย
asiatique	บอล
regarde	ชม
regarde	ดู
regarde	มอง
regarde	นาฬิกา
corde	คอร์ด
corde	เชือก
documentaires	สารคดี
pâte	แป้ง
pâte	วาง
pâte	แปะ
organisateur	จัด
papa	พ่อ
ordinateurs	คอม
ordinateurs	คอมพิวเตอร์
bassiste	แบ
bassiste	แบส
bassiste	แบต
bassiste	เบส
bouton	ปุ่ม
bouton	กระดุม
toucher	แตะ
toucher	สัมผัส
toucher	ทัช
toucher	ซึ้ง
fossiles	ฟอสซิล
fossiles	ดึกดำบรรพ์
fossiles	ซากดึกดำบรรพ์
plastique	พลาสติก
ventre	กระเพาะ
ventre	พุง
ventre	สะดือ
ventre	ท้อง
forestier	ป่า
forestier	ฟอเรส
forestier	ฟอเรสต์
carrières	อาชีพ
mécaniques	กลไก
mécaniques	เชิงกล
mécaniques	กลศาสตร์
plages	หาด
plages	ชายหาด
intérim	ชั่วคราว
entraîné	ฝึก
vendue	ขาย
constitutionnelle	รัฐธรรมนูญ
valentin	วาเลนไทน์
problématique	ปัญหา
sourire	ยิ้ม
carrés	ตาราง
sommeil	หลับ
sommeil	ง่วง
sommeil	นอน
digne	คู่ควร
contenus	เนื้อหา
perdus	หลง
perdus	แพ้
perdus	เสีย
chirurgien	ศัลยแพทย์
défi	ท้า
défi	ท้าทาย
magnifique	สวยงาม
magnifique	สวย
magnifique	งามๆ
magnifique	งดงาม
magnifique	สวยๆ
ukrainien	ยูเครน
démontrer	สาธิต
intellectuels	ปัญญา
précieux	คุณค่า
précieux	ล้ำค่า
donjon	ใต้ดิน
croissant	โต
animée	การ์ตูน
légal	กฎหมาย
prévenir	เตือน
prévenir	ป้องกัน
assomption	สมมุติฐาน
assomption	สันนิษฐาน
assomption	สมมติฐาน
lys	ลิลลี่
cou	คอ
cou	คอง
cou	คอร์
cou	ต้นคอ
spectre	สเปกตรัม
profiter	เพลิดเพลิน
profiter	เพลิน
profiter	สนุก
publicitaire	โฆษณา
hésite	ลังเล
élémentaire	ธาตุ
élémentaire	ประถม
élémentaire	มูลฐาน
explorer	สำรวจ
partition	แต้ม
partition	คะแนน
partition	สกอร์
considérant	พิจารณา
plastiques	พลาสติก
conservateurs	อนุรักษนิยม
plats	แบน
plats	จาน
plats	แฟลต
gène	จีน
gène	ยีน
formés	ฝึก
anarchiste	อนาธิปไตย
graphiques	ชาร์ต
graphiques	กราฟิก
graphiques	กราฟ
graphiques	แผนภูมิ
parallèles	ขนาน
négatif	ติดลบ
négatif	ลบ
juger	ตัดสิน
toiles	ผ้าดิบ
toiles	ผ้าใบ
