年	año
藥物	medicamento
藥物	medicación
藥物	fármaco
藥物	medicina
藥物	drogas
藥物	fármacos
藥物	medicamentos
藥物	medicinas
複製	ejemplar
複製	duplicado
複製	copiado
複製	copiando
複製	reproducción
複製	copiar
複製	duplicar
複製	copie
複製	replicación
複製	copia
捐	done
捐	dona
捐	donar
捐	donación
捐	donaciones
捐	donativo
指揮官	comandante
指揮官	comendador
院校	colegios
院校	universidades
提議	proposiciones
提議	proposición
提議	propuestas
提議	propuesta
交付	entregas
交付	entrego
交付	parto
交付	entregar
交付	partos
交付	entrega
傷害	daño
傷害	herido
傷害	lastimado
不利	desfavorable
不利	desfavorables
死者	victima
死者	víctima
古蹟	monumento
古蹟	monumentos
有利	favorables
類別	clases
類別	categoria
類別	categoría
類別	categorías
類別	clase
類別	categorias
復活	resurrección
邊緣	filo
邊緣	aristas
邊緣	bordes
邊緣	marginal
邊緣	borde
邊緣	arista
酷	chido
酷	guay
酷	genial
辭職	resignación
辭職	dimitir
辭職	renuncia
辭職	renunciar
辭職	dimisión
視覺	visuales
視覺	visión
精英	élite
精英	elitista
虛構	ficticios
虛構	ficticio
虛構	ficción
虛構	ficticia
可惜	piedad
可惜	lástima
可惜	pena
可惜	lastima
支線	subordinado
假期	vacaciones
假期	feriado
假期	feriados
假期	fiestas
假期	festivos
假期	festivo
軍人	soldados
軍人	soldado
言論	retórica
樊	ventilador
樊	abanico
樊	admirador
採訪	entrevista
採訪	entrevistas
陰	nublado
結局	terminando
旋轉	rotación
旋轉	rotar
旋轉	girar
旋轉	rotativa
美食	gastronomía
美食	cocina
軍官	oficial
近期	recientes
近期	reciente
近期	recientemente
物理學	fisica
物理學	física
物理學	físicas
具體	cemento
具體	concreto
具體	especifico
具體	específicas
具體	hormigón
具體	específica
具體	específicos
具體	específico
黎巴嫩	libanesa
黎巴嫩	líbano
黎巴嫩	libaneses
黎巴嫩	libanés
領導人	dirigentes
領導人	líderes
領導人	lider
領導人	lideres
領導人	dirigente
領導人	líder
比率	proporción
比率	coeficientes
比率	proporciones
比率	coeficiente
比率	cociente
作業	tareas
作業	tarea
作業	deberes
武力	forzar
武力	fuerza
醫師	medico
醫師	doctora
醫師	médico
三重	triples
器官	órganos
器官	órgano
山谷	valle
山谷	valles
創意	creativo
創意	creatividad
創意	creativa
創意	creativos
當代	contemporáneo
當代	contemporáneas
當代	contemporáneos
當代	contemporánea
協定	acuerdo
協定	convenios
協定	acuerdos
行人	peatón
行人	peatonal
行人	peatones
規格	especificaciones
規格	pliego
規格	especificación
終止	terminación
終止	rescisión
終止	finalización
雕	águila
雕	halcón
雕	aguila
地獄	infierno
混淆	confunda
混淆	confundir
混淆	confundiendo
混淆	confusa
混淆	confusas
混淆	confundida
混淆	confundidos
混淆	confundido
混淆	confusión
混淆	confuso
參數	discusiones
參數	parámetros
參數	argumentos
參數	alegaciones
參數	parámetro
參數	argumentación
藏族	tibetanos
藏族	tibetano
藏族	tibetana
藏族	tíbet
降雨量	precipitación
降雨量	precipitaciones
降雨量	lluvias
區劃	zonificación
共用	compartido
共用	comparta
共用	compartidos
共用	comparte
共用	compartir
共用	compartidas
共用	compartida
共用	compartan
共用	compartiendo
插曲	episodio
樂器	instrumentos
樂器	instrumento
清理	limpieza
來賓	invitada
來賓	invitados
來賓	huéspedes
來賓	huésped
來賓	invitado
耶路撒冷	jerusalén
雕塑	estatua
雕塑	escultura
雕塑	esculturas
藝術家	artistas
藝術家	artista
命運	destino
料理	gastronomía
料理	cocina
房子	casas
房子	casita
房子	casa
崇拜	secta
崇拜	adorar
崇拜	adoración
崇拜	culto
積分	puntos
積分	integrales
擔心	preocupado
擔心	preocupados
擔心	preocupada
例外	excepciones
例外	excepción
布拉格	praga
指南	guía
指南	guia
指南	guías
插入	inserta
插入	inserte
插入	inserción
插入	insertar
明珠	perla
明珠	perlas
螺旋	espiral
螺旋	hélice
珊瑚	corales
財務	financieros
財務	financiamiento
財務	financiera
財務	financiación
財務	finanzas
財務	financiero
預測	pronóstico
預測	pronósticos
預測	previsiones
預測	predicción
預測	proyección
預測	salientes
預測	proyecciones
預測	previsión
預測	predicciones
期望	expectación
期望	expectativas
期望	expectativa
準則	directriz
呼籲	llamamientos
呼籲	apelar
呼籲	llamamiento
呼籲	apelaciones
呼籲	atractivo
呼籲	apelación
公平	justo
公平	feria
公平	equidad
公平	imparcialidad
公平	justa
公平	justicia
電池	pilas
電池	baterías
電池	batería
電池	bateria
電池	pila
電池	acumuladores
窄	estrecha
窄	angosto
窄	estrechos
窄	estrecho
窄	estrechas
失蹤	desaparecido
失蹤	desaparecidos
失蹤	desaparición
失蹤	desaparecida
失蹤	falta
失蹤	desapariciones
失蹤	ausente
獵人	cazadores
獵人	cazadora
獵人	cazador
葡萄	uva
葡萄	uvas
老闆	jefa
老闆	jefe
介入	intervenga
介入	intervienen
介入	intervenir
介入	interviene
皇室	regalías
皇室	realeza
皇室	reales
皇室	real
零售	minoristas
零售	minorista
富豪	millonario
富豪	regia
富豪	multimillonario
靈魂	alma
靈魂	almas
杏	albaricoque
殼	cáscara
殼	cáscaras
殼	obuses
殼	concha
殼	caparazón
殼	proyectiles
殼	conchas
工程師	ingeniero
工程師	maquinista
工程師	ingenieros
祖母	abuela
春天	manantial
春天	primavera
春天	resorte
用法	utilización
用法	uso
吋	pulgadas
吋	pulgada
吋	centímetro
省級	provinciales
手術	cirugías
手術	operación
手術	cirugía
手術	funcionamiento
行李	maletas
行李	equipaje
行李	equipajes
旁白	narrador
穿著	vistiendo
癌症	cáncer
練習	practicando
練習	practicas
練習	práctica
練習	ejercicios
練習	ejercicio
練習	practica
練習	practicar
機體	organismo
分散	dispersas
分散	dispersos
分散	disperso
分散	dispersa
奇怪	extraña
奇怪	extraño
氮	nitrógeno
同性戀	gays
同性戀	homosexual
同性戀	homosexualidad
抱	abrazo
圖書	libros
圖書	libro
情感	emocional
情感	emociones
情感	emoción
情感	emotivo
情感	emocionales
鴨	pato
鴨	patos
鴨	patito
妖	demonio
臉	rostro
臉	caras
臉	carita
臉	rostros
臉	cara
開啟	abrir
開啟	abre
開啟	abierta
開啟	abra
開啟	abierto
效應	efectos
效應	efecto
交叉	cruz
交叉	cruzado
交叉	cruce
分數	fracción
分數	partitura
分數	puntuación
分數	partituras
分數	anotar
分數	fraccionada
分數	puntuaciones
分數	fracciones
遊客	turistas
遊客	visitantes
遊客	turística
遊客	turista
遊客	turismo
遊客	turístico
遊客	visitas
分行	rama
分行	sucursales
分行	ramal
分行	ramas
分行	sucursal
騎兵	caballería
強制	obligatorio
強制	obligatoria
強制	compulsión
強制	coacción
強制	coerción
強制	obligatorios
強制	obligatoriedad
強制	obligatorias
女生	niñas
女生	niña
女生	chicas
女生	chica
女生	muchacha
女生	muchachas
蒸汽	vapor
蒸汽	vapores
鍵	clave
鍵	llave
鍵	lazo
鍵	cayos
鍵	bonos
鍵	llaves
鍵	claves
鍵	vínculo
鍵	teclas
鍵	tecla
人事	personal
可汗	kan
氯	cloro
干涉	intromisión
干涉	intervenga
干涉	injerencia
干涉	intervenciones
干涉	injerencias
干涉	interferencias
干涉	interviene
干涉	intervención
干涉	intervienen
干涉	interferencia
干涉	intervenir
經理	gestor
經理	administrador
經理	gerente
雅各	jacobo
小提琴	violín
射手	tirador
射手	tiradores
假日	vacaciones
假日	feriado
假日	feriados
假日	fiestas
假日	festivos
假日	festivo
到期	caducidad
到期	vencimientos
到期	vencimiento
到期	expirar
到期	expiración
到期	madurez
到期	caduca
到期	expira
到期	debido
敵	enemigos
敵	enemigas
敵	enemiga
敵	enemigo
物業	inmueble
物業	propiedad
物業	propiedades
預算	presupuesto
預算	presupuestos
閃	destello
雕像	estatua
雕像	estatuas
敘利亞	sirio
敘利亞	sirios
敘利亞	siria
收回	retira
收回	retirarse
收回	retirar
收回	retirada
短期	cortos
短期	corto
短期	breve
短期	corta
貨	cargamento
貨	carga
首頁	inicio
首頁	hogar
首頁	casa
西貢	saigón
引力	gravedad
德文	alemán
德文	alemana
德文	alemanes
德文	aleman
霧	neblina
霧	niebla
霧	bruma
市鎮	municipios
市鎮	municipalidades
市鎮	ayuntamientos
市鎮	comunas
免疫	inmunes
免疫	inmune
免疫	vacunación
免疫	inmunitario
免疫	inmunológico
免疫	inmunidad
免疫	inmunización
編碼	códigos
編碼	código
編碼	codificación
編碼	codificar
編碼	codigo
吸	chupa
吸	chupe
吸	chupar
啤酒	cervezas
啤酒	cerveza
星期五	vie
星期五	viernes
里程	kilometraje
上訴	llamamientos
上訴	apelar
上訴	llamamiento
上訴	apelaciones
上訴	atractivo
上訴	apelación
老虎	tigre
老虎	tigres
敏感	sensibilidad
敏感	sensible
敏感	sensibles
向前	adelante
向前	delantero
時裝	moda
時裝	modas
富有	adinerado
富有	ricas
富有	rico
富有	rica
富有	ricos
火炮	artillería
每周	semanario
每周	semanales
每周	semanalmente
每周	semanal
任何人	alguien
任何人	cualquiera
簡體	simplificada
簡體	simplificado
魔女	brujo
魔女	bruja
擴張	expandir
擴張	expandiendo
擴張	ampliando
擴張	dilatación
擴張	dilatada
擴張	expansión
擴張	dilatado
擴張	expandirse
擴張	ampliación
擴張	ampliar
擴張	dilatadas
斷	rotos
斷	rota
斷	roto
斷	quebrado
甲基	metilo
甲基	metil
腦	sesos
腦	cerebro
腦	cerebros
進步	progresivas
進步	progresista
進步	progreso
進步	avances
進步	progresivo
進步	progresos
進步	progresivos
進步	progresiva
德語	alemán
德語	alemana
德語	alemanes
德語	aleman
強度	fortaleza
強度	fuerza
強度	intensidad
白金	platino
走廊	corredor
走廊	pasillo
走廊	vestíbulo
拆卸	desmantelamiento
拆卸	desmontaje
資料庫	bases
金額	importes
金額	cantidades
金額	cantidad
金額	montantes
金額	importe
金額	monto
金額	sumas
金額	montos
表格	forma
表格	formularios
表格	formas
表格	formulario
創新	innovadores
創新	innovadora
創新	innovador
創新	innovaciones
創新	innovación
創新	innovadoras
修正案	enmienda
修正案	modificaciones
修正案	enmiendas
修正案	modificación
辦事處	oficinas
辦事處	despacho
辦事處	oficina
叉	bifurcación
叉	tenedor
叉	horquilla
海灣	abismo
海灣	golfo
海灣	bahía
希爾	cerro
希爾	colina
錄音	grabación
錄音	grabar
錄音	grabando
農民	agricultores
農民	campesina
農民	campesinos
農民	agricultor
農民	granjeros
農民	granjero
農民	campesino
赤道	ecuatorial
赤道	ecuador
回憶	recuerdo
回憶	memorias
回憶	memoria
回憶	recuerdos
有趣	interesantes
有趣	interesante
雕刻	grabado
雕刻	grabados
雕刻	tallado
雕刻	escultura
雕刻	tallar
除外	salvo
除外	excepto
金色	oro
金色	dorada
金色	dorados
金色	dorado
理性	racionales
理性	motivo
理性	razón
理性	racional
理性	razon
理性	racionalidad
外表	apariciones
外表	aspecto
外表	apariencia
外表	aparición
外表	apariencias
外表	exteriores
外表	comparecencia
承諾	prometer
承諾	compromiso
承諾	compromisos
承諾	promesa
承諾	prometido
承諾	promesas
承諾	prometen
稅	impuestos
稅	fiscalidad
稅	impuesto
稅	tributación
缸	cilindro
缸	cilindros
童年	niñez
童年	infancia
催化	catalizador
催化	catalítico
催化	catalítica
催化	catalizadores
百科全書	enciclopedia
橘	naranja
橘	anaranjado
建築師	arquitecto
建築師	arquitectos
總是	siempre
彩色	color
彩色	coloreado
工會	uniones
工會	unión
工會	sindicatos
工會	sindicato
蜘蛛	arañas
蜘蛛	araña
離婚	divorciada
離婚	divorcios
離婚	divorcio
離婚	divorciados
離婚	divorciadas
離婚	divorciado
享受	disfrutado
享受	disfrutando
享受	disfruten
享受	disfrutar
享受	gozando
享受	disfrute
享受	disfruta
享受	disfruté
享受	disfrutó
鑽石	diamante
鑽石	diamantes
吉祥	auspicioso
週五	vie
週五	viernes
肌	músculo
肌	muscular
美女	belleza
美女	bellezas
美女	hermosa
美女	hermosura
美女	guapa
美女	hermoso
美女	bellos
美女	hermosos
神經	nervio
神經	nervios
助手	ayudante
助手	asistente
助手	auxiliar
窩	nidos
窩	nido
地帶	tiras
地帶	tira
地帶	striptease
地帶	franja
混亂	confusión
混亂	desmadre
混亂	caos
大堂	vestíbulo
裸	desnudo
裸	desnuda
裸	nudista
裸	desnudos
裸	desnudas
馬丁	martín
衝擊	sacudidas
衝擊	repercusión
衝擊	conmoción
衝擊	choque
衝擊	amortiguadores
衝擊	choques
衝擊	impacto
廠商	proveedor
廠商	fabricantes
廠商	fabricante
廠商	vendedor
光學	ópticos
光學	óptica
光學	óptico
光學	ópticas
卵	huevo
卵	huevos
氟	flúor
氟	fluoruro
出租	taxis
欄	columna
欄	columnas
意志	voluntades
軍方	militar
軍方	ejército
軍方	militares
真理	verdades
真理	verdad
過度	excesiva
過度	excesivo
過度	excesivos
過度	excesivas
街頭	calles
街頭	callejero
街頭	calle
伺服器	servidores
伺服器	servidor
清晰	claridad
背面	cruz
背面	colas
醫藥	medicación
醫藥	medicamento
醫藥	medicina
醫藥	medicamentos
醫藥	medicinas
推理	razonar
推理	razonamiento
推理	inferencia
變更	variación
變更	cambia
變更	modificaciones
變更	modificar
變更	modifique
變更	modifica
變更	cambios
變更	cambio
變更	cambiar
新手	principiantes
新手	iniciación
新手	novata
新手	novato
新手	principiante
燒	arde
燒	quemar
燒	quema
燒	quemando
燒	quemadura
燒	ardiendo
膠	chicles
膠	pegamento
膠	chicle
膠	cola
膠	encías
膠	goma
猶太人	judías
猶太人	judios
猶太人	judía
猶太人	judío
猶太人	judíos
猶太人	judio
分歧	divergencia
分歧	diferencias
分歧	desacuerdo
分歧	divergentes
分歧	divergencias
分歧	desacuerdos
怪物	monstruos
怪物	monstruo
書寫	escrita
書寫	escritas
書寫	escritura
書寫	escrito
書寫	redacción
書寫	escribir
書寫	escritos
書寫	escribiendo
色情	pornográfica
色情	eróticos
色情	erótica
色情	pornográfico
色情	pornográficos
色情	porno
色情	erótico
色情	pornografía
股東	accionista
股東	accionistas
曝光	exponga
曝光	exponiendo
曝光	expuestos
曝光	expuesta
曝光	expongan
曝光	exposición
曝光	exponer
曝光	expuesto
飛行員	piloto
劫	atraco
劫	robo
鎖	bloqueo
鎖	cerradura
鎖	candado
鎖	cerraduras
人群	muchedumbre
人群	multitudes
人群	multitud
簡化	simplificación
簡化	simplificado
簡化	racionalización
簡化	simplificada
簡化	simplifica
簡化	simplificar
簡化	simplificando
從未	jamás
從未	nunca
從未	jamas
土壤	tierra
土壤	suelo
土壤	suelos
再生	regeneración
再生	renacer
再生	renacimiento
水中	subacuático
水中	submarino
重組	reconfiguración
重組	reestructuraciones
重組	reorganización
重組	reestructuración
重組	reorganizar
示威者	manifestantes
示威者	protestantes
放映	proyección
放映	proyecciones
放映	cribado
四方	cuarteto
消費	consumido
消費	consumo
消費	consumos
消費	consumida
消費	consumidos
摩爾	topo
洗	lavar
洗	lavado
洗	lavando
磨	trituración
磨	moler
磨	rectificado
磨	molienda
隕石	meteoro
隕石	meteorito
摧毀	destruye
摧毀	destruyan
摧毀	destruyen
摧毀	destruir
船隻	buques
船隻	embarcaciones
船隻	vasos
船隻	lanchas
船隻	embarcación
船隻	barcos
船隻	recipiente
船隻	nave
船隻	buque
船隻	barca
船隻	recipientes
船隻	lancha
船隻	botes
船隻	bote
船隻	barco
船隻	naves
否定	negativa
否定	negativo
否定	negativos
否定	negación
否定	denegación
否定	negativas
個別	individuales
個別	individual
個別	individualmente
個別	individuo
橙	naranjas
橙	naranja
橙	anaranjado
嚴格	riguroso
嚴格	estrictas
嚴格	rigurosos
嚴格	rigurosa
嚴格	rigurosas
嚴格	estrictamente
嚴格	estricto
嚴格	estrictos
嚴格	estricta
排序	clasificación
排序	ordenamiento
漆	barniz
漆	barnices
漆	laca
物體	objetos
牙齒	dentadura
牙齒	diente
牙齒	odontología
牙齒	muelas
牙齒	dientes
牙齒	muela
牙齒	dentales
元件	componentes
元件	elemento
元件	componente
協調	coordinada
協調	coordinados
協調	coordinado
協調	coordinadas
協調	coordina
協調	coordinando
協調	coordinación
協調	coordenadas
協調	coordinar
新秀	novata
新秀	novato
尾巴	cola
尾巴	rabo
妖怪	monstruos
妖怪	monstruo
度假	festivo
度假	vacaciones
度假	feriado
扣	hebilla
客戶	clientes
客戶	cliente
客戶	clienta
客戶	clientela
治理	gobernación
治理	gobierno
治理	gobernanza
治理	gobernabilidad
選民	votante
選民	electores
選民	electorado
選民	elector
選民	votantes
演技	actuar
演技	actuando
演技	actuación
勇者	valiente
勇者	valientes
肌肉	músculo
肌肉	muscular
肌肉	musculoso
肌肉	músculos
火車	trenes
火車	entrenar
火車	tren
火車	entreno
磷酸	fosfatos
磷酸	fosfato
蛙	rana
蛙	sapo
千年	milenio
觀看	mira
觀看	reloj
觀看	viendo
觀看	mirando
觀看	observando
觀看	mirar
重型	pesado
