que	dat
constituyente	kiezer
constituyente	bestanddeel
convertir	bekeren
convertir	omzetten
convertir	converteren
llanura	vlaktes
llanura	effen
llanura	vlakte
llanura	vlakten
levantamiento	opstand
levantamiento	tillen
levantamiento	optillen
levantamiento	opheffen
hebreo	hebreeuws
desea	wensen
desea	wens
secuela	vervolg
tributo	eerbetoon
tributo	hulde
placas	platen
placas	penningen
placas	plaat
placas	bord
placas	insignes
placas	nummerplaten
placas	borden
placas	kenteken
estructural	structureel
culpa	schuld
culpa	verwijten
culpa	verwijt
culpa	schuldgevoel
culpa	schuldgevoelens
causar	veroorzaken
concejales	raadsleden
secreta	geheim
comerciantes	handelaren
comerciantes	handelaars
comerciantes	kooplieden
meseta	ikke
ordenado	ordelijke
ordenado	ordelijk
ordenado	geordend
ordenado	bestelde
ordenado	besteld
ordenado	bevolen
proporción	verhouding
proporción	proportie
asociada	medewerker
asociada	geassocieerde
asociada	geassocieerd
asociada	associëren
estimada	schatting
estimada	geraamd
estimada	geschat
estimada	gewaardeerde
estimada	geschatte
interfaz	raakvlak
correa	riem
colaborar	medewerking
colaborar	samenwerkende
colaborar	meewerken
colaborar	samenwerking
colaborar	samenwerken
arquidiócesis	aartsbisdom
secretaria	secretaresse
secretaria	secretaris
circuitos	schakelingen
distribuye	verdelen
distribuye	verdeelt
distribuye	verspreiden
distribuye	uitdelen
distribuye	distribueren
auxiliar	assistente
auxiliar	assistent
minería	mijnbouw
corteza	aardkorst
corteza	korst
corteza	hersenschors
corteza	bast
corteza	blaffen
corteza	schors
verso	vers
anónimo	anonieme
anónimo	anoniem
auge	boem
auge	bloeiende
encargo	bestelling
encargo	orde
encargo	bestellen
sensación	sensatie
sensación	gevoel
sensación	voelen
afluentes	zijrivieren
suave	zacht
suave	zachte
suave	milde
suave	zachtaardig
suave	soepel
suave	gladde
suave	glad
constantes	constanten
constantes	constante
viaja	reist
suizo	zwitserse
suizo	zwitsers
jamaica	jamaicaanse
sencilla	makkelijk
sencilla	eenvoudig
sencilla	gemakkelijk
sencilla	eenvoudige
sencilla	simpel
sencilla	rustig
censura	censoren
censura	censuur
censura	censureren
censura	ongecensureerde
rebelde	opstandig
rebelde	rebelse
rebelde	rebels
rebelde	opstandige
marítima	maritiem
crimea	krim
liberado	uitgebracht
liberado	vrijgelaten
liberado	bevrijd
liberado	vrijgegeven
liberado	bevrijde
gerente	bedrijfsleider
encuesta	opiniepeiling
encuesta	enquete
encuesta	peiling
encuesta	enquête
afecta	beïnvloedt
afecta	beïnvloeden
enciclopédico	encyclopedisch
libertador	bevrijder
libertador	verlosser
efectivamente	inderdaad
efectivamente	effectief
virreinato	onderkoninkrijk
seca	gedroogd
seca	opgedroogd
seca	gedroogde
seca	droge
seca	droog
seca	drogen
marchó	marcheerden
medir	meting
medir	maatstaf
medir	meet
medir	meten
medir	maatregel
medir	opmeten
dieta	voeding
dieta	dieet
aparente	schijnbare
discusiones	argumenten
discusiones	discussie
discusiones	besprekingen
discusiones	discussies
realistas	realistisch
realistas	realistische
rin	rijn
animada	levendige
animada	geanimeerde
animada	levendig
nativa	inheems
nativa	inheemse
intensa	intensief
intensa	intens
intensa	heftig
duelo	rouwende
duelo	rouw
duelo	rouwen
acústica	akoestiek
acústica	akoestisch
acústica	akoestische
innovación	vernieuwing
innovación	innovatie
innovación	innovaties
hueso	botten
hueso	botje
hueso	bot
administrativas	administratief
administrativas	administratieve
rincón	hoek
rincón	hoekje
baño	bad
baño	badkamer
baño	badhuis
baño	wc
seguros	verzekering
seguros	verzekeringen
correr	uitvoeren
correr	joggen
correr	hardlopen
correr	rennen
correr	ren
telecomunicaciones	telecommunicatie
eventualmente	uiteindelijk
ocupando	bezetten
cantando	zang
cantando	gezang
cantando	zingen
examen	beoordeling
examen	herziening
examen	recensie
examen	examen
depósitos	deposito
depósitos	storten
depósitos	storting
depósitos	magazijnen
depósitos	stortingen
depósitos	pakhuizen
ocasionalmente	incidentele
ocasionalmente	incidenteel
invitada	uitgenodigd
invitada	uitgenodigde
invitada	gast
rap	rappen
respondió	beantwoord
respondió	antwoordde
respondió	beantwoorde
respondió	reageerde
respondió	geantwoord
asistir	bijwonen
asistir	assisteren
turistas	toeristen
turistas	toerist
actuando	acteren
actuando	acteer
actuando	waarnemend
anuncia	kondigt
anuncia	kondigen
anuncia	kondig
anuncia	aankondigen
confusión	verwarring
confusión	verwardheid
lituania	litouwse
lituania	litouws
lituania	litouwen
tendencias	tendens
tendencias	tendensen
tendencias	populair
secretos	geheimen
secretos	geheim
probabilidad	waarschijnlijkheid
exhibición	bewijsstuk
exhibición	expositie
exhibición	tentoonstelling
provinciales	provinciale
provinciales	provinciaal
amistoso	minnelijke
amistoso	vriendelijke
amistoso	vriendschappelijk
amistoso	vriendelijk
convenio	conventie
convenio	convenant
convenio	verdrag
convenio	verbond
elaborado	uitgewerkt
entretenimiento	amusement
entretenimiento	vermaak
temprano	vroeg
temprano	vroege
direcciones	adressen
direcciones	richtingen
direcciones	adres
direcciones	routebeschrijving
delitos	misdaden
delitos	misdrijven
delitos	overtredingen
atletas	atleten
atletas	sporters
espectro	spectre
serio	serieuze
serio	serieus
serio	ernstig
serio	ernstige
conducción	rijdend
conducción	rijden
conducción	autorijden
conducción	geleiding
gobernantes	heersers
capacidades	capaciteiten
capacidades	capaciteit
inteligente	intelligente
inteligente	slimme
inteligente	slim
introducido	binnengekomen
introducido	binnengegaan
introducido	ingevoerd
introducido	introduceerde
introducido	geïntroduceerd
ficticio	fictief
ficticio	fictieve
concursos	wedstrijden
concursos	competities
concursos	prijsvragen
partió	vertrokken
cia	cia
abundantes	overvloedig
abundantes	overvloedige
dosis	dosis
dosis	doseringen
dosis	dosering
conocía	wisten
conocía	wist
cubrir	dekken
cubrir	dekking
cubrir	omslag
antártida	antarctica
antártida	zuidpool
citas	daten
citas	afspraken
citas	noteringen
citas	benoemingen
citas	citaten
citas	aanhalingstekens
aprobada	goedgekeurde
aprobada	goedgekeurd
decidido	besloten
decidido	besliste
decidido	vastberaden
decidido	vastbesloten
decidido	bepaald
decidido	besloot
falso	nep
falso	onwaar
falso	vals
falso	valse
jesuitas	jezuïet
jesuitas	jezuïeten
enfrenta	confronteert
humedad	vocht
humedad	vochtigheid
humedad	vochtgehalte
humedad	luchtvochtigheid
atracción	aantrekking
atracción	attractie
atracción	aantrekkingskracht
jurídico	juridische
jurídico	wettelijk
jurídico	legaal
jurídico	wettig
jurídico	juridisch
formaciones	formaties
destruida	vernield
destruida	vernietigde
destruida	verwoest
destruida	vernietigd
testigo	getuigen
testigo	getuige
afluente	zijrivier
seguida	gevolgde
seguida	volgde
seguida	gevolgd
kilómetro	kilometer
kilómetro	mijl
reptiles	reptiel
reptiles	reptielen
sustancia	substantie
turística	toerist
holandés	nederlanders
holandés	hollander
holandés	nederlands
holandés	nederlander
holandés	nederlandse
masiva	enorme
masiva	massale
masiva	massief
masiva	massaal
viendo	kijken
mercurio	kwik
mercurio	mercurius
moléculas	moleculen
regulación	regulering
regulación	verordening
regulación	reguleren
regulación	regelgeving
sargento	sergeant
alturas	hoogten
alturas	hoogtes
creencia	overtuiging
creencia	geloof
aterrizaje	aanlanding
aterrizaje	aanvoer
ventajas	voordelen
ventajas	uitkeringen
martes	dinsdag
requieren	vereisen
pretendía	bestemd
pretendía	beoogde
pretendía	bedoeld
pretendía	voorgenomen
arsenal	arsenaal
sociología	sociologie
nigeria	nigeriaanse
constantinopla	constantinopel
extrema	extreem
sentimiento	gevoel
sentimiento	voelen
cargas	laadt
cargas	aanklachten
cargas	aanklacht
cargas	lasten
suficientes	toereikend
suficientes	genoeg
suficientes	voldoende
proclamó	verkondigde
proclamó	uitgeroepen
proclamó	verkondigd
proclamó	afgekondigd
castillos	kastelen
fuga	fuga
fuga	ontsnappen
fuga	ontsnapping
fuga	uitbraak
dorada	goud
dorada	gulden
dorada	gouden
abuela	grootmoeder
abuela	oma
experto	deskundige
frontal	voorzijde
frontal	voorkant
considerablemente	aanzienlijk
borgoña	bourgogne
borgoña	bourgondië
huevo	eitjes
huevo	ei
huevo	eitje
huevo	eieren
tragedia	tragedie
tragedia	tragisch
tragedia	tragische
lagunas	lagunes
lagunas	gaten
lagunas	lacunes
lagunas	hiaten
lagunas	openingen
lagunas	leemten
contaminación	contaminatie
contaminación	vervuiling
contaminación	besmetting
contaminación	verontreiniging
azteca	azteken
azteca	azteekse
patrones	werkgevers
patrones	patroon
patrones	werkgever
patrones	patronen
patrones	sjablonen
transmisiones	uitzendingen
aliado	bondgenoot
aliado	geallieerde
enfrentar	confronteren
ama	minnares
ama	liefdes
ama	houdt
ama	meesteres
literarios	literair
literarios	literaire
luchó	worstelde
luchó	gestreden
luchó	geworsteld
luchó	bevochten
luchó	gevochten
viejos	oude
viejos	ouwe
viejos	oud
mediodía	middag
mediodía	middaguur
traducciones	vertalen
traducciones	vertaling
traducciones	vertalingen
pulgadas	inch
pulgadas	centimeter
pulgadas	centimeters
ladrillo	baksteen
calvo	kale
calvo	kaal
creer	geloof
creer	geloven
compartir	delen
compartir	deel
niñas	meisjes
niñas	meiden
dependencia	afhankelijkheid
probar	bewijzen
probar	probeer
probar	proberen
probar	testen
arroyos	stromen
arroyos	kreken
sabio	verstandig
sabio	salie
sabio	wijze
sabio	wijs
beca	beurs
beca	studiebeurs
cráneo	schedel
provocando	provoceren
provocando	veroorzaken
velocidades	snelheden
gobernante	heerser
gobernante	liniaal
caridad	liefdadige
caridad	liefdadigheidsinstelling
caridad	liefdadigheid
caridad	liefdadigheidsinstellingen
llave	toets
llave	sleutel
exclusiva	exclusief
exclusiva	exclusieve
armados	gewapende
armados	gewapend
armados	bewapend
manuscritos	handschriften
manuscritos	handschrift
manuscritos	manuscripten
necesariamente	noodzakelijkerwijs
demonio	duivel
demonio	duivels
demonio	demoon
emitida	uitgestoten
malo	slecht
malo	slechte
materias	materiaal
materias	onderdanen
materias	vakken
materias	materialen
materias	onderwerpen
urbanas	stedelijk
urbanas	stedelijke
estándares	standaards
estándares	standaarden
estándares	normen
básicas	fundamentele
ferroviario	spoorwegen
ferroviario	spoorweg
boletín	nieuwsbrief
potencias	bevoegdheden
potencias	krachten
ejemplar	kopie
ejemplar	kopiëren
ejemplar	kopieer
ejemplar	voorbeeldige
ejemplar	voorbeeldig
separadas	gescheiden
portugueses	portugese
portugueses	portugees
portugueses	portugezen
normales	normale
normales	normaal
estelar	ster
estelar	stellaire
montaje	installatie
montaje	montage
montaje	aankoppelen
montaje	monteren
montaje	assemblee
montaje	inbouw
montaje	bewerken
montaje	assemblage
considerando	overweging
considerando	overwegen
enviados	gezanten
enviados	verstuurd
enviados	gestuurd
enviados	boodschappers
enviados	verzonden
fotógrafo	fotografe
fotógrafo	fotograaf
porción	portie
asesinados	vermoorde
asesinados	vermoord
asesinados	gedood
combatientes	strijders
combatientes	vechters
combatientes	boksers
oponente	tegenstander
activamente	actief
pura	zuivere
pura	zuiver
pura	puur
forestal	bos
forestal	bossen
forestal	woud
forestal	bosbouw
parodia	parodie
evangelio	evangelie
honda	katapult
esfera	bol
muertes	sterfte
muertes	sterfgevallen
román	romeins
román	romeinse
intenso	intensief
intenso	intens
intenso	heftig
intenso	intensieve
vaya	amai
vaya	wauw
litros	liter
penales	misdadig
penales	misdadiger
penales	crimineel
constituido	gevormd
constituido	gevormde
consulado	consulaat
ingresar	aanmelding
ingresar	aanmelden
ingresar	invoeren
ingresar	inloggen
autorización	machtiging
autorización	toestemming
autorización	vergunning
autorización	permissie
autorización	autorisatie
próximos	komende
próximos	aanstaande
próximos	opkomende
próximos	aankomende
próximos	aankomend
editada	bewerkte
editada	bewerkt
discografía	discografie
esquí	skiën
envía	stuurt
envía	verstuurt
prisionero	gevangene
causando	veroorzaken
disparo	schieten
disparo	neergeschoten
disparo	schot
disparo	schoten
disparo	geweerschot
disparo	schietpartij
teorema	stelling
extenso	uitgebreid
extenso	uitgebreide
golpes	blaast
golpes	stoten
atacó	aangevallen
dinosaurios	dinosaurus
dinosaurios	dinosauriërs
dinosaurios	dinosaurussen
brevemente	kort
brevemente	kortstondig
preparar	voorbereiden
preparar	klaarmaken
extranjera	vreemdeling
extranjera	buitenlands
extranjera	buitenlander
caña	idd
caña	hengel
caña	pool
caña	riet
caña	paal
caña	wandelstok
caña	rietsuiker
caña	stok
ética	ethisch
ética	ethische
ética	ethiek
arquitectónico	architectonische
arquitectónico	architectonisch
encontrados	gevonden
correspondencia	post
correspondencia	correspondentie
correspondencia	briefwisseling
monjes	monniken
formatos	opmaak
formatos	formatteren
formatos	formaten
vaticano	vaticaanse
vaticano	vaticaan
bombardeo	bombardementen
bombardeo	bombarderen
bombardeo	bomaanslag
bombardeo	beschietingen
bombardeo	bombardement
respuestas	antwoorden
respuestas	reacties
cambiando	veranderen
cambiando	veranderende
típicos	typische
típicos	typisch
lento	traag
lento	langzaam
lento	langzame
dramaturgo	toneelschrijver
seudónimo	pseudoniem
apoyado	ondersteunde
apoyado	gesteund
apoyado	ondersteund
apoyado	gesteunde
independientemente	zelfstandig
independientemente	ongeacht
independientemente	onafhankelijk
astronómico	astronomische
col	kool
líbano	libanon
líbano	libanees
líbano	libanese
túnez	tunesisch
túnez	tunesische
túnez	tunesië
cena	avondeten
cena	avondmaal
cena	diner
incluidas	inbegrepen
incluidas	inclusief
pescado	vissen
republicanos	republikein
republicanos	republikeinen
republicanos	republikeinse
artísticas	artistieke
artísticas	artistiek
lujo	luxueus
lujo	luxe
electrones	elektronen
electrones	elektron
avances	voortgang
avances	vorderingen
avances	vooruitgang
avances	voorschotten
avances	doorbraken
vacaciones	feestdag
vacaciones	vakanties
vacaciones	feestdagen
vacaciones	vakantie
aerolínea	luchtvaartmaatschappij
murallas	prikbord
murallas	wanden
murallas	wand
murallas	muur
murallas	muren
descendiente	afstammeling
reduce	vermindert
reduce	reduceert
coronado	gekroond
esperando	afwachten
esperando	hopen
esperando	verwacht
esperando	verwachten
esperando	hopend
esperando	wachtende
esperando	hoopt
esperando	wachten
específicas	specifiek
específicas	specifieke
manifestación	betoging
manifestación	manifestatie
manifestación	demonstratie
robles	eiken
trajo	bracht
trajo	gebracht
trajo	meegebracht
bienestar	welzijn
bienestar	welbevinden
mansión	herenhuis
suplente	vervanging
suplente	plaatsvervanger
suplente	substituut
suplente	invaller
suplente	afwisselen
suplente	vervanger
sueca	zweeds
sueca	zweedse
convencional	conventioneel
convencional	conventionele
asesinatos	moorden
asesinatos	moord
asesinatos	moordaanslag
fieles	getrouwe
fieles	loyale
fieles	loyaal
fieles	trouw
fieles	trouwe
concha	schelp
concha	omhulsel
concha	granaat
implementación	implementatie
implementación	uitvoering
implementación	implementeren
implementación	tenuitvoerlegging
correctamente	correct
perdida	kwijt
perdida	verliezen
perdida	verdwaald
perdida	verloren
perdida	verlies
ciudadanía	staatsburgerschap
ciudadanía	burgerschap
significativo	zinvol
significativo	zinvolle
significativo	betekenisvolle
significativo	betekenisvol
desastre	rampspoed
desastre	rampen
desastre	ramp
desastre	catastrofe
elías	elia
identificado	geïdentificeerd
identificado	geïdentificeerde
ejecutar	executeren
ejecutar	uitvoeren
ejecutar	ren
ejecutar	rennen
destinada	voorbestemd
calificación	beoordeling
calificación	waardering
calificación	kwalificatie
calificación	kwalificaties
dramática	dramatische
dramática	dramatisch
plástico	kunststoffen
plástico	kunststof
plástico	plastiek
armadura	pantser
armadura	harnas
espaciales	ruimte
espaciales	ruimtelijk
espaciales	spatie
dedicados	opgedragen
dedicados	toegewijd
dedicados	toegewijde
dedicados	gewijd
bebé	schatje
bebé	schat
mortal	dodelijk
mortal	fataal
mortal	dodelijke
mortal	fatale
reconocimientos	erkenning
reconocimientos	herkenning
reconocimientos	verkenning
reconocimientos	examens
tallos	stengels
tallos	stalkt
vencedor	winnares
vencedor	winnaar
vencedor	overwinnaar
delegado	delegeren
delegado	gedelegeerde
delegado	afgevaardigde
delegado	gemachtigde
adoptado	aangenomen
adoptado	goedgekeurd
adoptado	geadopteerd
colinas	heuvels
extranjeras	buitenlands
membrana	membranen
membrana	membraan
etnia	etniciteit
etnia	etnisch
ruido	ruis
ruido	lawaai
ruido	geluidshinder
ruido	geluid
ricos	rijk
ricos	rijke
ricos	rijken
quieren	wil
quieren	willen
quieren	wilt
teatros	theaters
teatros	bioscopen
teatros	bioscoop
añadido	toegevoegde
añadido	toegevoegd
fabricantes	fabrikanten
fabricantes	fabrikant
fabricantes	producent
finca	landgoed
finca	boerderijen
finca	kwekerij
finca	boerderij
pilares	pijlers
pilares	pilaren
pilares	zuilen
guarnición	garnering
guarnición	garnizoen
fábricas	fabrieken
fábricas	fabriek
fábricas	molens
oliva	olijf
conservadores	conservatieven
conservadores	conservatief
conservadores	conservatieve
contener	bevatten
