மற்றும்	ve
சேமிப்பு	muhafazası
சேமிப்பு	kaydetme
சேமிப்பு	depolama
சேமிப்பு	depo
இந்தியர்	kızılderili
இந்தியர்	yerliler
இந்தியர்	kızılderilileri
இந்தியர்	hintli
இந்தியர்	hint
இந்தியர்	kızılderililer
இந்தியர்	yerli
மீன்கள்	balik
மீன்கள்	balıklar
மீன்கள்	balık
அலைகள்	dalga
அலைகள்	dalgalar
என்கிறார்	diyor
வட்ட	yuvarlak
மலர்கள்	çiçek
மலர்கள்	çiçekler
தொடர்வண்டி	tren
தொடர்வண்டி	trenle
பயிர்	ekin
பயிர்	kırpma
பயிர்	ekinler
பழம்	meyve
பழம்	meyva
பழம்	meyveler
சொல்லி	de
சொல்லி	söyle
சொல்லி	söyleyin
செயல்முறை	prosedür
செயல்முறை	süreç
செயல்முறை	işlem
கம்யூனிஸ்ட்	komünist
வலிமை	kuvvet
வலிமை	güç
வலிமை	güçlüler
வலிமை	kuvvetli
வலிமை	güçlü
கூட்டுறவு	işbirlikçi
கூட்டுறவு	işbirliği
தேர்ந்தெடுக்கப்பட்ட	seçilmiş
தேர்ந்தெடுக்கப்பட்ட	seçili
தேர்ந்தெடுக்கப்பட்ட	seçilen
தேர்ந்தெடுக்கப்பட்ட	seçildi
தங்கம்	altınlar
தங்கம்	altin
தங்கம்	altın
கலாச்சார	kültür
கலாச்சார	kültürel
கோள்	gezegen
இதற்காக	icin
இதற்காக	için
அதிகப்படியான	fazlalık
அதிகப்படியான	aşırıya
அதிகப்படியான	fazla
தொகுப்புகள்	paketleri
தொகுப்புகள்	koleksiyonlar
தொகுப்புகள்	koleksiyon
தொகுப்புகள்	paketler
முனை	kenar
இவர்களுக்கு	onları
இவர்களுக்கு	onlar
முறைப்படி	korkulan
வீதி	cadde
வீதி	sokak
தேவாலயம்	kiliseye
தேவாலயம்	kilise
வரையறுக்கப்பட்ட	gizli
பயன்படுத்திய	kullanılır
பயன்படுத்திய	kullanılmış
பயன்படுத்திய	kullanılan
பயன்படுத்திய	kullanıldı
புத்தகங்கள்	kitapları
புத்தகங்கள்	kitap
புத்தகங்கள்	kitaplar
மருத்துவர்கள்	doktorları
மருத்துவர்கள்	doktorlar
மலாக்கா	malakka
கவிஞர்கள்	şairler
கொல்லப்பட்டார்	öldürülmüş
கொல்லப்பட்டார்	öldürdü
கொல்லப்பட்டார்	öldürüldü
கொல்லப்பட்டார்	öldürdüm
பொருத்தமான	uygun
பொருத்தமான	uygundur
பாராளுமன்ற	parlamento
பிரதி	mükerrer
முன்னேற்றம்	gelişme
முன்னேற்றம்	gelişim
முன்னேற்றம்	ilerleme
அயர்லாந்து	irlanda
நடைமுறை	prosedür
தெய்வம்	tanrıça
வழங்கப்பட்ட	sağladı
வழங்கப்பட்ட	sağlanan
அளித்து	sağladı
அளித்து	sağlanan
புறம்	yana
புறம்	yan
புறம்	taraf
இயல்பான	organik
உருது	urduca
படிப்படியாக	aşamalı
படிப்படியாக	kademeli
அவனை	onu
அப்பொழுது	ozaman
அப்பொழுது	öyleyse
அப்பொழுது	sonra
அளவுகள்	boyutları
அளவுகள்	boyutlar
அளவுகள்	bedenleri
அளவுகள்	bedenler
கருத்துகள்	yorum
கருத்துகள்	yorumlar
கருத்துகள்	yorumları
அழுத்த	basin
அழுத்த	basın
அழுத்த	bas
அழுத்த	basında
ஆடை	kıyafet
ஆடை	gelinlik
ஆடை	kıyafetler
ஆடை	elbise
ஆடை	giysi
ஆடை	giyim
டீ	çay
டீ	cay
ஆயிரக்கணக்கான	binlerce
ஆயிரக்கணக்கான	binlercesi
பீ	arı
குறி	imzalayın
குறி	tabela
குறி	işaret
குறி	imza
குறி	işaretle
மேடை	sahne
சாம்பல்	gri
மலாய்	görüşme
மலாய்	müzakere
கலப்பு	karışık
கலப்பு	karıştırın
ரா	ham
ரா	çiğ
வடமேற்கு	kuzeybatı
வருடங்கள்	seneler
வருடங்கள்	yıllardır
வருடங்கள்	yıllar
வருடங்கள்	yıllarca
வருடங்கள்	yılların
உலகளவில்	küresel
பொட்டாசியம்	potasyum
காலநிலை	iklim
காலநிலை	hava
பரிந்துரை	önerin
பரிந்துரை	önerisi
பரிந்துரை	tavsiye
பரிந்துரை	öner
பரிந்துரை	öneri
ஏனென்றால்	çünkü
ஏனென்றால்	cünkü
மொத்தமாக	tamamen
மொத்தமாக	tamamıyla
மொத்தமாக	tamamiyle
மொத்தமாக	kesinlikle
தோட்டம்	bahçesi
தோட்டம்	bahçe
இலவச	ücretsiz
இலவச	özgür
இலவச	serbest
இலவச	bedava
ஞானம்	bilgelik
ஞானம்	hikmet
நெறிமுறை	protokol
நெறிமுறை	protokolü
சினிமா	sinema
நுகர்வோர்	tüketici
தோழி	arkadaşım
தோழி	arkadaş
தோழி	dost
வாய்	ağzı
வாய்	ağzını
வாய்	ağızdan
வாய்	ağız
பாதிப்பு	zarar
பாதிப்பு	hasar
அழகு	güzellik
அழகு	güzelim
அழகு	guzel
அழகு	tatli
அழகு	şirin
அழகு	güzel
அழகு	sevimli
அழகு	tatlı
ஆப்பிள்	elmalı
ஆப்பிள்	elma
விலகி	uzağa
விலகி	uzakta
விலகி	uzaklara
விலகி	uzak
தொடர்புகள்	bağlantılar
தொடர்புகள்	kişiler
தொடர்புகள்	kişileri
பெட்டி	kutu
பெட்டி	kutusu
பெட்டி	kutulu
கொடுத்த	verilen
கொடுத்த	verilmiş
கொடுத்த	verildi
தொடர்ச்சி	ip
தொடர்ச்சி	devamlı
தொடர்ச்சி	sıralı
தொடர்ச்சி	sürekli
தொடர்ச்சி	dizisi
தொடர்ச்சி	telli
தொடர்ச்சி	dize
தொடர்ச்சி	dizi
தொடர்ச்சி	dizge
பில்	fatura
மொபைல்	hareketli
மொபைல்	mobil
தாவரம்	bitki
பின்னணி	geçmişi
பின்னணி	arkaplan
கலைகள்	sanat
கலைகள்	sanatlar
கலைக்களஞ்சியம்	ansiklopedi
மின்னணு	elektronik
மின்னணு	elektron
பயன்பாடுகள்	uygulamaları
பயன்பாடுகள்	uygulamalar
பாரிய	devasa
வெ	cum
குறிப்பிடப்படுகிறது	walker
கற்பனை	fantazi
கற்பனை	fantezi
கற்பனை	hayal
பூக்கள்	çiçek
பூக்கள்	çiçekler
சகோதரர்கள்	kardeşlerim
சகோதரர்கள்	kardeşler
போலந்து	polonya
ஒவ்வொன்றும்	herbiri
தொழிலாளர்கள்	işçi
தொழிலாளர்கள்	işçiler
தொடர்கள்	ipleri
தொடர்கள்	dizi
தொடர்கள்	seri
தொடர்கள்	serisi
மது	alkol
மது	alkollü
மது	içki
மது	likör
மது	şarap
குறிப்பிடப்பட்டுள்ளது	belirtilmiş
குறிப்பிடப்பட்டுள்ளது	belirtildi
குறிப்பிடப்பட்டுள்ளது	belirtilen
கனடிய	kanadalı
சொல்ல	de
சொல்ல	söyle
சொல்ல	söyleyin
ஆதிக்கம்	hakimiyet
ஆதிக்கம்	egemenlik
ஆதிக்கம்	üstünlük
விரைவுவண்டி	ekspres
விரைவுவண்டி	ekspresi
விரைவுவண்டி	ifade
தவறு	yanlış
தவறு	hassasiyet
தவறு	hassas
தவறு	kesinlik
தவறு	hassasiyeti
தவறு	yanlışlık
தவறு	hata
தவறு	yanlis
தவறு	sahte
இளைஞர்	genç
இளைஞர்	gençlik
இளைஞர்	gençler
வாரம்	haftalık
வாரம்	hafta
பொருந்தும்	geçerli
பொருந்தும்	eşleşen
பொருந்தும்	uygulayın
பொருந்தும்	eşleştirme
பொருந்தும்	uygula
பாடி	beden
பாடி	vücut
பாடி	ceset
பரவல்	dağıtımı
பரவல்	difüzyon
பரவல்	dağıtım
பரவல்	dağılımı
தடுத்து	cezaya
தடுத்து	ceza
தடுத்து	gözaltı
திசை	yönü
திசை	istikamet
திசை	yön
ஈர்ப்பு	cazibe
ஈர்ப்பு	çekim
ஈர்ப்பு	çekicilik
ரே	işın
நலம்	sağlıkla
நலம்	saglik
நலம்	sağlık
நலம்	iyi
ஊடகங்கள்	ortam
ஊடகங்கள்	basın
ஊடகங்கள்	medya
ஊடகங்கள்	basında
உணவுகள்	yiyecekler
உணவுகள்	gıda
உணவுகள்	yemekler
போனது	gitmiş
போனது	gitti
இரயில்	tren
இரயில்	trenle
இரயில்	demiryolu
இழப்பு	gevşek
இழப்பு	kaybı
இழப்பு	kayıp
இல்லம்	ev
தேசம்	ulus
வலுவான	kuvvetli
வலுவான	güçlü
வலுவான	güçlüler
வாக்காளர்	seçmen
இயக்குநர்கள்	yönetmenler
இயக்குநர்கள்	yöneticiler
