से	از
जिम्मेदार	مسول
जिम्मेदार	مسئولیت
जिम्मेदार	مسئول
आवृत्ति	مکرر
आवृत्ति	فرکانسی
आवृत्ति	رخدادهای
आवृत्ति	تکراری
आवृत्ति	فرکانس
आवृत्ति	بسامد
स्रोतों	چشمه
स्रोतों	اسپرینگز
कोण	زاویۀ
कोण	زاویه
ईस्ट	شرقی
ईस्ट	شرق
अफ्रीकी	آفریقایی
अफ्रीकी	آفریکانس
रंगों	رنگهای
रंगों	رنگها
संज्ञा	موصوف
संज्ञा	اسم
खतरा	خطر
खतरा	خطری
टूर्नामेंट	تورنومنت
टूर्नामेंट	تورنمنت
टूर्नामेंट	مسابقات
चिंता	نگرانی
चिंता	اضطراب
चिंता	دلواپسی
सहमत	موافق
सहमत	توافق
सहमत	موافقت
सहमत	موافقم
मोटे	چاقی
मोटे	چربی
मोटे	تپل
मोटे	چاق
मार्शल	داروغه
हिसाब	حسابداری
हिसाब	حسابرسی
उदय	طلوع
उदय	خیزش
पहुंचा	رسید
फ़ारसी	ایرانی
फ़ारसी	ایرانیان
फ़ारसी	پرشین
फ़ारसी	فارسی
प्रयोगशाला	آزمایشگاهی
प्रयोगशाला	آزمایشگاه
प्रयोगशाला	لابراتوار
बिग	بزرگی
बिग	بیگ
बिग	بزرگ
संस्थानों	نهادهای
संस्थानों	مؤسسات
संस्थानों	موسسات
प्रार्थना	دعا
प्रार्थना	نماز
प्रार्थना	دعایی
प्रार्थना	نیایش
लाहौर	لاهور
गद्य	نثر
समानता	تساوی
समानता	توازن
समानता	شباهتی
समानता	مساوات
समानता	برابری
समानता	تشابه
समानता	شباهت
बम	بم
बम	بمب
बम	بمبها
बम	بمبهای
आदिवासी	قبیله
हैरी	هری
कैथोलिक	کاتولیک
दुर्घटना	تصادف
दुर्घटना	تصادفی
दुर्घटना	حادثه
उपनाम	نیک
उपनाम	لقب
बंगाली	بنگالی
घायल	مجروح
घायल	زخمی
घायल	مصدوم
सहारा	صحرای
सहारा	صحرا
चेतना	هوشیاری
चेतना	هشیاری
चेतना	خودآگاه
चेतना	آگاهی
सारा	ساره
सारा	سرا
इलेक्ट्रॉनिक	الکترونیکی
इलेक्ट्रॉनिक	الکترونیک
तंत्रिका	عصب
पट्टी	میله
पट्टी	بار
गोवा	گوا
रास्ता	راه
सोच	تفکر
सोच	فکر
टाटा	تاتا
पृष्ठभूमि	زمینه
टन	تن
ऋतु	فصل
शाम	عصر
शाम	شام
शाम	غروب
मेडिकल	طبی
मेडिकल	پزشکی
मार्टिन	مارتن
मार्टिन	مارتین
नामकरण	تعمید
नामकरण	نامگذاری
हस्तक्षेप	تداخل
हस्तक्षेप	دخالت
हस्तक्षेप	پارازیت
हस्तक्षेप	مداخله
किसान	کشاورز
पतन	پاییز
पतन	افتادن
पतन	سقوط
पतन	آوار
पतन	فروپاشی
स्वाभाविक	مادرزاد
स्वाभाविक	ذاتی
स्वाभाविक	طبیعی
स्वाभाविक	لاینفک
स्वाभाविक	فطری
जोधपुर	جوداپور
स्नान	حمام
वेग	سرعت
कुशल	کارآمد
कुशल	نیمبل
सफ़ेद	سفید
सफ़ेद	وایت
सफ़ेद	سپید
हरे	هاره
हरे	هیر
सोलहवीं	شانزدهمین
फ़ाइल	پرونده
पक्षियों	پرندگان
विरासत	ارث
विरासत	میراث
विरासत	میراثی
गोली	شات
गोली	قرص
गोली	شلیک
गोली	گلوله
गोली	فشنگ
आयुर्वेद	آیورودا
एकता	همبستگی
एकता	وحدت
एकता	اتحاد
मतदान	رای
नेपाली	نپالی
नील	نیلی
पृष्ठों	صفحات
दुर्लभ	نادر
दुर्लभ	نادری
दुर्लभ	نادره
दुर्लभ	کمیاب
उपनिषदों	اوپانیشاد
चावल	پلو
चावल	رایس
चावल	برنجی
चावल	برنج
मूलतः	اساساً
मूलतः	اساسا
गहरा	تیره
गहरा	ژرف
गहरा	دارک
गहरा	عمیق
गहरा	اعماق
गहरा	تاریک
बारह	دوازده
यादव	یاداو
संकलन	تالیف
संकलन	کامپایل
खड़ी	قیام
खड़ी	ایستاده
खड़ी	ایستادن
लड़की	چیک
लड़की	دختر
लड़की	دختری
हुसैन	حسین
भट्ट	بهات
भट्ट	کوره
सुख	خوشی
सुख	خوشبختی
सुख	شادی
निहित	ضمنی
अहमद	احمد
लॉस	لس
लॉस	لوس
आकर्षक	چارمینگ
आकर्षक	فریبا
आकर्षक	آراسته
आकर्षक	ملیح
आकर्षक	جذاب
सवाल	سوال
सवाल	سوالات
सवाल	سؤال
सवाल	سؤالات
सवाल	پرسش
संतुलन	توازن
संतुलन	میزان
संतुलन	تعادل
संतुलन	موازنه
यमुना	جمنا
राष्ट्रों	ملت
राष्ट्रों	ملتها
राष्ट्रों	ملل
स्क्रीन	پرده
पकड़	چنگ
पथ	راههای
पथ	راه
पथ	مسیرها
पथ	مسیر
शिक्षक	اساتید
शिक्षक	معلمی
शिक्षक	مدرس
शिक्षक	آموزگار
शिक्षक	معلم
खाता	حسابهای
खाता	حساب
सहयोगी	همتای
सहयोगी	همکار
नोट	نکته
नोट	نوت
नोट	یادداشت
नोट	یادداشتها
नोट	یادداشتهای
नीतियों	سیاستهای
पेज	صفحۀ
पेज	صفحه
पेज	صفحات
सजा	مجازات
सजा	تنبیه
सजा	حکم
सजा	شلاق
सजा	آراسته
सजा	جمله
परम	نهایی
परम	بست
गिर	پاییز
गिर	افتادن
गिर	سقوط
गिर	گیر
अमर	جاودان
अमर	جاوید
अमर	جاودانه
अमर	ابدی
अमर	جاویدان
अमर	عمار
खुला	باز
चालक	رانندگان
वास्तुकला	معمار
वास्तुकला	معماری
नकारात्मक	منفی
नकारात्मक	نگاتیو
वक्त	زمان
वक्त	تایم
समृद्ध	ریچ
समृद्ध	پولدار
समृद्ध	غنی
समृद्ध	ثروتمند
समृद्ध	پولداری
समृद्ध	ثروتمندان
इतालवी	ایتالیایی
इतालवी	ایتالیا
निगरानी	پایش
निगरानी	نظارتی
निगरानी	نظارت
राजस्व	درآمد
बांग्ला	بنگالی
पटकथा	فیلمنامه
बहादुर	شجاع
बहादुर	شجاعی
बहादुर	بهادر
बहादुर	دلاوری
बहादुर	دلیر
व्यवस्थित	سازماندهی
व्यवस्थित	سیستماتیک
व्यवस्थित	اصولی
नेताओं	رهبران
गौरव	غرور
गौरव	تکبر
गौरव	بزرگوار
गौरव	پراید
गौरव	گرامی
स्लैम	اسلم
डॉक्टर	دکترای
डॉक्टर	دکتری
डॉक्टर	دکترا
डॉक्टर	داکتر
डॉक्टर	پزشکان
डॉक्टर	دکتر
डॉक्टर	دکترها
ऑक्सीजन	اکسیژن
टैग	برچسب
टैग	برچسبها
टैग	برچسبهای
टैग	تگ
गणितीय	ریاضیدان
गणितीय	ریاضی
प्रदूषण	آلودگی
जोड़ी	زوج
जोड़ी	جفت
जोड़ी	زوجی
सबूत	اثبات
सबूत	برهان
सबूत	شواهد
सबूत	مدارک
सबूत	مدرک
सटीक	دقیق
समाप्ति	اختتامیه
समाप्ति	انقضای
समाप्ति	پایان
समाप्ति	پایانی
समाप्ति	انقضا
