から	از
支払	دستمزد
薬物	مواد
薬物	دارو
誘拐	ربودن
誘拐	دزدیده
侵略	پرخاشگری
侵略	تجاوز
侵略	تهاجم
侵略	هجوم
いずみ	ایزومی
冷却	سرمایش
冷却	سردسازی
フード	هود
化石	فسیلی
化石	فسیل
市原	ایچیهارا
踊る	رقصیدن
踊る	رقص
ジョニー	جانی
デッド	مردن
デッド	مُرده
デッド	مرده
デッド	مردگان
天文台	رصد
天文台	رصدخانه
指数	ریکورد
高島	تاکاشیما
エアロ	ائرو
ドット	دات
ドット	نقطه
果実	میوه
虐殺	کشتار
魅力	طلسم
魅力	افسون
弥生	یایویی
南京	نانجینگ
住宅地	مسکونی
昼間	ظهر
昼間	نیمروز
昼間	روز
大気	اتمسفر
解任	برکناری
インディアナ	ایندیانا
エンターテインメント	سرگرمی
エンターテインメント	پذیرایی
エンターテインメント	تفریحات
傑作	شاهکار
ソニック	سونیک
交戦	درگیر
返還	جبران
クライ	گریه
ヴェネツィア	ونیز
起動	پرتاب
ディーン	دین
ボルト	آذرخش
ボルト	بولت
カーブ	منحنی
荷物	مسافری
荷物	چمدان
アイデア	ایده
弾薬	مهمات
グレー	خاکستری
グレー	گری
抽選	لاتاری
ユリウス	ژولیوس
ユリウス	جولیوس
品種	نژاد
品種	تنوع
品種	جوره
角度	زاویۀ
角度	زاویه
エレベーター	لیفت
エレベーター	آسانسورها
エレベーター	آسانسور
アンドレ	آندره
批評家	منتقد
批評家	معترض
召喚	فراخوانی
召喚	احضار
ヤマハ	یاماها
拘束	انگیختن
花嫁	عروس
マンチェスター	منچستر
マウント	طور
マウント	کوه
ダート	خاک
ダート	خاکه
ダート	خاکی
音楽家	موسیقیدان
音楽家	نوازنده
訂正	اصلاح
ソックス	جوراب
ソックス	ساکس
幽霊	روح
幽霊	گوست
幽霊	شبح
予防	پیشگیرانه
予防	پیشگیری
飛鳥	آسوکا
豊島	توشیما
胴体	تنه
フランシス	فرنسیس
フランシス	فرانسیس
ロッテ	لوت
友情	رفاقت
友情	دوستی
機材	تجهیزات
機材	وسایل
ブッシュ	بوش
ブッシュ	بوته
コンパクト	چکیده
パロディ	نقیضه
反射	انعکاس
反射	بازتاب
北野	کیتانو
北川	کیتاگاوا
後で	بعدا
後で	بعداً
後で	دیرتر
後で	بعدها
死体	لاشه
死体	نعش
村山	مورایاما
刺激	محرک
テイラー	تیلور
テイラー	تیلر
テイラー	تایلور
アルファベット	الفبای
アルファベット	الفبا
達也	تاتسویا
フォーマット	قالب
フォーマット	قالبهای
フォーマット	قالبی
ケア	مراقبت
アース	زمین
バルブ	دریچه
バルブ	سوپاپ
富田	تومیتا
鉱物	معدنی
幸福	خوشی
幸福	خوشبختی
幸福	شادی
振動	لرزش
振動	ارتعاش
振動	نوسان
ピーク	اوج
ピーク	قله
台北	تایپه
鶴見	تسورومی
阿波	آوا
任天堂	نینتندو
山地	کوهستان
山地	کوهها
症候群	سندرم
症候群	نشانگان
症候群	سندروم
志摩	شیما
汚染	آلودگی
汚染	ناپاکی
汚染	آلوده
ひとみ	هیتومی
洋子	یوکو
火星	مارس
火星	مریخ
細菌	باکتریهای
細菌	باکتریایی
細菌	باکتریها
細菌	باکتری
リンカーン	لینکلن
リンカーン	لینکن
リンカーン	لینکولن
中尉	ستوان
ハーン	خان
ハーン	هانگ
民主主義	دموکراتیک
民主主義	دموکرات
民主主義	دمکراتیک
民主主義	دموکراسی
民主主義	دمکراسی
背中	عقب
背中	باز
背中	برگشت
背中	پشت
競合	منازعه
競合	نزاع
競合	کشمکش
競合	ناسازگاری
競合	رقیب
競合	درگیری
久美子	کومیکو
水路	آبراه
小屋	کلبه
小屋	آلونک
キュー	صف
元素	عناصری
元素	عناصر
元素	عنصر
ヒューストン	هیوستون
ヒューストン	اوستون
ヒューストン	هاستون
ヒューストン	هوستون
アーク	کمان
アーク	قوس
性的	جنسی
薔薇	بارا
薔薇	رُز
薔薇	رز
スズキ	سوزوکی
カート	ارابه
カート	گاری
カート	چرخ
技法	تکنیک
王女	شاهدخت
王女	پرنسس
狭い	باریک
狭い	باریکه
狭い	باریکتر
母音	مصوت
母音	واکه
シンボル	نماد
シンボル	نمادها
シンボル	نمادهای
情熱	مصائب
情熱	شهوت
情熱	اشتیاق
デトロイト	دیترویت
太鼓	درامز
太鼓	درام
太鼓	طبل
クルー	سرنشین
クルー	سرنشینان
クルー	خدمه
左側	چپ
所得	درآمد
所得	درآمدی
集める	جمع
カタログ	کاتالوگ
カタログ	فهرست
カタログ	فهرستهای
カタログ	فهرستها
保全	حفاظت
バリ	بالی
焼き	سوختگی
焼き	سوخت
焼き	سوزاندن
焼き	سوختن
カンザス	کانزاس
獅子	شیر
日程	برنامه
日程	زمانبندی
婚約	نامزد
婚約	تعامل
婚約	نامزدی
旅館	ریوکان
旅館	مسافرخانه
旅館	مهمانخانه
旅館	مهمانسرا
マニア	مانیا
マニア	شیدایی
退学	اخراج
繰り返す	تکرار
サイエンス	علوم
サイエンス	علم
サイエンス	علمی
アパート	آپارتمان
アパート	یت
アパート	آپارتمانی
真理	حقیقت
真理	حق
真理	واقعیت
真理	حقیقتی
オートバイ	موتورسیکلت
マツ	کاج
マツ	پاین
明示	صریح
加速	تسریع
加速	شتاب
電池	باتری
電池	باطری
まもなく	بزودی
深刻	جدی
クリエイティブ	خلاق
クリエイティブ	خلاقانه
クリエイティブ	خلاقیت
ヨー	یاو
年次	سالانه
年次	سالیانه
天野	آمانو
大友	اوتومو
破産	ورشکسته
破産	ورشکستگی
法廷	دادگاه
法廷	دربار
スケール	مقیاس
スケール	ترازوی
天井	سقف
天井	سقفش
天井	سقفی
人格	شخصیت
人格	شخصیتی
玉川	تاماگاوا
岩田	ایواتا
セッション	نشستهای
セッション	نشست
セッション	جلسه
セッション	جلسات
遠く	دور
系譜	تبارشناسی
系譜	نشاندار
宇宙船	فضاپیما
篠原	شینوهارا
トロント	تورنتو
アレン	آلن
研究室	ازمایشگاه
研究室	آزمایشگاهی
研究室	آزمایشگاه
研究室	لابراتوار
債務	تعهدات
債務	بدهی
債務	قرضی
債務	قرض
債務	قراردادها
債務	قرضه
債務	التزام
教区	قصبه
教区	پریش
教区	پاریش
マーケティング	بازاریابی
秩父	چیچیبو
発症	آنست
赤色	رد
赤色	قرمز
赤色	سرخ
倒産	اعسار
倒産	ورشکستگی
黒川	کوروکاوا
伝記	تذکره
伝記	زندگینامه
伝記	بیوگرافی
町長	شهردار
松島	ماتسوشیما
エレクトリック	الکتریکی
エレクトリック	الکتریک
エレクトリック	برقی
頂点	رئوس
アトランタ	آتلانتا
エンジニア	مهندس
ジャーナル	مجله
ジャーナル	ژورنال
ジャーナル	نشریه
田口	تاگوچی
チャージ	اتهام
チャージ	انها
チャージ	شارژ
ランダム	تصادفی
ピース	قطعه
ピース	سلام
ピース	صلح
ピース	سلامت
ピース	تکه
儀式	مراسم
儀式	آیین
儀式	مراسمی
プレーヤー	بازیکن
ポスター	اعلامیه
ポスター	پوستر
ロマンス	عاشقانه
ロマンス	رمانتیک
アルファ	آلفا
バスク	باسکی
いわき	ایواکی
薄い	لاغری
薄い	نازک
薄い	لاغر
パンク	پانک
パンク	ولگرد
エージェンシー	نمایندگی
エージェンシー	سازمان
エージェンシー	آژانس
佐渡	سادو
笑い	خندان
笑い	خندیدم
笑い	بخند
笑い	خنده
笑い	خندیدن
挨拶	درود
挨拶	احوالپرسی
ニコライ	نیکلای
ニコライ	نیکولای
広東	کانتون
アレックス	آلکس
アレックス	الکس
排出	گسیل
排出	نشر
竹田	تاکدا
セルフ	نفس
セルフ	بخود
ロープ	طناب
ロープ	ریسمان
ロープ	طنابی
鳥類	پرندگان
鳥類	پرنده
外交官	دیپلمات
リクエスト	درخواستها
リクエスト	درخواست
カントリー	کشور
カントリー	کشوری
カントリー	ییلاق
カントリー	مملکت
カントリー	کانتری
等級	بزرگی
ホット	داغ
ホット	گرم
オーディオ	صدا
鑑賞	پاس
鑑賞	قدردانی
鑑賞	تشکر
交際	دوستیابی
交際	روابط
交際	رابطه
ヘア	موی
ヘア	مو
ヘア	موها
望遠鏡	تلسکوپ
望遠鏡	تلسکوپهای
相模	ساگامی
陰謀	توطئه
陰謀	دسیسه
生年月日	تولد
生年月日	زادروز
発信	صادره
営利	منفعت
営利	سودی
営利	سودش
営利	سود
飛ぶ	پروازی
飛ぶ	پرواز
国名	کشور
国名	کشوری
国名	ییلاق
国名	مملکت
国名	کانتری
エッセイ	مقاله
エッセイ	انشاء
エッセイ	مقالات
神殿	معبد
神殿	تمپل
神殿	عبادتگاه
神殿	پرستشگاه
マニュアル	راهنما
マニュアル	دستی
シフト	نوبتی
シフト	شیفت
性別	جنسیت
性別	جنسیتی
性別	جنسی
性別	سکس
露出	عرضه
ポルノ	پورن
ポルノ	پورنوگرافی
顧客	مشتری
モト	موتو
フェザー	پر
フェザー	پرم
スラム	زاغه
スラム	اسلم
いっぱい	پر
いっぱい	پره
いっぱい	سرشار
いっぱい	کاملش
いっぱい	فول
空手	کاراته
貴重	گرانبها
燃焼	احتراق
権威	تسلط
権威	سلطه
トウ	دنگ
サロン	سالن
三原	میهارا
パナソニック	پاناسونیک
小隊	جوخه
報酬	پاداش
報酬	اجر
報酬	فدایی
フォワード	جلو
骨折	شکستگی
ゴースト	روح
ゴースト	شبح
ゴースト	اشباح
ゴースト	گوست
ゴースト	ارواح
支払い	اجری
支払い	پرداختی
支払い	تاوان
支払い	پرداخت
支払い	دستمزد
フラワー	گل
フラワー	فلاور
フラワー	شکوفه
アダム	ادم
アダム	آدام
アダム	آدم
モジュール	پیمانه
モジュール	مدولار
モジュール	ماژول
モジュール	پیمانهای
眼鏡	عینکی
眼鏡	عینک
アポロ	آپولو
アポロ	شفاخانه
ジャンク	شغال
アップル	سیب
アップル	اپل
ホスト	میزبان
タービン	توربینهای
タービン	توربین
策定	فرمولبندی
礼拝	نیایش
礼拝	دعا
礼拝	سجده
礼拝	نماز
演算	عملیات
グローブ	گلوب
イラストレーター	تصویرگر
デスク	میز
学歴	تحصیلات
学歴	آموزش
電報	تلگراف
電報	تلگرام
ハワード	هاوارد
ハワード	هوارد
アシスト	دستیاری
識別	شناختن
識別	شناسایی
アフガニスタン	افغان
アフガニスタン	افغانی
アフガニスタン	افغانستان
オットー	اوتو
オットー	آتو
オットー	اتو
プロテスタント	پروتستان
萩原	هاگیوارا
幼児	نوزاد
望月	موچیزوکی
微妙	لطیف
健二	کنجی
ロット	لوط
生地	خمیر
生地	پارچه
心配	نگران
書類	سند
書類	نوشتار
書類	کاغذها
書類	اسناد
書類	کاغذ
デイリー	روزانه
デイリー	دیلی
キャッシュ	نهانگاه
キャッシュ	کش
宇部	اوبه
降下	نزول
ドス	دوس
ライフル	تفنگ
豪華	خوشگله
豪華	مجلل
ノア	نوآ
ノア	نوح
ノア	نوا
デルタ	دلتای
デルタ	دلتا
パーセント	درصد
パーセント	درصدی
職務	تکالیف
職務	وظایف
ジル	جیل
勾配	گرادیان
ゼロ	زیرو
ゼロ	صفر
鳥羽	توبا
ラフ	ناهموار
ラフ	خروشان
疑惑	بدگمانی
疑惑	ظن
エンタープライズ	انترپرایز
エンタープライズ	سازمانی
救済	رستگاری
ハンドル	دستگیره
ハンドル	گرداندن
デラックス	مجلل
評判	شهرت
評判	اعتبار
評判	آبرو
評判	شهرتش
フルート	فلوت
樋口	هیگوچی
ワーナー	وارنر
ワーナー	بیم
テネシー	تنسی
タマ	تاما
カウント	شمردن
カウント	شمارش
アレクサンダー	الکساندر
アレクサンダー	اسکندر
サード	سوم
サード	سومین
サード	سومی
割り当て	انتساب
割り当て	تخصیص
バブル	حباب
考察	ملاحظات
トリノ	تورین
明るい	نوری
明るい	یکدست
明るい	روشن
明るい	درخشان
明るい	سبک
明るい	روشنایی
明るい	نور
サスペンション	تعلیق
サスペンション	معلق
埋葬	دفن
埋葬	خاکسپاری
トレイン	قطار
本質	گوهر
本質	فروهر
本質	اسانس
大都市	کلانشهر
芸術家	هنرمندان
芸術家	هنرمندی
芸術家	هنرمند
ハリス	هریس
白河	شیراکاوا
セレクション	گزینش
涼子	ریوکو
ボランティア	داوطلب
瑞穂	میزوهو
フェラーリ	فراری
ファイブ	فایو
ファイブ	پنج
熱帯	گرمسیری
ノミネート	نامزدهای
ノミネート	نامزدها
元帥	داروغه
コック	کوک
コック	آشپزی
コック	کیر
コック	آشپز
コック	خروس
マケドニア	مقدونیه
ナポリ	ناپل
ナポリ	ناپولی
ヤク	یاشار
損失	خسارات
損失	ضرر
ストック	موجودی
ストック	سهام
声明	اظهارات
声明	بیانیه
平山	هیرایاما
ハミルトン	همیلتون
妄想	فریب
妄想	توهمات
妄想	وهم
妄想	پارانویا
妄想	هذیان
妄想	فریبی
