年	год
諾貝爾	нобелевской
治理	управление
選民	избирателей
選民	избиратели
演技	исполняющий
勇者	храбрый
勇者	смело
勇者	смелая
勇者	смелый
肌肉	мышцы
肌肉	мышца
肌肉	мускулистый
肌肉	мускулы
火車	поезда
火車	поезд
磷酸	фосфат
蛙	лягушки
蛙	лягушка
千年	тысячелетия
千年	тысячелетие
觀看	смотрим
觀看	наблюдаю
觀看	смотрю
觀看	часы
觀看	посмотреть
觀看	смотрите
觀看	смотреть
重型	тяжелые
重型	тяжелая
重型	тяжелых
重型	тяжелый
重型	тяжёлый
重型	тяжёлая
肩	плечи
肩	плечо
肩	плечом
水手	моряк
答案	ответить
答案	отвечайте
答案	ответы
答案	ответ
臂	рука
臂	руку
領先	ведущий
領先	ведущие
領先	свинца
領先	свинец
領先	ведущая
領先	ведущее
領先	ведущих
參議院	сенат
參議院	сенате
樟	камфорное
鏡頭	линзы
鏡頭	камеру
鏡頭	камера
鏡頭	выстрелы
鏡頭	объектив
鏡頭	фотоаппарат
頭銜	названия
頭銜	заголовки
榆	вяз
時尚	модные
時尚	стильный
時尚	мода
時尚	модный
時尚	моды
審判	испытания
三角形	треугольник
三角形	треугольники
透明	прозрачность
透明	прозрачной
督察	инспектор
同行	коллегиального
野生	дикий
野生	дикие
野生	дикая
大理	дали
用品	поставок
用品	поставки
混凝土	бетон
混凝土	конкретная
混凝土	конкретный
混凝土	конкретные
混凝土	конкретное
碘	йода
鈴	колокольчик
鈴	колокол
鈴	белл
秋季	осенью
秋季	упасть
秋季	падение
秋季	осень
秋季	осенний
同事	коллегами
同事	коллег
同事	коллега
同事	коллеги
裁定	постановление
封鎖	блокады
封鎖	блокада
珍珠	жемчуг
珍珠	перл
珍珠	жемчужина
群眾	толпы
群眾	толпа
人民幣	юаня
人民幣	юаней
棉	хлопок
外交官	дипломат
外交官	дипломата
外交官	дипломатов
外交官	дипломаты
終極	конечная
終極	конечной
安置	размещение
安置	размещения
旋律	мелодия
旋律	мелоди
召喚	вызывать
召喚	вызвать
奔	бэн
奔	бен
底部	низ
底部	снизу
底部	дно
衣服	одежду
衣服	одежда
衣服	одежды
認可	аккредитация
終結	конце
終結	конец
金鐘	адмиралтейства
風險	риска
風險	риски
風險	риск
象棋	шахматы
剪	снято
剪	вырезать
剪	сократить
標記	метка
標記	маркс
標記	маркировки
標記	метки
標記	маркировка
標記	марк
標記	отметить
標記	марка
標記	теги
標記	маркер
指向	указывает
指向	указывая
鋼鐵	железный
鋼鐵	стальной
鋼鐵	железа
鋼鐵	стали
鋼鐵	утюг
鋼鐵	железо
鋼鐵	сталь
鋼鐵	стальные
新教	протестантизм
新教	протестантской
火焰	огонь
火焰	пламя
火焰	пожар
雲南	юньнань
魁北克	квебек
速率	ставка
速率	оцените
