மற்றும்	और
திறந்த	खुला
திறந்த	ओपन
திறந்த	खोलें
நெடுஞ்சாலை	हाईवे
நெடுஞ்சாலை	राजमार्ग
கோட்பாடு	सिद्धांत
கோட்பாடு	सिद्धान्त
மாதிரி	नमूना
மாதிரி	मॉडल
நடிகைகள்	अभिनेत्रियों
தெரிவு	पसंद
தெரிவு	चुनाव
குமார்	कुमार
கட்டி	ट्यूमर
பிரதான	प्रमुख
பிரதான	मुख्य
பிரதான	मेजर
பிரதான	मेन
அறிவு	ज्ञान
கன்னியாகுமரி	कन्याकुमारी
தெரியவில்லை	निष्पक्ष
தெரியவில்லை	न्यूट्रल
தெரியவில்லை	तटस्थ
வழங்கி	सर्वर
பண்பாடு	संस्कृति
ராஜா	राजा
ராஜா	बादशाह
ராஜா	किंग
சூழல்	संदर्भ
சூழல்	पर्यावरण
சூழல்	कॉन्टेक्स्ट
சூழல்	सन्दर्भ
சூழல்	परिवेश
சூழல்	एनवायरनमेंट
சூழல்	वातावरण
கடுமையான	मुश्किल
கடுமையான	कठोर
கடுமையான	खुरदरापन
கடுமையான	कठिन
எண்ணெய்	तेल
எண்ணெய்	ऑयल
எண்ணெய்	आयल
பொருட்களை	सामान
வானியல்	खगोलशास्त्र
மாற்று	बदलें
மாற்று	बदलाव
மாற்று	स्विच
மாற்று	रूपांतरित
மாற்று	परिवर्तन
இராச்சியம்	फ्रेम
இணையதளம்	जालस्थल
இணையதளம்	वेबसाइट
வாழ்ந்து	सजीव
வாழ்ந்து	जीना
மழை	वर्षा
மழை	बरसात
மழை	रेन
மழை	बारिश
கார்பன்	कार्बन
உலகளாவிய	विश्वव्यापी
உலகளாவிய	वैश्विक
தோன்றும்	छप
தோன்றும்	स्प्लैश
ஏற்றுக்	स्वीकृत
நான்காவது	चौथा
நான்காவது	चौथी
பேருந்து	बस
வழக்கமாக	प्रायः
விதி	तकदीर
விதி	शासन
விதி	भाग्य
விதி	नियम
தெரு	गली
தெரு	सड़क
இறைவன்	भगवान
இறைவன்	प्रभु
இறைவன்	रब
கண்	नजर
கண்	नेत्र
கண்	आंख
கண்	आँख
மகள்	बेटी
தேசியக்	राष्टीय
தேசியக்	नेशनल
தேசியக்	राष्ट्रीय
மூல	मौलिक
மூல	मूल
மூல	असली
இடது	बाएँ
இடது	बाएं
இடது	शेष
இடது	बायां
எல்லாம்	सब
எல்லாம்	सभी
எல்லாம்	सबकुछ
நிலையான	तय
நிலையான	फिक्स्ड
நிலையான	मानक
சிறப்பான	विशेष
சிறப்பான	खास
சிறப்பான	ख़ास
தோல்	त्वचा
தோல்	चमड़ी
தோல்	चमड़े
தோல்	चमड़ा
தோல்	स्किन
கூடுதலாக	अतिरिक्त
கால்	क्वार्टर
கால்	टांग
கால்	ढोरों
கால்	पैर
கால்	ढोर
கால்	चौपायों
கால்	लेग
ஆர்வம்	रुचिकर
ஆர்வம்	रुचि
ஆர்வம்	रूचि
ஆர்வம்	दिलचस्पी
ஆர்வம்	ब्याज
கவனம்	विशेषज्ञता
கவனம்	फोकस
கவனம்	फ़ोकस
கவனம்	ध्यान
கவனம்	एकाग्रता
மூத்த	ज्येष्ठ
மூத்த	वरिष्ठ
நினைவு	मेमोरी
நினைவு	स्मृति
கோடி	करोड़
தூய	शुद्ध
தூய	प्योर
பவுல்	बेईमानी
பவுல்	फ़ाउल
கவிதைகள்	कविताएं
கவிதைகள்	कविताओं
கவிதைகள்	कविताएँ
