மற்றும்	и
விருப்பத்தேர்வு	предпочтение
யாப்	яп
பற்றவைப்பு	зажигания
ஸின்	синь
தர்மா	дхарма
கேபிடல்	капитолий
குரோன்	крона
பிளாஷ்	вспышка
பிளாஷ்	флеш
பிளாஷ்	флэш
குணமாக்கும்	исцелить
வோல்கா	волга
அட்ரியன்	адриан
அட்ரியன்	эдриен
அட்ரியன்	эдриан
எலக்ட்ரானிக்ஸ்	электроники
தரகர்கள்	брокеров
சுமத்ரா	суматра
கண்டுபிடிக்கவும்	обнаружить
வாட்ஸ்	уоттс
ரோலண்ட்	роллан
மாலா	мала
லிவ்	лив
வெற்றிபெறும்	победы
வெற்றிபெறும்	победа
வெற்றிபெறும்	выигрыш
கமிசன்	комиссии
கமிசன்	комиссия
போஸ்கோ	боско
குறுவட்டு	компакт
மூடப்பட்டுள்ளது	закрыто
மூடப்பட்டுள்ளது	закрыты
மூடப்பட்டுள்ளது	закрыта
மூடப்பட்டுள்ளது	закрытая
மூடப்பட்டுள்ளது	закрытое
நிர்வாணமாக	голые
நிர்வாணமாக	голая
நிர்வாணமாக	голый
சுற்றுக்கள்	круги
சில்வெஸ்டர்	сильвестр
நட	пройтись
நட	пешком
நட	ходить
நட	прогулка
கீன்	кин
முறிந்த	сломан
முறிந்த	сломана
பெண்ணே	девушка
பெண்ணே	девочка
பெண்ணே	девчонка
வாலஸ்	уоллес
