ve	そして
entegre	統合
yabani	野人
yabani	サベージ
yabani	野生
yabani	ワイルド
alev	炎上
rahip	司祭
aşağıya	ダウン
aşağıya	以下
yükleme	ローディング
yükleme	ダウンロード
yükleme	インストール
yükleme	設置
düzeltme	補正
düzeltme	矯正
düzeltme	訂正
düzeltme	修正
somut	コンクリート
somut	有形
bak	外観
bak	ルック
anı	アニ
anı	モーメント
anı	瞬間
tahsis	充てる
tahsis	割り当て
tahsis	割り当てる
irmak	渓流
irmak	河川
irmak	ストリーム
yapıların	構造
duygu	感情
duygu	気分
duygu	フィーリング
görüntüler	イメージ
görüntüler	画像
çağlar	年齢
veteriner	獣医
işlemler	オペレーション
işlemler	トランザクション
işlemler	取引
işlemler	操作
işlemler	演算
guatemala	グアテマラ
yüzeyi	曲面
yüzeyi	表面
arı	ハチ
arı	ビー
arı	アリ
arı	ミツバチ
kitle	質量
kitle	ミサ
gey	ゲイ
eleştirel	クリティカル
lehçe	方言
taze	フレッシュ
menzil	レンジ
menzil	範囲
yağlı	ふとっちょ
kurumlar	機関
öneri	推薦
öneri	暗示
öneri	提案
öneri	おすすめ
öneri	プロポーズ
kesim	裁断
kesim	切り取り
kesim	カット
yemin	宣誓
cesur	勇者
cesur	勇敢
cesur	ボールド
cesur	ブレイブ
cesur	デアリング
cesur	太字
piyasa	市場
piyasa	マーケット
ihanet	反逆
ihanet	裏切り
rehberi	ディレクトリ
rehberi	ガイド
hizmetler	サービス
başlıklar	タイトル
başlıklar	トピック
başlıklar	称号
başlıklar	見出し
başlıklar	ヘッダー
başlıklar	ヘッダ
başlıklar	バナー
başlıklar	横断幕
başlıklar	役職
büyü	マジック
büyü	スペル
büyü	呪文
büyü	魔法
kırdı	壊れた
hawaii	ハワイアン
yalın	平野
yalın	無地
hilal	三日月
istihdam	雇用
denklemi	方程式
budizm	仏教
geçit	ゲート
ayni	同じ
ayni	おなじ
ilkeleri	原則
ilkeleri	施策
ilkeleri	原理
ilkeleri	方針
ilkeleri	ポリシー
girişim	エンタープライズ
girişim	イニシアチブ
girişim	企業
gözaltına	拘留
sekreter	秘書
koruması	ボディガード
koruması	ボディーガード
kamerun	カメルーン
şahsi	パーソナル
şahsi	個人
denetimi	監査
anlaşmazlık	申し立て
anlaşmazlık	紛争
anlaşmazlık	不一致
anlaşmazlık	競合
anlaşmazlık	コンフリクト
anlaşmazlık	対立
kısıtlı	限定
kısıtlı	制限
sığır	ウシ
domates	トマト
şövalye	ナイト
şövalye	騎士
şövalye	シュヴァリエ
ilke	原則
ilke	政策
ilke	原理
ilke	方針
ilke	ポリシー
okullar	学校
okullar	流派
kanalları	チャネル
kanalları	チャンネル
akraba	関連
akraba	親戚
akraba	相対
akraba	関係
mirası	遺産
tavuk	ニワトリ
tavuk	チキン
tavuk	鶏肉
binbaşı	少佐
binbaşı	メジャー
binbaşı	専攻
deneyim	エクスペリエンス
deneyim	経験
deneyim	体験
ilkbahar	スプリング
fiyat	値段
fiyat	価格
fiyat	対価
fiyat	プライス
çabaları	努力
çabaları	取り組み
ötesinde	ビヨンド
hikaye	ストーリー
hikaye	記事
hikaye	物語
dönüşümü	変換
dönüşümü	変形
ölçü	測定
ölçü	計測
sodyum	ナトリウム
lüks	デラックス
lüks	贅沢
dolaylı	間接
stil	スタイル
taban	塩基
taban	ベース
şok	ショック
şok	衝撃
serin	涼しい
serin	クール
serin	肌寒い
ishak	アイザック
ishak	イサク
karışımı	ブレンド
cenazesi	葬式
cenazesi	葬儀
hücreler	セル
izni	許可
izni	許諾
ormanları	森林
venüs	ヴィーナス
venüs	ウェヌス
venüs	金星
virüs	ウイルス
virüs	バイラル
virüs	ウィルス
gazeteciler	リポーター
gazeteciler	ジャーナリスト
gun	一日
budist	仏教
budist	仏教徒
şartlar	要件
şartlar	用語
şartlar	条件
şartlar	規約
sevgiler	ラブ
sevgiler	ラヴ
selamlar	あいさつ
selamlar	挨拶
yakında	まもなく
yakında	もうすぐ
hadis	ハディース
sevk	発送
sevk	派遣
sevk	紹介
incil	ゴスペル
incil	聖書
incil	福音書
sonbahar	落下
sonbahar	落ちる
üsküp	スコピエ
piyanist	ピアニスト
depremi	地震
cemaat	コミュニティ
cemaat	コミュニティー
cemaat	会衆
ayakkabı	履物
öğrenmek	ラーニング
öğrenmek	学ぶ
öğrenmek	学習
öğrenmek	学問
perşembe	木曜日
perşembe	木曜
cihaz	機器
cihaz	デバイス
ibadet	崇拝
sayım	カウント
sayım	在庫
sayım	棚卸
saldırdı	襲撃
kriz	危機
istasyon	ステーション
içerdiği	含む
durumları	近況
destekler	支持
hayalet	幽霊
hayalet	ゴースト
hayalet	お化け
etkinliği	イベント
etkinliği	実効
etkinliği	行事
danışmanlık	勧告
danışmanlık	カウンセリング
danışmanlık	コンサルタント
danışmanlık	コンサルティング
laboratuvar	研究室
laboratuvar	ラボ
soluk	ペール
soluk	青白い
teğmen	中尉
teğmen	警部補
böbrek	腎臓
sesler	サウンド
rapçi	ラッパー
kenar	エッジ
yükselme	アセンション
yükselme	昇順
davranışları	挙動
davranışları	行動
filo	戦隊
filo	フリート
filo	艦隊
direnç	レジスタンス
direnç	抵抗
vatandaşlık	市民
vatandaşlık	帰化
temelleri	基本
veritabanı	データベース
yoksul	かわいそう
ilahi	聖歌
ilahi	詩篇
turuncu	オレンジ
yazarlık	執筆
yazarlık	筆記
yazarlık	書き込み
sütun	カラム
insanlık	人類
plazma	プラズマ
element	元素
element	要素
element	エレメント
alem	オージー
alem	むちゃ
hukukçu	法曹
aşama	ステージ
aşama	フェーズ
aşama	舞台
aşama	位相
yenilgi	敗北
unvan	タイトル
unvan	肩書
unvan	称号
lisanslı	ライセンス
ver	与える
dedesi	おじいさん
dedesi	祖父
içki	ドリンク
içki	リキュール
içki	飲み物
içki	飲む
sinagogu	シナゴーグ
beyrut	ベイルート
internette	オンライン
planları	計画
planları	プラン
uygulamalı	応用
faşist	ファシズム
alet	ツール
alet	道具
alet	工具
malzemeleri	食材
malzemeleri	成分
malzemeleri	材料
gram	グラム
peynir	チーズ
selam	こんにちは
selam	ハロー
modeller	モデル
zihinsel	メンタル
geçiyor	合格
etkisiz	無効
domuz	豚肉
domuz	ポーク
domuz	ピギー
domuz	ブタ
karakteristik	特性
karakteristik	特徴
şablonlar	テンプレート
dal	支店
dal	ブランチ
dal	潜る
dal	ダイビング
dal	支社
dal	支部
haklar	権利
iranlı	イラン
iranlı	ペルシャ
tasarımcısı	デザイナー
koordinat	座標
kosta	コスタ
yak	やけど
yak	火傷
yak	焼き
abi	ブラザー
abi	兄弟
elçi	アンバサダー
elçi	大使
ateşli	ホット
ateşli	暑い
ateşli	熱い
kralları	キングス
takvim	カレンダー
sünnet	割礼
fil	ビショップ
fil	ゾウ
seul	ソウル
sular	ウォーターズ
silindi	削除
lale	チューリップ
tanrıça	女神
taşıyıcı	キャリア
hafıza	メモリ
hafıza	記憶
hafıza	メモリー
amaçlar	ゴール
amaçlar	目標
amaçlar	目的
tarla	フィールド
tarla	フィールズ
tutuklu	受刑者
tutuklu	拘留
tutuklu	囚人
tutuklu	捕虜
tankı	戦車
tankı	タンク
saatlik	毎時
saatlik	時給
vatikan	バチカン
bilgin	学者
doğulu	オリエンタル
doğulu	東部
satır	直線
satır	ライン
koşullar	用語
koşullar	条件
koşullar	規約
niye	なぜ
yarın	明日
yarın	あした
alıntı	引用
alıntı	抜粋
gülen	笑う
gülen	笑い
sırtı	尾根
panama	パナマ
sohbet	スレッド
sohbet	雑談
sohbet	チャット
sohbet	会話
yöneticileri	管理者
yöneticileri	マネージャー
yöneticileri	管理人
yöneticileri	マネージャ
değiştir	編集
değiştir	切り替え
değiştir	スイッチ
değiştir	変化
değiştir	置換
değiştir	変更
değiştir	チェンジ
soğan	オニオン
soğan	タマネギ
soğan	玉ねぎ
soğan	たまねぎ
dizel	ディーゼル
dizayn	デザイン
dizayn	設計
dizayn	意匠
tepkiler	レスポンス
tepkiler	回答
tepkiler	リアクション
haç	十字
haç	クロス
haç	十字架
jel	ゲル
jel	ジェル
harici	外部
muhafazakar	保守
düşünerek	思考
düşünerek	考え
rejim	政権
rejim	ダイエット
rejim	国会
rejim	献立
bozuk	壊れた
çiftçi	農家
belgesi	証明書
belgesi	証書
önerilen	推奨
önerilen	おすすめ
gösterim	スクリーニング
gösterim	インプレッション
gösterim	選考
bahsedilen	言及
somali	ソマリア
afrikalı	アフリカ
sina	シナイ半島
birey	個別
birey	個人
adaylar	志願者
adaylar	候補者
adaylar	ノミネート
çevrimiçi	オンライン
üyelik	登録
üyelik	会員
üyelik	購読
üyelik	引受け
aniden	突然
garanti	保障
garanti	保証
garanti	担保
garanti	保証書
emirlikleri	エミレーツ
lojistik	物流
lojistik	ロジスティック
avrasya	ユーラシア
kargo	貨物
kargo	配送
şüphe	不審
şüphe	断崖
şüphe	疑念
şüphe	疑惑
belçikalı	ベルギー
parçacıklar	パーティクル
parçacıklar	粒子
çalışıyor	働く
çalışıyor	作業
çalışıyor	ワークス
çalışıyor	作品
dağınık	散逸
doruk	山頂
doruk	クライマックス
doruk	ピーク
doruk	天頂
dansçı	ダンサー
far	ヘッドライト
dedektif	刑事
yakınındaki	近く
yakınındaki	付近
saklı	隠し
faaliyetler	アクティビティ
faaliyetler	活動
gezegenler	惑星
bileşik	複合
bileşik	化合物
bileşik	コンポジット
yasaları	法律
rejimi	政権
tuhaf	奇数
tuhaf	ビザール
tuhaf	変人
tuhaf	オッド
şüpheli	不審
şüpheli	疑念
şüpheli	疑わしい
hâkim	ジャッジ
hâkim	裁判官
basket	バスケットボール
basket	バスケ
açı	角度
açı	アングル
anma	追悼
anma	記念碑
insani	人間
insani	ヒト
insani	人道的
insani	人道
insani	ヒューマン
toplar	大砲
toplar	ボール
abhazya	アブハジア
kabilesi	部族
bireyler	個人
yetki	職権
yetki	権限
yetki	許諾
yetki	認可
yetki	権威
söğüt	ウィロー
söğüt	ヤナギ
mezarlık	墓地
mezarlık	墓所
mezarlık	墓場
sakinleri	住民
mekan	会場
detayları	詳細
halı	絨毯
halı	じゅうたん
halı	ラグ
halı	カーペット
halı	敷物
sıkıntısı	不足
sıkıntısı	退屈
amaçları	目的
teker	ホイール
teker	車輪
uygunsuz	不便
uygunsuz	不適切
izleyici	オーディエンス
izleyici	ウォッチャー
izleyici	観客
izleyici	トラッカー
izleyici	ビューア
saldırgan	アタッカー
nişancı	スナイパー
nişancı	シューティング
dörtlü	カルテット
tamamlanmış	完備
tamamlanmış	コンプリート
tilki	キツネ
perküsyon	打楽器
kabaca	おおよそ
kayıtlar	登録
kayıtlar	レコード
hamam	サウナ
tropikal	熱帯
tropikal	トロピカル
parçacıkların	パーティクル
parçacıkların	粒子
gotik	ゴシック
gotik	ゴス
mantar	菌類
mantar	キノコ
mantar	きのこ
mantar	コルク
mantar	コーク
mantar	マッシュルーム
gösteriler	デモ
deneyimli	経験
nedenleri	理由
dosyaları	ファイル
paketi	パッケージ
yatak	マットレス
yatak	ベッド
tünel	トンネル
hamile	妊娠
satılan	落札
akrabalık	親族
akrabalık	関係
tesisi	施設
temizlik	クレンジング
temizlik	整理
temizlik	洗浄
temizlik	掃除
temizlik	クリーンアップ
temizlik	クリーニング
temizlik	清掃
kapanış	閉会
kapanış	閉包
kapanış	閉鎖
galeri	ギャラリー
dilek	願いごと
dilek	ウィッシュ
trans	トランス
çiftliği	牧場
zirvesi	頂上
zirvesi	サミット
kanıtlar	証拠
barok	バロック
ud	リュート
tanıtımı	プロモーション
tanıtımı	宣伝
sevda	ラブ
sevda	ラヴ
tören	セレモニー
tören	儀式
tören	式典
çekirdeği	コア
çekirdeği	カーネル
müslümanların	イスラム教
müslümanların	ムスリム
cadı	魔女
cadı	ウィッチ
ufuk	水平線
ufuk	スカイライン
ufuk	地平線
ufuk	ホライズン
kader	運命
nihai	アルティメット
nem	湿度
nem	水分
çılgın	クレイジー
çılgın	マッド
çılgın	ワイルド
çılgın	狂気
çılgın	気狂い
çılgın	野生
radar	ソナー
porno	ポルノ
belgeler	文書
belgeler	ドキュメント
belgeler	ドキュメンテーション
belgeler	書類
adın	名称
adın	氏名
adın	名前
taktik	戦術
geyik	ムース
geyik	シカ
siteleri	サイト
siteleri	ウェブサイト
noktalar	ポイント
noktalar	ドット
noktalar	斑点
yuva	帰宅
yuva	ホーム
yuva	自宅
uzayı	空間
uzayı	スペース
ahit	テスタメント
orda	そこ
nesli	世代
nesli	ジェネレーション
koltuk	チェア
koltuk	座席
koltuk	椅子
koltuk	アームチェア
koltuk	いす
koltuk	ソファ
koltuk	ソファー
yara	傷跡
yara	怪我
yara	傷口
yara	外傷
birleşmesi	合併
kayak	スキー
kayak	カヤック
bombası	手榴弾
fikirleri	アイディア
fikirleri	意見
fikirleri	アイデア
politikalar	施策
politikalar	方針
politikalar	ポリシー
engeller	ブロック
engeller	障壁
dosyası	ファイル
cehennem	ヘル
cehennem	インフェルノ
cehennem	地獄
çarpışma	衝突
çarpışma	インパクト
çarpışma	衝撃
atmosfer	大気圏
atmosfer	大気
atmosfer	雰囲気
kompozisyon	随筆
kompozisyon	エッセイ
kompozisyon	構成
kompozisyon	合成
haberleşme	コミュニケーション
haberleşme	通信
sihirli	マジック
sihirli	マジカル
sihirli	魔法
savundu	提唱
bozukluğu	無秩序
korsan	ハッカー
korsan	海賊
korsan	パイレーツ
ot	雑草
ot	ポット
izleri	トラック
denklem	方程式
fiziği	体格
egemenlik	主権
egemenlik	支配
dikdörtgen	長方形
tugay	旅団
markası	銘柄
markası	ブランド
fransızlar	フレンチ
fransızlar	フランス語
bakteri	細菌
bakteri	バクテリア
özlem	あこがれ
tekil	ユニーク
tekil	独特
çakmak	ライター
kaldırma	除去
kaldırma	エレベーター
kaldırma	撤去
kaldırma	リフト
kaldırma	リフティング
aşı	ワクチン
feneri	灯台
ahlak	道徳
ahlak	バイス
şiddetle	暴力
ajan	代理人
ajan	エージェント
logosu	ロゴ
kaçak	ランナー
çevirmen	インタプリタ
çevirmen	翻訳
çevirmen	通訳
korunma	保護
işçiler	社員
uyku	昼寝
uyku	睡眠
uyku	スリープ
uyku	眠る
meksikalı	メキシカン
meksikalı	メキシコ
tanıma	認定
tanıma	認識
kubbe	ドーム
rakam	ナンバー
rakam	ディジット
rakam	番号
rakam	数値
görüşmeler	会議
görüşmeler	ディスカッション
görüşmeler	ミーティング
görüşmeler	インタビュー
imal	製造
asil	尊い
sürpriz	サプライズ
sürpriz	驚き
esnek	フレックス
esnek	フレキシブル
esnek	柔軟
esnek	柔軟性
şikâyet	クレーム
şikâyet	苦情
kalıntılar	廃墟
kalıntılar	遺跡
günah	シン
mide	お腹
denizci	マリン
denizci	船員
pasaportu	パスポート
pasaportu	旅券
şampiyonları	チャンピオン
şampiyonları	チャンピオンズ
etken	係数
etken	ファクター
etken	因子
zincir	チェーン
zincir	チェイン
mekaniği	力学
depo	倉庫
depo	ストレージ
nişan	婚約
nişan	四月
nişan	エイプリル
başlıkları	見出し
hac	巡礼
planlı	予定
planlı	計画
çerçeve	フレーミング
çerçeve	フレーム
artı	プラス
protokol	議定書
protokol	プロトコル
cadde	ストリート
cadde	通り
tanımlama	解説
tanımlama	定義
tanımlama	説明
tanımlama	識別
tanımlama	同定
kompleks	複雑
kompleks	コンプレックス
kompleks	錯体
eskimo	イヌイット
ekvador	エクアドル
çeşitlilik	品種
çeşitlilik	変種
çeşitlilik	バラエティ
barselona	バルセロナ
çekilmesi	脱退
çekilmesi	撤退
çekilmesi	離脱
fosil	化石
tevrat	トーラー
silindir	円柱
silindir	シリンダー
defteri	ノートブック
defteri	ノート
uzaklık	距離
savcı	検察官
savcı	検事
iade	リターン
iade	還付
iade	返金
iade	払戻し
iade	払い戻し
iade	引渡し
sola	左側
bıçak	刃物
bıçak	ナイフ
bıçak	ブレイド
nikola	ニコラ
hıristiyanlık	キリスト教
kararları	解像度
kararları	決定
kaldırmak	リフティング
komut	指揮
komut	コマンド
yöneticiler	取締役
yöneticiler	マネージャ
yöneticiler	管理者
yöneticiler	マネージャー
yöneticiler	定規
yöneticiler	管理人
yöneticiler	ルーラー
kayalık	ロッキー
görüşme	インタビュー
görüşme	面接
statik	スタティック
pazarı	市場
pazarı	マーケット
diferansiyel	差動
diferansiyel	微分
aydınlık	ライト
aydınlık	明るい
aydınlık	輝度
aydınlık	軽い
aydınlık	ブライト
neolitik	新石器時代
kilit	錠前
kilit	ロック
kıdemli	上級
kıdemli	先輩
sektörü	セクター
tecrübeli	経験
