और	y
मुंह	boca
विनाश	destrucción
एजेंट	agente
एजेंट	mandatario
बेल्जियम	bélgica
वितरित	entregados
वितरित	entregado
वितरित	entregada
वितरित	distribuido
वितरित	distribuya
वितरित	distribuidas
वितरित	distribuye
वितरित	distribuida
वितरित	entregó
वितरित	distribuir
वितरित	repartido
श्रेणियाँ	gremio
श्रेणियाँ	categorias
श्रेणियाँ	categorías
शाब्दिक	literales
खूब	pues
खूब	bueno
खूब	pozo
खूब	bien
आतंकवादी	terrorismo
आतंकवादी	terrorista
आतंकवादी	terroristas
प्रतिबंधित	prohibido
प्रतिबंधित	prohibidas
प्रतिबंधित	prohibidos
प्रतिबंधित	prohibida
प्रतिबंधित	restringidos
प्रतिबंधित	restringida
प्रतिबंधित	restringir
प्रतिबंधित	restringido
साथियों	colegas
साथियों	compañeros
पारस्परिक	mutua
पारस्परिक	mutuo
पारस्परिक	mutuas
पारस्परिक	mutuos
अद्यतन	actualizaciones
अद्यतन	actualización
अद्यतन	actualizar
बैठे	sentado
बैठे	sentadas
बैठे	sentados
बैठे	sentada
पारम्परिक	tradicional
पारम्परिक	tradicionales
विलुप्त	extinto
विलुप्त	extinta
विलुप्त	extinguido
प्रशिक्षित	capacitado
प्रशिक्षित	entrenada
प्रशिक्षित	entrenado
प्रशिक्षित	entrenados
पारिस्थितिकी	ecología
सैद्धांतिक	teórica
सैद्धांतिक	teórico
सैद्धांतिक	teóricas
सैद्धांतिक	teóricos
स्पेनी	castellano
स्पेनी	espanol
स्पेनी	español
स्पेनी	española
पौधा	plantas
पौधा	planta
पौधा	vegetal
संलग्न	adjunto
संलग्न	contiguo
संलग्न	contigua
संलग्न	adjuntar
संलग्न	contiguos
संलग्न	adjunta
होम	casa
होम	inicio
होम	hogar
होम	casas
होम	hogares
होम	viviendas
सिक्के	monedas
काउंसिल	concejo
काउंसिल	concilio
काउंसिल	consejo
ट्यूब	tubo
अवलोकन	sinopsis
अवलोकन	observación
नमूने	muestras
नमूने	especímenes
नमूने	ejemplares
बन्द	cerrado
बन्द	cierra
बन्द	cerrados
बन्द	cerrar
बन्द	cerrada
बन्द	cerca
बन्द	cierre
बन्द	apagado
कब	cuando
कब	cuándo
तारीख	fecha
तारीख	cita
एकदम	absolutamente
समावेश	inclusión
समावेश	inclusiones
खुदाई	excavación
खुदाई	cavar
खुदाई	excavaciones
खुदाई	excavar
खुदाई	perforaciones
खुदाई	perforación
फलों	fruta
फलों	frutos
फलों	frutas
वस्तुएँ	artículos
वस्तुएँ	articulos
वस्तुएँ	objetos
वस्तुएँ	ítems
हमलों	ataques
हमलों	ataca
हमलों	huelgas
हमलों	atentados
बीस	veintiuno
बीस	veinte
शिकायत	queja
शिकायत	reclamaciones
शिकायत	reclamación
शिकायत	quejas
शिकायत	denuncia
शिकायत	quejarse
शिकायत	quejarme
शिकायत	denuncias
सफाई	limpiando
सफाई	limpieza
सफाई	limpiar
टेलीविज़न	televisión
टेलीविज़न	televisiones
टेलीविज़न	televisor
टेलीविज़न	televisores
अन्ना	ana
विन्यास	preferencias
विन्यास	configuración
विन्यास	ajustes
विन्यास	configuraciones
ध्रुवीय	polares
तिहाई	terceras
तिहाई	tercios
पार्श्व	flanco
पार्श्व	laterales
पार्श्व	costado
पार्श्व	lado
पार्श्व	flancos
पार्श्व	lateral
घड़ी	reloj
रोशनी	ligera
रोशनी	ligero
रोशनी	luces
रोशनी	luz
आलोचक	critico
आलोचक	crítica
आलोचक	crítico
रखरखाव	mantenimiento
रखरखाव	manutención
डीएनए	adn
स्पर्श	tacto
स्पर्श	toque
स्पर्श	toques
गणितज्ञ	matemático
वनों	bosque
वनों	forestales
वनों	deforestación
वनों	selva
वनों	forestal
वनों	bosques
कृतियाँ	escritos
कृतियाँ	escrituras
जीते	gano
जीते	ganó
जीते	gané
जीते	ganados
जीते	ganado
हानिकारक	dañino
हानिकारक	dañina
हानिकारक	perjudicial
हानिकारक	nocivo
हानिकारक	dañinos
हानिकारक	perjudiciales
आमंत्रित	invita
आमंत्रित	invitado
आमंत्रित	invitada
आमंत्रित	invitados
शिल्प	artesanía
शिल्प	embarcaciones
पीला	amarilla
पीला	amarillos
पीला	amarillas
पीला	amarillo
सीधी	heterosexual
सीधी	directamente
सीधी	directo
सीधी	recto
सीधी	recta
श्लोक	estrofa
श्लोक	versículo
श्लोक	verso
बादल	nubes
बादल	nube
चंद्रमा	luna
कोयला	hulla
कोयला	carbón
संवैधानिक	constitucionalidad
संवैधानिक	constitucional
संवैधानिक	constitucionales
पादप	plantas
पादप	planta
पादप	vegetal
चौड़ाई	anchura
चौड़ाई	ancho
उपयोगिता	utilidad
उपयोगिता	usabilidad
प्रमेय	teorema
संवेदनशील	sensible
संवेदनशील	sensibles
मान्य	valida
मान्य	valido
मान्य	válida
मान्य	válidos
मान्य	válido
अनुसूचित	programado
अनुसूचित	programados
सम्पन्न	terminado
सम्पन्न	terminada
सम्पन्न	acabados
सम्पन्न	terminados
सम्पन्न	hecho
सम्पन्न	finalizado
सम्पन्न	acabado
शहीद	mártires
शहीद	martirizado
शहीद	martirio
शहीद	mártir
तेज़	ayuno
तेज़	rápido
तेज़	rapido
तेज़	rapidez
पीछा	persigue
पीछा	persecución
अर्ध	cuasi
विकासशील	desarrollándose
विकासशील	desarrollando
अल्प	ligera
अल्प	leve
अल्प	ligero
न्यायिक	judiciales
फंड	fondos
फंड	fondo
नाक	nariz
निवेदन	solicitud
निवेदन	solicita
निवेदन	solicitudes
निवेदन	petición
निवेदन	peticiones
निवेदन	solicitar
निवेदन	solicite
अनुभाग	secciones
अनुभाग	seccion
अनुभाग	sección
अनुभाग	tramos
बीसवीं	vigésimo
बीसवीं	vigésima
रंगीन	coloridas
रंगीन	colorido
रंगीन	coloreado
रंगीन	colorida
रंगीन	coloridos
अपेक्षित	esperados
अपेक्षित	esperaban
अपेक्षित	esperada
अपेक्षित	esperado
मूलभूत	omisión
मूलभूत	básicos
मूलभूत	básica
मूलभूत	básico
मूलभूत	intrínseco
मूलभूत	predeterminadas
मूलभूत	básicas
मूलभूत	intrínseca
मूलभूत	predeterminados
मूलभूत	defecto
मूलभूत	fundamentales
मूलभूत	predeterminado
मूलभूत	incumplimiento
मूलभूत	impagos
मूलभूत	incumplimientos
विभागों	departamentos
अदा	sueldo
अदा	pagar
अदा	paga
अदा	pague
अदा	pago
जिम	gimnasio
जिम	gimnasia
पूछा	preguntado
पूछा	pregunté
पूछा	preguntó
कहानियां	relatos
कहानियां	narrativas
कहानियां	cuentos
कहानियां	historias
उत्पादित	producido
उत्पादित	producida
उत्पादित	producidos
पहुँचा	accedido
