から	출신
サムネイル	썸네일
プライベート	비공개
マツダ	마쓰다
引く	빼기
引く	빼빼로
収益	이익
収益	수익금
収益	수입
収益	수익
人質	인질
ロッド	로드
ロッド	지팡이
楽しむ	즐겨라
楽しむ	즐길
白川	시라카와
最年少	막내
ブラザーズ	브라더스
ブラザーズ	형제들
ブラザーズ	형제
焦点	초점
焦点	집중
焦点	포커스
焦点	집중하기
台東	다이토
台東	타이토
富士通	후지쯔
ようこそ	환영합니다
ようこそ	환영
歩く	걷고
歩く	산책
歩く	걷는다
歩く	걷기
歩く	워킹
ダッシュ	대시
ガム	잇몸
魔術	마법
魔術	마술
最上	모가미
絶望	절망
ピッチ	피치
サミュエル	새뮤얼
サミュエル	사무엘
サーバー	서버
ひょう	우박
ヘッセン	헤센
ユニフォーム	유니폼
先住民	토착
ファーム	농장
ファーム	농장이
沿革	내역
沿革	역사
沿革	기록
沿革	연대기
沿革	히스토리
カンボジア	캄보디아
呪い	저주
聖人	세인트
ルドルフ	루돌프
秋葉原	아키하바라
東海道	도카이도
アンディ	앤디
クリーブランド	클리블랜드
測量	측량
注文	순서
注文	주문
デート	날짜
デート	데이트
デート	연애
気分	분위기
気分	느낌
気分	기분
気分	느낌이
オークランド	오클랜드
使者	특사
シンガー	싱어
シンガー	가수
立法	입법
立法	법률
水着	수영복
モニター	모니터링
モニター	모니터
ソロモン	솔로몬
適応	적응
ビクター	빅토르
ビクター	빅터
長崎市	나가사키
干渉	간섭
チョコレート	초콜릿
チョコレート	초콜렛
青少年	십대
青少年	청소년
エディション	에디션
脚注	각주
レンジ	범위
スロット	슬롯
野望	야망
ワニ	악어
年表	타임라인
年表	연대기
リッチ	부자
リッチ	리치
バッファ	버퍼
断層	단층
記念碑	기념관
記念碑	메모리얼
記念碑	모뉴먼트
記念碑	기념비
記念碑	기념물
記念碑	기념탑
待つ	기다림
待つ	기다린다
待つ	기다렸다
アベニュー	애비뉴
グルジア	조지아
グルジア	조지아어
ワード	워드
ワード	단어
難民	피난민
難民	난민
予言	예측
予言	예언
デバイス	장치
デバイス	디바이스
デバイス	기기
デバイス	단말기
神学	신학
ドライ	드라이
ドライ	건조
オックスフォード	옥스포드
オックスフォード	옥스퍼드
健太	겐타
健太	켄타
ファイア	화재
ファイア	불화
進撃	공격
アルゴリズム	알고리즘
括弧	괄호
歩き	걷기
歩き	산책
メンタル	정신
メンタル	멘탈
イスラム教	이슬람
イスラム教	이슬람주의
イスラム教	무슬림
イスラム教	이슬람교
合金	합금
みずほ	미즈호
リンゴ	사과
リンゴ	애플
フォント	글꼴
バナナ	바나나
計測	측도
計測	측정
クレア	클레어
関節	관절
免疫	면책
免疫	면역
混同	혼동
混同	혼돈
混同	혼란
離陸	이륙
カルチャー	문화
望ましい	바람직
望ましい	바람직한
望ましい	바람직해
カタルーニャ	카탈루냐
メモリー	추억
メモリー	메모리
メモリー	기억
メモリー	기억력
天津	톈진
パニック	패닉
パニック	공황
ジャングル	정글
ナウ	이제
ナウ	지금
プレステージ	프레스티지
リーチ	도달
リーチ	도달하기
レフ	레프트
レフ	레프
ドレス	드레스
ロビン	로빈과
ロビン	로빈
セールス	매출
セールス	판매
セールス	영업
グラント	그랜트
鉱業	광산
鉱業	마이닝
鉱業	광업
アルベルト	알베르토
アルベルト	알베르트
アルベルト	앨버트
氏族	클랜
パブリック	공중
パブリック	공개
パブリック	공공
手順	걸음
手順	절차
手順	스텝
手順	지침
手順	단계
手順	시술
手順	지시
手順	안내
エージェント	대리인
エージェント	에이전트
エージェント	요원
強盗	도둑
強盗	강도
ケンブリッジ	케임브리지
ミルク	밀크
ミルク	우유
最短	최단
パブ	술집
イーグル	이글
イーグル	독수리
松阪	마츠자카
松阪	마쓰자카
キミ	키미
マルク	마르크
マルク	마크
マルク	표시
高麗	고려
処女	버진
処女	처녀
栄光	영광스러운
栄光	영광
晴れ	화창한
晴れ	맑음
晴れ	써니
司祭	사제들
司祭	신부
司祭	성직자
ひまわり	해바라기
カプセル	캡슐
クリーム	크림
微分	파생상품
微分	미분
ボスニア	보스니아
失踪	실종
失踪	소실
革新	개혁
革新	개혁개방
革新	혁신
二宮	니노미야
ランナー	달리기
可変	변광성
可変	변수
担保	보증
横田	요코타
インストール	설치
インストール	설치하기
子爵	자작
ナイフ	나이프
アロー	화살
アロー	화살표
中国人	중국어
中国人	중국인
デビッド	다비드
デビッド	다윗
デビッド	데이빗
デビッド	데이비드
サックス	삭스
サックス	색소폰
星座	별자리
パイオニア	파이오니아
パイオニア	파이어니어
金星	비너스
金星	금성
灰色	회색
灰色	그레이
ウォルター	월터
ウォルター	발터
森山	모리야마
ネルソン	넬슨
コンゴ	콩고
除外	배제
除外	제외됨
除外	제외
アンソニー	안토니우스
アンソニー	앤서니
ハッチ	해치
カエル	개구리목
カエル	개구리
孤立	고립
孤立	격리
コーラ	콜라
コーラ	코카콜라
コーラ	콜라보
巡査	책임자
巡査	경관
巡査	장교
巡査	경찰관
休暇	방학
休暇	휴가
キャロル	캐롤
キャロル	캐럴
紙幣	지폐
青色	블루
青色	청색
青色	파랑
青色	푸른
青色	파란색
青色	푸른색
想像	상상력
想像	상상
現金	현금
現金	캐시
暴行	공격
暴行	폭행
ゴードン	고든
詐欺	사기
詐欺	사기꾼
シチリア	시칠리아
金銭	머니
金銭	돈이
尊敬	존경
尊敬	존중
カップル	부부
カップル	커플
ブロードウェイ	브로드웨이
拉致	괴산
拉致	납치
スティーブ	스티브
カウンター	카운터
ルネサンス	르네상스
センサー	센서
クラリネット	클라리넷
ジェームス	제임스
勝者	승자
勝者	우승자
勝者	승리자
勝者	수상자
原稿	사본
エチオピア	에티오피아
ギャング	갱스
ギャング	깡패
ギャング	갱스터
アイヌ	아이누어
アイヌ	아이누
デリー	델리
レバー	간간
レバー	레버
レバー	간디
自信	자신감
自信	신뢰
自信	확신
ラッキー	행운
ラッキー	럭키
マーチ	행진
マーチ	행진곡
グスタフ	구스타프
レイアウト	배치
レイアウト	레이아웃
歓迎	환영합니다
歓迎	환영
屋外	실외
屋外	야외
仮説	가설
孤独	외로운
孤独	외로움
孤独	외로워
バラード	발라드
押す	푸시
押す	밀어
ニックネーム	닉네임
ニックネーム	별명
ハイウェイ	고속도로
ハイウェイ	하이웨이
等しい	같음
等しい	평등
パーフェクト	완벽한
パーフェクト	완벽
アイスランド	아이슬란드
カスタム	맞춤
カスタム	커스텀
アーチ	아치
アルバート	알베르트
アルバート	앨버트
容器	컨테이너
容器	용기
ケルン	쾰른
コリン	콜린
告発	고소
屋上	옥상
屋上	지붕
バックス	벅스
墓所	무덤
墓所	묘지
キングス	킹스
動機	동기
ラボ	연구실
ラボ	실험실
フィクション	허구
フィクション	픽션
フィクション	소설
今夜	오늘밤
リアルタイム	실시간
坂田	사카타
ミラクル	기적
ピート	피트
ピート	피터
自伝	자서전
幸子	사치코
ウォーク	걷기
ウォーク	산책
アピール	호소
アピール	항소
悲しみ	슬픔
プロセッサ	프로세서
十八	열여덟
十八	여덟
遠い	멀다
運転手	운전사
運転手	드라이버
パレスチナ	팔레스타인인
パレスチナ	팔레스타인
正直	솔직히
正直	솔직한
正直	정직
正直	정직하게
正直	성실
正直	정직한
レジャー	레저
スマイル	미소
スマイル	스마일
スマイル	웃어
面倒	골치
暴動	폭동
美咲	미사키
ゴシック	고딕
サイレント	침묵
根岸	네기시
調節	조정
コロン	대장
コロン	콜론
内装	내부
内装	인테리어
ムスリム	무슬림
ムスリム	이슬람교
アサ	대마초
プラスチック	플라스틱
プラスチック	성형외과
プラスチック	비닐
プラスチック	성형
サイモン	사이먼
サイモン	사이몬
サイモン	시몬
コパ	코파
ベートーヴェン	베토벤
中井	나카이
引数	인수
引数	인자
エビ	새우
総統	총통
土壌	토양
間接	간접
感動	감동
折り返し	포장
パラメータ	매개변수
パラメータ	파라미터
高地	하일랜드
ピッツバーグ	피츠버그
破損	파손
ウェイン	웨인
プライム	프라임
プライム	소수
ドック	항구
バーチャル	버추얼
バーチャル	가상
賠償	보상
テラ	테라
飲食店	식당
飲食店	음식점
飲食店	레스토랑
システムズ	체계
システムズ	시스템
セクション	섹션
補償	보상
パナマ	파나마
レッスン	레슨
レッスン	수업
レッスン	교훈
レッスン	강습
ウラン	우라늄
醸造	양조
摂取	섭취
シール	물개
アルミニウム	알루미늄
タラ	대구
タラ	타라
ねこ	고양이
メンテナンス	정비
メンテナンス	점검
メンテナンス	유지보수
だって	왜냐면
だって	왜냐하면
マドンナ	성모
マドンナ	마돈나
モーリス	모리스
重い	무거운
重い	무거움
重い	무겁게
重い	무거워
ミリオン	백만명
ミリオン	백만
木製	목재
木製	나무
木製	우드
ネパール	네팔
ホーク	호크
喫煙	흡연
喫煙	금연
タバコ	담배
主権	주권
寿司	스시
取り消し	취소
推力	추진력
スパイク	스파이크
みか	미카도
宣教師	선교사
頂上	회담
頂上	정상회담
頂上	정상회의
直ちに	즉시
判例	선례
通話	호출
通話	통화
通話	전화
水沢	미즈사와
ベネズエラ	베네수엘라
ダラス	댈러스
ダラス	달라스
ハードウェア	하드웨어
指標	지표
差異	차이와
差異	차이
差異	차이점
レモン	레몬
俊彦	토시히코
服装	복장
工廠	아스널
工廠	아스날
ヒント	힌트
ニコラ	니컬라
ニコラ	니콜라
アラスカ	알래스카
デニス	데니스
モノレール	모노레일
入り口	입구
ラインナップ	라인업
硬貨	코인
硬貨	동전
時々	때로는
時々	가끔
時々	가끔은
時々	때때로
ワルシャワ	바르샤바
歩道	보도
静か	조용히
静か	조용한
マイナス	부정적
マイナス	음성
マイナス	음수
急性	급성
ジェーン	제인
バンクーバー	밴쿠버
カレン	캐런
カレン	카렌
種子	시드
種子	씨앗
劇作家	극작가
乗り換え	전송
コンプレックス	복합체
コンプレックス	콤플렉스
キーワード	키워드
プリキュア	프리큐어
フェルナンド	페르난두
フェルナンド	페르난도
シンプル	간단한
シンプル	간단하다
シンプル	단순한
シンプル	단순
シンプル	심플
シンプル	간단
サポーター	서포터
サポーター	지지자들
サポーター	후원자
サポーター	지지자
ビー	벌벌
ビー	꿀벌
サーカス	서커스
ニャン	야옹이
クマ	베어
クマ	베어스
クライマックス	클라이맥스
報復	복수
報復	보복
準拠	호환
巡礼	순례지
巡礼	순례
セミナー	세미나
最悪	최악
最悪	최악의
キューブ	정육면체
キューブ	큐브
エリート	엘리트
アルフレッド	앨프레드
アルフレッド	앨프리드
アルフレッド	알프레드
オールド	늙은
オールド	오래된
一夫	카즈오
ストライク	스트라이크
ストライク	파업
レポーター	리포터
レポーター	기자
スティーヴ	스티브
クリック	클릭
積分	적분
有罪	유죄
初心者	초보
初心者	초보자
交互	대체
トリック	트릭
トリック	속임수
物流	물류
アンケート	설문
アンケート	설문조사
玄関	입구
紳士	신사
随筆	에세이
随筆	세이
許容	관용
無名	무명
益田	마스다
欠点	결점
欠点	단점
ハンマー	해머
ハンマー	망치
調印	서명
調印	사인
布告	법령
布告	선언
キャンディ	캔디
キャンディ	사탕
栄え	번영
フライト	항공편
フライト	비행
エディ	에디
ビルマ	미얀마
ビルマ	버마
テンポ	템포
キャサリン	카트린
キャサリン	캐서린
ウド	우도
ノブ	손잡이
置換	대체
置換	교체
置換	바꾸기
親善	친선
マクドナルド	맥도날드
マクドナルド	맥도널드
アーキテクチャ	아키텍처
アーキテクチャ	건축학
アーキテクチャ	건축
エルサ	엘사
ローリング	굴러
ローリング	롤링
チーズ	치즈
伴奏	반주
同窓会	동창회
同窓会	졸업생
同窓会	동문
同窓会	동창생
リフト	승강기
リフト	리프트
リフト	상승
窒素	질소
プラチナ	플래티넘
プラチナ	백금
愛情	애정
クロード	클로드
アウグスト	아우구스트
きみ	키미
ゴッド	하느님
