और	и
माजिद	маджид
एरिन	эрин
योगात्मक	добавка
यूनुस	юнис
यूनुस	джона
विकृतियाँ	искажения
भिन्नों	дроби
भिन्नों	фракции
बेलीज़	белиз
जायज	оправдано
जायज	оправданным
योम	йом
ट्रायोड	триод
उपसमिति	подкомитет
ग्रासनाल	пищевода
मोल्ड	плесень
क्रिस्टन	кристен
सहजीवी	симбиотические
एल्गिन	элгин
जर्नल्स	журналы
जर्नल्स	дневники
बल्ख़	балх
बीकन	маяк
यहूदा	джуда
यहूदा	иуда
लिलियन	лилиан
लिलियन	лиллиан
रेजिमेंटल	полковой
घ्राण	обонятельные
आनातोलिया	анатолии
जेद्दा	джидде
साईकिल	цикла
साईकिल	циклы
साईकिल	цикл
स्पर्स	шпоры
आखन	ахен
अखेनातेन	эхнатона
कैशे	кэш
गन्दा	грязно
गन्दा	грязная
गन्दा	грязные
गन्दा	грязный
बन्दों	прислуга
बन्दों	слуги
येनिसेय	енисейский
थोर	тор
उपद्रवों	беспорядков
