から	จาก
鉱物	แร่
振動	สั่น
ピーク	พีค
台北	ไทเป
山地	ภูเขา
汚染	มลพิษ
メニュー	เมนู
細菌	แบคทีเรีย
リンカーン	ลินคอล์น
中尉	หมวด
ハーン	ข่าน
民主主義	ประชาธิปไตย
背中	กลับ
ミスター	มิสเตอร์
キュー	คิว
元素	ธาตุ
アーク	อาร์ค
薔薇	โรส
薔薇	โร
薔薇	กุหลาบ
カート	ตะกร้า
カート	เกวียน
技法	เทคนิค
狭い	แคบ
シンボル	สัญลักษณ์
情熱	ตัณหา
情熱	กิเลส
太鼓	กลอง
左側	ซ้าย
左側	เหลือ
集める	รวบรวม
集める	สะสม
多目的	อเนกประสงค์
保全	อนุรักษ์
バリ	บาหลี
焼き	ไหม้
焼き	เผา
カンザス	แคนซัส
獅子	ราชสีห์
獅子	สิงโต
日程	กำหนดการ
日程	ตาราง
婚約	หมั้น
ディスプレイ	แสดง
サイエンス	วิทยาศาสตร์
オートバイ	มอเตอร์ไซค์
マツ	ต้นสน
加速	เร่ง
加速	ความเร่ง
電池	แบตเตอรี่
深刻	จริงจัง
法廷	สำนัก
法廷	ศาล
スケール	ตาชั่ง
スケール	เกล็ด
天井	เพดาน
人格	บุคลิกลักษณะ
人格	บุคลิกภาพ
人格	บุคลิก
セッション	เซสชัน
セッション	เซสชั่น
遠く	ไกล
研究室	แล็บ
研究室	แลป
研究室	แล็ป
債務	หนี้
赤色	เรด
赤色	แดง
伝記	ชีวประวัติ
町長	เทศมนตรี
エレクトリック	ไฟฟ้า
エレクトリック	รถไฟฟ้า
エンジニア	วิศวกร
ジャーナル	วารสาร
チャージ	ประจุ
チャージ	ชาร์ต
チャージ	ชาร์จ
ランダム	สุ่ม
ランダム	มั่ว
ピース	สันติภาพ
ピース	พีซ
ピース	พีซี
ピース	ชิ้น
ピース	สันติ
ピース	สันติสุข
儀式	พิธี
儀式	พิธีกรรม
儀式	พิธีการ
ポスター	โปสเตอร์
アルファ	แอลฟ่า
アルファ	แอลฟา
アルファ	อัลฟา
アルファ	อัลฟ่า
薄い	บาง
薄い	บางๆ
薄い	ผอม
ペル	เพล
笑い	หัวเราะ
挨拶	ทักทาย
挨拶	สวัสดี
セルフ	ตนเอง
ロープ	เชือก
鳥類	เบิร์ด
鳥類	นก
外交官	ฑูต
リクエスト	คำขอ
リクエスト	ร้องขอ
リクエスト	ขอ
カントリー	ประเทศ
ホット	ร้อนๆ
ホット	ร้อน
オーディオ	เสียง
交際	สัมพันธ์
ヘア	เส้นผม
ヘア	ขน
営利	กำไร
飛ぶ	ฟลาย
飛ぶ	บิน
国名	ประเทศ
神殿	วัด
神殿	วิหาร
マニュアル	คู่มือ
シフト	กะเทย
シフト	กะ
性別	เพศ
性別	เซ็กซ์
顧客	ลูกค้า
フェザー	ขน
スラム	สลัม
スラム	แออัด
シミュレーション	จำลอง
いっぱい	ฟู
いっぱい	เต็ม
空手	คาราเต้
貴重	ล้ำค่า
権威	อำนาจ
トウ	หวาย
トウ	เตง
トウ	เติ้ง
報酬	รางวัล
整数	จำนวนเต็ม
骨折	แตกหัก
ゴースト	ผี
支払い	ชำระ
支払い	จ่าย
フラワー	ดอกไม้
アダム	อดัม
賭け	พนัน
モジュール	โมดูล
眼鏡	แว่นตา
眼鏡	แก้ว
眼鏡	แว่น
ジャンク	ขยะ
アップル	แอปเปิล
ホスト	จัด
ホスト	โฮสต์
タービン	กังหัน
グローブ	ลูกโลก
グローブ	ถุงมือ
電報	โทรเลข
識別	ระบุ
アフガニスタン	อัฟกานิสถาน
プロテスタント	โปรเตสแตนต์
幼児	ทารก
生地	แป้ง
生地	ผ้าดิบ
生地	ผ้า
生地	แรงๆ
心配	กังวล
心配	ห่วง
書類	เอกสาร
キャッシュ	แคช
豪華	งดงาม
豪華	งามๆ
デルタ	เดลต้า
辞退	ปฏิเสธ
パーセント	เปอร์เซ็นต์
パーセント	เปอร์เซนต์
職務	หน้าที่
ジル	จิล
ゼロ	ศูนย์
放射線	การแผ่รังสี
放射線	รังสี
ラフ	หยาบ
ラフ	ขรุขระ
ラフ	ลำบาก
救済	ไถ่บาป
ハンドル	จัดการ
ハンドル	รับมือ
テネシー	เทนเนสซี่
テネシー	เทนเนสซี
ウー	อู
ウー	วู
カウント	นับ
カウント	จำนวนนับ
割り当て	กำหนด
バブル	ฟอง
明るい	สว่าง
明るい	เบา
明るい	ไลท์
明るい	สดใส
明るい	แสง
埋葬	ฝัง
トレイン	รถไฟ
いつか	บ้าง
大都市	มหานคร
大都市	เมโทรโปลิส
芸術家	จิตรกร
芸術家	ศิลปิน
ボランティア	อาสา
ファイブ	ห้า
半径	รัศมี
コック	จู๋
コック	หุง
コック	ปรุง
コック	ครัว
ヤク	จามรี
ストック	หุ้น
ストック	สต๊อก
声明	คำแถลง
妄想	หวาดระแวง
妄想	ประสาทหลอน
力学	กลไก
力学	กลศาสตร์
付録	ไส้ติ่ง
付録	ผนวก
タイムズ	ครั้ง
タイムズ	ไทม์
遺伝	พันธุกรรม
野生	ดุดัน
公衆	สาธารณชน
公衆	สาธารณะ
染色	ย้อม
農場	ไร่
農場	ฟาร์ม
マーシャル	มาร์แชล
勇気	กล้า
セキュリティ	รปภ
祖母	ยาย
イエロー	เหลือง
フロア	พื้น
位相	เฟส
ドキュメント	เอกสาร
思考	คิด
ニール	นีล
ホップ	ฮอป
ホップ	ฮ็อป
コンピューター	คอม
コンピューター	คอมพิวเตอร์
マネー	เงิน
ウォール	กำแพง
レート	อัตรา
クラウン	มงกุฎ
貨幣	เงิน
仮想	เสมือน
当事者	ปาร์ตี้
朗読	ท่อง
ハナ	ฮา
夜明け	รุ่งอรุณ
ポンプ	ปั๊ม
含める	รวม
ハイブリッド	ลูกผสม
マウス	เมาส์
レインボー	สายรุ้ง
レインボー	รุ้ง
レインボー	เรนโบว์
失う	เสีย
失う	แพ้
デイヴィッド	เดวิด
感じる	รู้สึก
虚偽	ปลอม
虚偽	เท็จ
寿命	อายุขัย
車輪	ล้อ
シャツ	เสื้อ
主人	สามี
主人	ผัว
歌人	กวี
アリゾナ	แอริโซนา
プラハ	ปราง
プラハ	ปราก
結婚式	แต่งงาน
結婚式	แต่ง
オブジェクト	วัตถุ
バンコク	บางกอก
バンコク	กรุงเทพฯ
バンコク	กรุงเทพมหานคร
バンコク	กรุงเทพ
オイル	น้ำมัน
リサーチ	ค้นคว้า
リサーチ	วิจัย
ワル	ร้าย
皮膚	ผิวหนัง
皮膚	ผิว
誇り	ศักดิ์ศรี
誇り	ภูมิใจ
アムステルダム	อัมสเตอร์ดัม
宝石	อัญมณี
宝石	พลอย
ホン	ฮง
ホン	ฮอง
座標	ประสาน
座標	พิกัด
パキスタン	ปากีสถาน
レーン	เลน
ミズーリ	มิสซูรี
笑顔	ยิ้ม
両側	ข้าง
両側	ด้าน
頻度	ความถี่
乗る	ขี่
追悼	อนุสรณ์
コロラド	โคโลราโด
ウォン	หวง
ウォン	วอน
ウォン	ชนะ
ウォン	วอง
語源	ที่มา
語源	ต้นทาง
語源	กำเนิด
オルガン	อวัยวะ
オルガン	ออร์แกน
帽子	หมวก
批評	วิจารณ์
洞窟	ถ้ำ
ウイング	วิง
ウイング	ปีก
本当	ทรู
本当	แท้
本当	จริง
精度	แม่นยำ
裁判官	กรรมการ
裁判官	ตัดสิน
ベッド	เตียง
ベッド	ที่นอน
ベッド	นอน
円形	วงกลม
ヴィクトリア	วิกตอเรีย
ヴィクトリア	วิคตอเรีย
参考文献	อ้างอิง
忠実	ศรัทธา
地面	พื้น
ビタミン	วิตามิน
マック	แมก
マック	แมค
マック	แม็ค
透明	โปร่งใส
透明	โปร่งแสง
透明	โปร่ง
放射	การแผ่รังสี
放射	รังสี
索引	ดัชนี
アップデート	อัพเดต
アップデート	อัปเดต
タイミング	เวลา
シーク	แสวงหา
シーク	ชีก
シーク	ชีค
ターゲット	เป้า
ヒップ	ฮิป
ヒップ	สะโพก
ヒップ	ฮิบ
ホームズ	โฮล์มส์
ホームズ	โฮล์ม
満足	พอใจ
気圧	กดดัน
筋肉	กล้าม
バッテリー	แบตเตอรี่
楽園	สวรรค์
楽園	พาราไดส์
楽園	พาราไดซ์
支給	ชีพ
カンファレンス	ประชุม
対称	สมมาตร
パイプ	ท่อ
因子	ตัวประกอบ
因子	ปัจจัย
クラッシュ	ตก
クラッシュ	ขยี้
クラッシュ	ปิ๊ง
クラッシュ	คว่ำ
ユリ	ลิลลี่
引き分け	ไทด์
引き分け	วาด
引き分け	มัด
シャープ	คม
シャープ	ชาร์ป
祈り	อธิษฐาน
祈り	ภาวนา
祈り	สวด
ジーン	จีน
ジーン	ยีน
ジーン	ฌอง
ドラマー	กลอง
ガソリン	เบนซิน
ガソリン	น้ำมัน
マスターズ	มาสเตอร์
係数	ตัวประกอบ
係数	ปัจจัย
係数	สัมประสิทธิ์
読書	อ่าน
トランペット	ทรัมเปต
トランペット	ทรัมเป็ต
いじめ	รังแก
テクノロジー	วิทยาการ
テクノロジー	เทคโนโลยี
パズル	ปริศนา
文法	ไวยากรณ์
ソフィア	โซเฟีย
医者	หมอ
医者	ดอกเตอร์
医者	แพทย์
サテライト	ดาวเทียม
辞書	พจนานุกรม
木材	ไม้
木材	วูด
個性	บุคลิกลักษณะ
個性	บุคลิกภาพ
個性	บุคลิก
ブレイク	เบลก
ブレイク	เบลค
