ve	y
sonbahar	caída
sonbahar	otoño
piyanist	pianista
depremi	terremotos
depremi	sismo
depremi	terremoto
depremi	temblor
seçti	eligió
seçti	elegí
cemaat	congregacional
cemaat	comunidad
cemaat	congregación
ayakkabı	zapatos
ayakkabı	zapato
ayakkabı	calzado
ayakkabı	zapatillas
öğrenmek	aprendan
öğrenmek	aprende
öğrenmek	aprenda
öğrenmek	aprendiendo
öğrenmek	aprendizaje
öğrenmek	aprender
perşembe	jueves
cihaz	dispositivo
cihaz	aparato
cihaz	electrodomésticos
cihaz	dispositivos
ibadet	adorar
ibadet	adoración
ibadet	culto
güler	ríe
güler	risas
sayım	inventarios
sayım	existencias
sayım	inventario
sayım	contar
sayım	contando
saldırdı	atacada
saldırdı	atacado
saldırdı	atacó
saldırdı	atacados
sosyalizm	socialismo
istasyon	estacion
istasyon	estación
içerdiği	contiene
içerdiği	contenga
durumları	status
durumları	estatus
destekler	apoyos
destekler	anotaciones
destekler	soportes
destekler	apoya
hayalet	fantasma
hayalet	fantasmas
kendiliğinden	espontáneamente
kendiliğinden	espontáneos
kendiliğinden	espontáneas
kendiliğinden	espontáneo
kendiliğinden	espontánea
vefa	cumplir
vefa	cumplirse
vefa	cumpla
vefa	lealtad
vefa	fidelidad
etkinliği	eficacia
etkinliği	efectividad
etkinliği	evento
etkinliği	acontecimiento
danışmanlık	consejería
danışmanlık	consultoría
danışmanlık	asesoramiento
danışmanlık	asesoría
danışmanlık	consultiva
tabaka	capa
tabaka	capas
laboratuvar	laboratorios
laboratuvar	laboratorio
temsilciler	representantes
soluk	pálida
soluk	pálido
soluk	desvanecido
teğmen	alférez
teğmen	teniente
teğmen	lugarteniente
böbrek	riñones
böbrek	renales
böbrek	riñón
sesler	suena
sesler	ruidos
sesler	sonidos
sesler	voces
rapçi	rapero
kenar	filo
kenar	borde
kenar	arista
yükselme	ascendiendo
yükselme	altitud
yükselme	ascensión
yükselme	ascendente
yükselme	ascender
yükselme	elevación
yükselme	elevaciones
davranışları	conducta
davranışları	comportamientos
davranışları	conductas
davranışları	comportamiento
filo	flotas
filo	flota
filo	escuadrón
filo	escuadra
direnç	resistencia
direnç	resiliencia
direnç	resistencias
vatandaşlık	ciudadanía
vatandaşlık	nacionalización
vatandaşlık	nacionalidad
vatandaşlık	naturalización
temelleri	fundamentales
temelleri	fundaciones
temelleri	cimientos
temelleri	fundamentos
gitmiş	ido
kül	cenizas
kül	ceniza
veritabanı	bases
yoksul	pobrecito
yoksul	empobrecido
yoksul	mendigo
yoksul	pobres
yoksul	pobre
ilahi	divino
ilahi	divinos
ilahi	himno
ilahi	celestial
ilahi	salmos
ilahi	divina
ilahi	salmo
ilahi	celestiales
ilahi	divinas
turuncu	naranja
turuncu	anaranjado
yazarlık	autoría
yazarlık	escritura
yazarlık	redacción
yazarlık	escribir
yazarlık	escribiendo
arjantinli	argentino
yahudilik	judaísmo
sütun	columna
sütun	pilar
sütun	columnas
insanlık	humanidad
element	elementos
alem	borrachera
alem	orgía
alem	alcohol
hukukçu	jurista
lozan	lausana
aşama	fases
aşama	etapa
aşama	fase
aşama	etapas
yenilgi	derrota
yenilgi	derrotas
unvan	titulo
unvan	título
lisanslı	licenciado
lisanslı	licencia
lisanslı	licenciados
lisanslı	licenciada
temelli	basada
temelli	basado
çevrilmiş	traducido
çevrilmiş	traducidos
çevrilmiş	traducida
havayolu	aerolínea
havayolu	aerolíneas
havayolu	airways
ver	dar
dedesi	abuelito
dedesi	abuelo
içki	bebidas
içki	bebiendo
içki	bebida
içki	licores
içki	licor
içki	beba
içki	beber
içki	copas
içki	tragos
içki	bebe
sinagogu	sinagoga
internette	conectados
internette	conectado
planları	planos
planları	planes
uygulamalı	aplicada
uygulamalı	aplicados
uygulamalı	aplicadas
uygulamalı	aplicado
biliyor	sabe
biliyor	sé
biliyor	saber
biliyor	sepa
biliyor	conozca
faşist	fascistas
faşist	fascista
alet	aparato
alet	instrumento
alet	electrodomésticos
alet	herramienta
malzemeleri	ingredientes
gram	gramos
peynir	queso
peynir	quesos
selam	hola
modeller	maquetas
modeller	modelos
zihinsel	mentalmente
zihinsel	mentales
zihinsel	mental
değiştirilmiş	alterado
değiştirilmiş	alterada
değiştirilmiş	alterados
değiştirilmiş	modificada
değiştirilmiş	modificados
değiştirilmiş	modificado
değiştirilmiş	modificadas
geçiyor	pases
geçiyor	pasando
geçiyor	pasa
etkisiz	ineficaces
etkisiz	ineficacia
etkisiz	ineficaz
etkisiz	deshabilitar
etkisiz	desactivar
domuz	puerco
domuz	porcina
domuz	cochinos
domuz	porcino
domuz	porcinos
domuz	cerdos
domuz	cerda
domuz	cerdito
domuz	cerdo
domuz	cochino
karakteristik	característica
karakteristik	característicos
karakteristik	característico
şablonlar	plantillas
dal	picada
dal	rama
dal	bucear
dal	picado
dal	inmersión
dal	ramal
dal	ramita
dal	buceo
dal	sucursal
haklar	derechos
iranlı	iraní
iranlı	persa
iranlı	iraníes
iranlı	persas
tasarımcısı	diseñadores
tasarımcısı	diseñador
tasarımcısı	diseñadora
koordinat	coordinadas
koordinat	coordina
koordinat	coordenadas
koordinat	coordinar
tamam	vale
tamam	okey
tamam	ok
yak	arde
yak	quemar
yak	quema
yak	quemadura
abi	hermano
komite	comité
komite	comite
komite	comisión
saygılarımla	sinceramente
saygılarımla	atentamente
elçi	embajadora
elçi	enviada
elçi	enviado
elçi	embajador
ateşli	calientes
ateşli	caliente
ateşli	bombón
ateşli	calor
kralları	reyes
saygın	prestigio
saygın	respetados
saygın	respetado
saygın	respetables
saygın	respetable
saygın	prestigiosas
saygın	prestigioso
saygın	prestigiosos
saygın	prestigiosa
saygın	respetada
otomotiv	automotriz
otomotiv	automoción
takvim	calendarios
takvim	calendario
sistematik	sistemáticas
sistematik	sistemática
sistematik	sistemáticamente
sistematik	sistemático
sistematik	sistemáticos
basıldı	impresa
basıldı	impreso
basıldı	impresos
sünnet	prepucio
sünnet	circuncisión
sünnet	circuncidado
fil	obispo
fil	alfil
fil	elefante
seul	seúl
sular	aguas
silindi	suprimido
silindi	borrado
silindi	eliminada
silindi	eliminados
silindi	eliminado
geliştirildi	desarrollada
geliştirildi	desarrollados
geliştirildi	desarrollado
geliştirildi	desarrolladas
lale	tulipanes
tanrıça	diosa
taşıyıcı	transportador
taşıyıcı	transportadores
taşıyıcı	porteador
taşıyıcı	transportista
taşıyıcı	portaaviones
hafıza	recuerdo
hafıza	memoria
hafıza	recuerdos
amaçlar	finalidades
amaçlar	metas
amaçlar	propósitos
amaçlar	objetivos
amaçlar	goles
tarla	campo
tarla	campos
öldürülen	asesinado
öldürülen	asesinada
öldürülen	asesinados
tutuklu	reclusos
tutuklu	reclusa
tutuklu	recluso
tutuklu	prisionero
tutuklu	prisioneros
tutuklu	preso
tutuklu	detenido
tutuklu	prisionera
tankı	tanque
tankı	cisterna
tankı	tanques
vatikan	vaticano
bilgin	erudito
bilgin	estudioso
doğulu	oriental
doğulu	orientales
sağa	derecho
sağa	derecha
sağa	correcto
satır	fila
satır	lineas
satır	remar
satır	línea
satır	linea
satır	líneas
satır	rema
satır	hilera
koşullar	términos
koşullar	terminos
koşullar	condiciones
etkilenen	afectado
etkilenen	afectadas
etkilenen	afectados
etkilenen	afectada
etkilenen	afectó
danimarkalı	danés
danimarkalı	daneses
danimarkalı	danesa
danimarkalı	dinamarca
dışarıya	exterior
dışarıya	afuera
dışarıya	fuera
niye	porqué
yarın	manana
yarın	mañana
alıntı	citó
alıntı	extracto
alıntı	citado
alıntı	frases
alıntı	cotizaciones
alıntı	comillas
alıntı	cita
alıntı	cotización
alıntı	cotizar
alıntı	citas
alıntı	fragmento
alıntı	cotizado
alıntı	citar
gülen	riéndose
gülen	sonriente
gülen	riendo
sırtı	cresta
panama	panameño
sohbet	chatear
sohbet	charlar
sohbet	conversación
sohbet	charlando
sohbet	charla
yöneticileri	ejecutivas
yöneticileri	gestores
yöneticileri	ejecutivos
yöneticileri	directivos
yöneticileri	administradoras
yöneticileri	directores
yöneticileri	administradores
yöneticileri	gerentes
değiştir	variación
değiştir	sustituya
değiştir	cambios
değiştir	cambia
değiştir	modificar
değiştir	modifique
değiştir	sustituir
değiştir	cambiar
değiştir	modifica
değiştir	interruptor
değiştir	reemplazo
değiştir	reemplazar
değiştir	cambio
soğan	cebollas
soğan	cebolla
dizel	diésel
dizel	gasóleo
dizayn	diseñados
dizayn	diseñadas
dizayn	diseño
dizayn	diseñado
dizayn	diseñada
dizayn	concepción
tepkiler	reacciones
tepkiler	respuestas
haç	cruz
haç	cruzado
haç	cruce
haç	cruces
korudu	protegidas
korudu	protegida
korudu	protegido
korudu	protegidos
jel	geles
harici	externos
harici	externa
harici	externo
harici	exterior
harici	externamente
muhafazakar	conservadoras
muhafazakar	conservadora
muhafazakar	conservador
muhafazakar	conservadores
düşünerek	pensamiento
düşünerek	pensando
düşünerek	pensar
rejim	dietética
rejim	dieta
rejim	régimen
bozuk	roto
bozuk	corrompido
bozuk	corruptos
bozuk	rota
bozuk	quebrado
bozuk	rotos
bozuk	corrupto
çiftçi	agricultores
çiftçi	campesinos
çiftçi	agricultor
çiftçi	granjeros
çiftçi	granjero
çiftçi	campesino
bırakmak	renunciar
belgesi	certificado
önerilen	recomendado
önerilen	recomendada
önerilen	propuesta
önerilen	propuesto
önerilen	recomienda
önerilen	sugerido
önerilen	propuso
önerilen	sugerida
önerilen	recomendable
önerilen	recomendó
önerilen	proponía
önerilen	propuestas
önerilen	recomendados
önerilen	sugirió
gösterim	proyección
gösterim	impresión
gösterim	cribado
gösterim	impresiones
bahsedilen	mencionó
bahsedilen	mencionada
bahsedilen	mencionados
bahsedilen	mencionado
çevrildi	traducido
çevrildi	traducidos
çevrildi	traducida
afrikalı	africana
afrikalı	africano
afrikalı	africanas
afrikalı	africanos
sina	sinaí
birey	individuales
birey	individuo
adaylar	candidatos
adaylar	solicitantes
adaylar	nominaciones
adaylar	nominados
adaylar	candidatas
adaylar	aspirantes
adaylar	candidaturas
çevrimiçi	conectados
çevrimiçi	conectado
üyelik	pertenencia
üyelik	afiliaciones
üyelik	registros
üyelik	miembros
üyelik	inscripciones
üyelik	suscripciones
üyelik	abono
üyelik	membresía
üyelik	suscripción
üyelik	afiliación
aniden	repentina
aniden	súbito
aniden	repentinamente
aniden	súbitamente
aniden	súbita
aniden	repentino
garanti	garantía
garanti	garantizados
garanti	garantizado
garanti	garantizada
emirlikleri	emiratos
lojistik	logística
lojistik	logístico
kalmak	quedarse
avrasya	eurasia
kargo	envio
kargo	fletes
kargo	envíos
kargo	cargamento
kargo	envío
kargo	flete
kargo	mercancías
kargo	carga
şüphe	sospecha
şüphe	sospechas
şüphe	dudas
şüphe	dudar
şüphe	duda
şüphe	dudo
şüphe	sospechoso
şüphe	sospechosa
belçikalı	belgas
belçikalı	belga
belçikalı	bélgica
parçacıklar	partículas
çalışıyor	obras
çalışıyor	trabajar
çalışıyor	trabaja
çalışıyor	trabajos
çalışıyor	funcionando
çalışıyor	funciona
çalışıyor	trabajando
dağınık	dispersas
dağınık	disperso
dağınık	dispersa
dağınık	desordenada
dağınık	desordenado
dağınık	dispersos
doruk	pico
doruk	cenit
doruk	picos
doruk	clímax
dansçı	bailarina
dansçı	bailarín
far	faros
bilir	sabe
yakınındaki	cerca
saklı	escondido
saklı	oculto
saklı	ocultos
saklı	oculta
saklı	ocultas
koymak	poniendo
koymak	poner
faaliyetler	actividades
gezegenler	planetas
bileşik	compuestos
bileşik	compuestas
bileşik	compuesto
yasaları	leyes
rejimi	régimen
tuhaf	raro
tuhaf	extraña
tuhaf	impar
tuhaf	bizarro
tuhaf	impares
tuhaf	extraño
şüpheli	sospechosos
şüpheli	sospecha
şüpheli	dudoso
şüpheli	dudosa
şüpheli	sospechosas
şüpheli	sospechar
şüpheli	presuntos
şüpheli	dudosos
şüpheli	sospechado
şüpheli	dudosas
şüpheli	sospechoso
şüpheli	sospechosa
hâkim	juez
hâkim	magistrado
hâkim	jueza
basket	básquetbol
basket	aros
basket	baloncesto
açı	angulo
açı	ángulo
anma	conmemoración
anma	conmemorativo
anma	monumento
insani	humana
insani	humanitaria
insani	humanos
insani	humanitario
insani	humanitarios
insani	humanas
insani	humano
insani	humanitarias
etkileyici	impresionante
etkileyici	impresionantes
etkileyici	encantadora
etkileyici	encantadores
etkileyici	encanto
etkileyici	fascinante
etkileyici	fascinantes
etkileyici	encantador
toplar	cañones
toplar	cañón
toplar	cojones
toplar	bolas
toplar	cañon
toplar	pelotas
toplar	balones
abhazya	abjasia
istatistiksel	estadístico
istatistiksel	estadística
kabilesi	tribu
rafael	rafael
temsilcileri	repeticiones
temsilcileri	representantes
imar	zonificación
bireyler	individuales
bireyler	individuos
bireyler	particulares
yetki	autorización
yetki	autorizado
yetki	autorizada
yetki	autorizados
yetki	autoridad
yetki	autorizadas
söğüt	sauce
mezarlık	cementerio
sakinleri	residentes
sakinleri	habitantes
mekan	lugar
detayları	detalles
detayları	detalle
halı	alfombra
halı	alfombras
halı	moqueta
halı	tapices
halı	tapete
sıkıntısı	aburrimiento
sıkıntısı	escasez
amaçları	objetivos
teker	rueda
uygunsuz	inapropiada
uygunsuz	inapropiado
uygunsuz	inapropiados
uygunsuz	inadecuada
uygunsuz	inconvenientes
uygunsuz	inconveniente
uygunsuz	inadecuado
izleyici	espectador
izleyici	público
izleyici	localizador
izleyici	rastreador
izleyici	vigilante
izleyici	auditorio
izleyici	publico
izleyici	audiencia
izleyici	visor
saldırgan	agresivos
saldırgan	agresor
saldırgan	agresivas
saldırgan	agresivo
saldırgan	atacante
saldırgan	hostiles
saldırgan	hostil
saldırgan	agresiva
saldırgan	agresividad
saldırgan	ofensivo
saldırgan	ofensiva
nişancı	francotirador
nişancı	tirador
nişancı	francotiradores
dönmüş	girado
dörtlü	cuarteto
proton	protones
tamamlanmış	terminado
tamamlanmış	completados
tamamlanmış	completar
tamamlanmış	completado
tamamlanmış	completadas
tamamlanmış	completas
tamamlanmış	completa
tamamlanmış	completada
tamamlanmış	finalizado
tamamlanmış	completo
tilki	zorro
tilki	zorros
perküsyon	percusión
kabaca	aproximadamente
kabaca	crudamente
kayıtlar	discos
kayıtlar	inscripciones
kayıtlar	actas
kayıtlar	registros
engebeli	baches
tropikal	tropicales
tropikal	trópico
parçacıkların	partículas
gotik	gótico
gotik	gótica
koyar	pone
makedon	macedonio
mantar	seta
mantar	corcho
mantar	champiñones
mantar	hongo
mantar	setas
mantar	hongos
gösteriler	pantallas
gösteriler	actuaciones
gösteriler	demostraciones
gösteriler	representaciones
gösteriler	manifestaciones
gösteriler	expositores
deneyimli	experimentada
deneyimli	experimentados
deneyimli	experimentado
nedenleri	razones
nedenleri	motivos
nedenleri	causas
nedenleri	causa
dosyaları	expedientes
dosyaları	ficheros
dosyaları	archivos
paketi	bulto
paketi	paquete
özbek	uzbekistán
özbek	uzbeko
yatak	camas
yatak	lechos
yatak	lecho
yatak	colchones
yatak	cama
yatak	colchón
oluştu	formado
oluştu	constituido
oluştu	formadas
oluştu	formada
oluştu	formados
tünel	tunel
tünel	túneles
tünel	túnel
hamile	embarazadas
hamile	embarazo
hamile	embarazada
nohut	garbanzos
satılan	vendidas
satılan	vendida
satılan	vendidos
satılan	vendido
akrabalık	parentesco
akrabalık	relación
temizlik	limpiando
temizlik	limpieza
temizlik	limpiar
kapanış	epílogo
kapanış	cerrar
kapanış	cerrando
kapanış	clausura
kapanış	cierre
galeri	galería
galeri	galeria
dilek	desee
dilek	desearía
dilek	deseo
dilek	deseos
dilek	deseando
dilek	desea
çiftliği	rancho
zirvesi	cima
zirvesi	cumbre
zirvesi	cumbres
kanıtlar	evidencias
kanıtlar	evidencia
kanıtlar	pruebas
barok	barroca
barok	barroco
ud	laúd
tanıtımı	promoción
tanıtımı	promueva
tanıtımı	promover
tanıtımı	ascendido
tanıtımı	promociona
tanıtımı	promocionado
tanıtımı	promocion
tanıtımı	promocionada
tanıtımı	ascensos
tanıtımı	promovido
tanıtımı	promociones
tanıtımı	promocionar
tanıtımı	promocionando
tanıtımı	promoviendo
tanıtımı	ascenso
duvarları	muros
duvarları	murallas
duvarları	paredes
sevda	amar
sevda	amor
sevda	amores
tören	rituales
tören	ceremonia
tören	ceremonias
çekirdeği	núcleo
bayat	trillado
bayat	rancio
bayat	cursi
müslümanların	musulmanes
müslümanların	musulmán
müslümanların	musulmana
cadı	brujo
cadı	bruja
patlayıcı	explosivos
patlayıcı	explosivas
patlayıcı	explosivo
patlayıcı	explosiva
ufuk	horizonte
ufuk	horizontes
açıkçası	francamente
kader	destino
nem	humedad
çılgın	silvestre
çılgın	locura
çılgın	silvestres
çılgın	demente
çılgın	salvaje
çılgın	loco
çılgın	locos
çılgın	salvajes
çılgın	loca
üstünlük	dominio
üstünlük	superiores
üstünlük	superioridad
üstünlük	predominio
üstünlük	dominación
yarıda	interrumpió
yarıda	interrumpido
yarıda	interrumpida
porno	pornografía
porno	porno
hayati	vitales
patinaj	patinaje
patinaj	patinando
patinaj	patinar
kürtler	kurdos
belgeler	documentos
belgeler	documentación
değişmez	inmutable
uçar	vuela
uçar	moscas
adın	nombre
adın	denominación
taktik	táctico
taktik	tácticas
taktik	táctica
taktik	tácticos
geyik	venado
geyik	alces
geyik	alce
geyik	ciervos
geyik	ciervo
siteleri	sitios
siteleri	webs
siteleri	emplazamientos
noktalar	puntos
noktalar	manchas
yuva	nidos
yuva	nido
yuva	casa
yuva	inicio
yuva	hogar
uzayı	espaciales
uzayı	espacio
uzayı	espacial
ahit	testamento
orda	allí
orda	ahí
orda	ahi
nesli	generación
koltuk	sillones
koltuk	silla
koltuk	diván
koltuk	cátedra
koltuk	sofá
koltuk	sofa
koltuk	sillón
koltuk	asiento
yara	heridas
yara	cicatriz
yara	herida
yara	perjuicio
yara	lesión
yara	lesiones
yara	cicatrices
birleşmesi	fusión
kayak	esquís
kayak	esquiar
kayak	esqui
kayak	esquí
kayak	kayak
kayak	piragüismo
çevreleyen	circundantes
çevreleyen	rodea
çevreleyen	rodeando
bombası	granada
fikirleri	dictámenes
fikirleri	opiniones
politikalar	politicas
politikalar	pólizas
politikalar	políticas
engeller	bloques
engeller	cuadras
engeller	obstáculo
engeller	obstáculos
engeller	vallas
engeller	barreras
dosyası	archivo
dosyası	expediente
dosyası	fichero
cehennem	infierno
çarpışma	colisiones
çarpışma	enfrentamiento
çarpışma	repercusión
çarpışma	colisión
çarpışma	choque
çarpışma	impacto
yıkıldı	devastada
yıkıldı	devastados
yıkıldı	devastado
yıkıldı	devastadas
yıkıldı	demolido
atmosfer	ambientes
atmosfer	atmosférico
atmosfer	atmosféricos
atmosfer	ambiente
atmosfer	atmosfera
atmosfer	atmósfera
atmosfer	atmósferas
atmosfer	atmosféricas
atmosfer	atmosférica
kompozisyon	composición
kompozisyon	ensayo
saz	juncia
haberleşme	comunicaciones
