और	ve
प्रभुत्व	hakimiyet
प्रभुत्व	egemenlik
प्रभुत्व	üstünlük
बेहतरीन	mükemmel
तालिका	masa
तालिका	katalog
तालिका	tablo
तालिका	kataloğu
तालिका	sofra
वायुमंडल	atmosferi
वायुमंडल	ortam
वायुमंडल	atmosfer
यथार्थ	gercek
यथार्थ	reel
यथार्थ	gerçek
रहस्य	gizemli
रहस्य	sır
रहस्य	sırlar
रहस्य	gizli
रहस्य	sırları
रहस्य	gizem
फसलों	ekin
फसलों	ekinler
वृत्त	çember
वृत्त	daireler
वृत्त	halkalar
वृत्त	daire
रुपए	rupi
मोक्ष	kurtuluşu
मोक्ष	kurtuluş
पूरक	kompleman
पूरक	takviyeleri
पूरक	tamamlayıcı
स्पेस	boşluk
स्पेस	uzayı
स्पेस	uzay
नाटकीय	dramatik
रद्द	iptal
पैटर्न	desenleri
पैटर्न	desen
पैटर्न	şablon
गोल्डन	altin
गोल्डन	altın
प्रभु	rabbim
प्रभु	rab
खण्ड	kısım
खण्ड	bölümleri
खण्ड	bölümler
खण्ड	bölüm
खण्ड	kısımlar
खण्ड	bölümü
खण्ड	segmentler
नेत्र	göz
नेत्र	gözü
नेत्र	gözün
पोप	papa
लायक	değer
गरीबी	sefalet
गरीबी	yoksulluk
गरीबी	fakirlik
संगणक	bilgisayar
रूचि	ilgi
रूचि	faiz
रूचि	çıkarlarını
रूचि	faizi
रेगिस्तान	çöller
रेगिस्तान	çöl
व्यायाम	alıştırma
व्यायाम	egzersiz
एट	yemiş
एट	yedi
एट	yedim
भीतरी	içsel
सेनाओं	ordular
इंजीनियर	mühendis
इंजीनियर	makinist
इंजीनियर	mühendisi
भंडारण	depolama
भंडारण	saklama
भंडारण	depo
भंडारण	muhafazası
रोल	rulo
रहमान	merhametli
मुफ्त	ücretsiz
मुफ्त	özgür
मुफ्त	serbest
मुफ्त	bedava
तूफान	fırtına
वर्णमाला	alfabetik
वर्णमाला	alfabesi
लम्बा	uzundu
लम्बा	uzun
उद्धृत	alıntı
पावर	güç
भूत	hayalet
भूत	hayaletler
चिंतन	meditasyon
चिंतन	ilham
क्यूबा	küba
संश्लेषण	sentez
मूत्र	sidik
मूत्र	idrar
संस्कृतियों	kültürler
संस्कृतियों	kültür
उपासना	kulluk
उपासना	ibadet
अनंत	sonsuzluk
अनंत	sonsuz
बालों	sac
बालों	saçlar
बालों	saç
कुत्ते	köpekler
कुत्ते	köpek
फैली	yaygın
मुँह	ağzı
मुँह	ağzını
मुँह	ağız
मुँह	ağızdan
मुँह	ünlem
कम्युनिस्ट	komünist
प्रसंग	temalar
प्रसंग	tema
प्रसंग	temalı
पेड़ों	ağaç
पेड़ों	ağaçlar
धूप	güneş
धूप	günışığı
अफ़ग़ानिस्तान	afganistan
कॉमेडी	komedi
बर्तन	bulaşık
बर्तन	tabaklar
बर्तन	yemekler
अस्वीकार	reddetmek
अस्वीकार	inkar
अस्वीकार	düşüş
अस्वीकार	reddetme
अस्वीकार	inkâr
जाएगी	sarsıntı
मधुमेह	diyabetik
मधुमेह	diyabet
हॉट	ateşli
हॉट	sicak
हॉट	sıcak
पाठकों	okurlar
पाठकों	okuyucular
दमन	zulüm
दमन	söndürme
नाइट्रोजन	nitrojen
मार्गदर्शन	rehberlik
मार्गदर्शन	hidayet
समाजशास्त्र	sosyoloji
समापन	tasfiye
कर्तव्य	görev
कर्तव्य	görevleri
कर्तव्य	vazife
नस्ल	etnik
नस्ल	cins
केबल	kablolu
केबल	kablo
केबल	kabloları
केबल	kablolar
सिडनी	sidney
परिचालन	operasyonlar
परिचालन	direksiyon
परिचालन	operasyon
परिचालन	işlemler
हाइड्रोकार्बन	hidrokarbon
कश्मीरी	kaşmir
स्वप्न	hayal
स्वप्न	düş
स्वप्न	rüya
प्रसिद्धि	şöhret
प्रसिद्धि	ün
अपराधी	suç
अपराधी	suçlu
अपराधी	suçluyum
जिसको	kimi
जिसको	kime
नाट्य	tiyatro
दुकान	dükkan
दुकान	alışveriş
दुकान	mağaza
नियत	seti
सुना	dinledim
सुना	duydum
सुना	duyan
सुना	dinledi
सर्जरी	ameliyatlar
सर्जरी	ameliyat
सर्जरी	cerrahi
स्वरुप	formatları
भयंकर	korkunç
भयंकर	berbat
औषधीय	tıbbi
धमनी	arter
डाउनलोड	indirilen
डाउनलोड	indirin
डाउनलोड	indirmek
डाउनलोड	yükleme
डाउनलोड	indirilmiş
डाउनलोड	indir
डाउनलोड	indirme
डाउनलोड	indirildi
खुदरा	perakende
नीदरलैंड	hollanda
धर्मों	dinler
धर्मों	dinleri
प्रशंसकों	hayranları
प्रशंसकों	hayranlar
प्रशंसकों	taraftarlar
प्रशंसकों	taraftar
प्रशंसकों	hayran
घाव	yaran
घाव	yara
घाव	yarası
स्पोर्ट्स	spor
स्पोर्ट्स	sporlar
क्रॉस	çapraz
क्रॉस	haç
क्रॉस	karşıya
क्रॉस	hacı
साप्ताहिक	haftalık
अनुभूति	hissetmek
अनुभूति	his
अनुभूति	hissediyorum
अनुभूति	duygu
अनुभूति	hissediyor
मेजर	binbaşı
स्वतः	oto
स्वतः	otomatik
स्वतः	otomobil
थिएटर	tiyatro
थिएटर	tiyatrolar
थिएटर	sinemalarda
दूरसंचार	haberleşme
दूरसंचार	telekomünikasyon
खपत	tüketimi
खपत	tüketim
खपत	tüketilen
परिवेश	çevre
परिवेश	ortam
परिवेश	çevresi
सूजन	iltihap
सूजन	şişlik
सूजन	şişme
प्रतिरक्षा	bağışıklık
दृढ़	azimli
दृढ़	inatçı
दृढ़	kararlı
रोकथाम	önleme
रोकथाम	önlemek
सदियों	yüzyıllarca
सदियों	yüzyıllar
सदियों	asırlar
गुलाब	gülü
गुलाब	gülüm
गुलाब	gül
गुलाब	güller
झिल्ली	zar
भालू	ayı
दूरदर्शन	televizyon
दूरदर्शन	tv
सोमवार	pazartesi
सर्दियों	kış
गांवों	köyleri
ऑटो	oto
ऑटो	otomatik
ऑटो	otomobil
इलेक्ट्रिक	elektrik
इलेक्ट्रिक	elektrikli
शतक	asır
शतक	yüzyıl
हालत	durumu
हालत	şart
हालत	durum
हालत	koşul
मक्का	mekke
आस्था	inanç
आस्था	iman
अफगानिस्तान	afganistan
प्रभाग	bölünme
प्रभाग	bölüm
निष्पादन	gösteri
निष्पादन	performans
निष्पादन	idam
निष्पादन	infaz
निष्पादन	performansı
निष्पादन	uygula
निष्पादन	çalıştır
पहचाना	tanınan
पहचाना	tanıdı
पहचाना	tanımlanmış
वाहक	taşıyıcı
वाहक	operatör
स्वदेशी	yerli
अभिक्रिया	tepki
अभिक्रिया	reaksiyon
सुनने	işitme
सुनने	duyma
भ्रमण	turne
भ्रमण	tura
भ्रमण	tur
हड्डी	kemik
तन्त्र	sistemi
तन्त्र	sistem
तन्त्र	yazılım
वक्र	eğrileri
वक्र	eğri
वक्र	eğrisi
पुरातत्व	arkeoloji
पुरातत्व	arkeolojik
वरुण	neptün
आजाद	ücretsiz
आजाद	özgür
आजाद	serbest
आजाद	bedava
कॉर्पोरेट	şirket
कॉर्पोरेट	kurumsal
सांस	nefesi
सांस	nefes
आयाम	genlik
आयाम	boyutları
आयाम	boyutlar
आयाम	boyut
चन्द्रमा	ay
बेटियाँ	kadınlar
बेटियाँ	dişiler
बेटियाँ	kızları
बेटियाँ	dişi
जादू	sihirli
जादू	sihir
जादू	büyülü
जादू	büyü
कोच	koç
कोच	koçlar
कोच	antrenör
बंदी	tutuklu
बंदी	mahkum
बंदी	esir
बंदी	mahkûm
बंदी	tutsak
विष	zehirli
विष	zehir
वाद	izm
ऑडियो	ses
निधि	fon
निधि	fonlar
निधि	fonu
पैसा	para
पैसा	kolombiyalı
लोहा	demir
लोहा	ütü
स्मरण	hatırlatma
स्मरण	hatırlatmalar
स्मरण	anmak
स्मरण	anma
सेतु	briç
सेतु	köprüsü
सेतु	köprü
छिद्र	gözenekleri
फ़ोन	telefonları
फ़ोन	telefonlar
फ़ोन	telefon
अवकाश	bayramlar
अवकाश	tatil
अवकाश	tatilleri
अवकाश	bayram
अवकाश	tatiller
अध्यक्षता	başkanlığı
मुलाकात	randevu
बुरा	şeytan
बुरा	kötülük
बुरा	şer
बुरा	kötü
अफ़्रीकी	afrikalı
अफ़्रीकी	afrika
ब्रेक	mola
ब्रेक	kırma
ब्रेक	kırılır
ब्रेक	kır
ब्रेक	fren
ब्रेक	kırıklar
ब्रेक	kırıyor
एक्सचेंज	takas
एक्सचेंज	döviz
दक्षता	verim
दक्षता	verimliliği
दक्षता	verimlilik
पतली	cılız
पतली	ince
पतली	sıska
पतली	zayıf
बच्चा	çocuk
बच्चा	cocuk
बच्चा	çocuğum
न्यूज़	haberler
न्यूज़	haber
न्यूज़	haberleri
जलप्रपात	şelale
जलप्रपात	şelalesi
जलप्रपात	düşer
समर्थ	kadir
टॉप	üstü
टॉप	üstte
टॉप	üst
प्रिंस	prens
सशस्त्र	silahlı
टेलीफोन	telefon
सवार	sürücü
सवार	atlı
सवार	binici
सवार	süvari
नारी	kadınım
नारी	kadin
नारी	kadın
हार्ड	sert
हार्ड	zor
हार्ड	zoru
वसंत	bahar
वसंत	ilkbahar
वसंत	yay
बपतिस्मा	vaftiz
रचयिता	yazar
रचयिता	yazarlar
रचयिता	yazarı
यकृत	karaciğer
यकृत	ciğer
मेन	erkek
मेन	adamlar
मेन	erkekler
मेन	ana
डेनमार्क	danimarka
ऑपरेटिंग	işletim
लाइब्रेरी	kütüphaneler
लाइब्रेरी	kütüphane
लाइब्रेरी	kütüphanesi
प्राप्तकर्ता	alıcılar
प्राप्तकर्ता	alıcıları
प्राप्तकर्ता	alıcısı
प्राप्तकर्ता	alıcı
