ve	и
estetik	косметических
estetik	эстетика
iznik	никеи
mesleki	профессионал
mesleki	профессиональное
mesleki	профессиональная
yakası	ошейник
yakası	воротник
suçlu	преступные
suçlu	виновен
suçlu	уголовного
suçlu	преступник
suçlu	уголовное
suçlu	виновны
hapse	тюрьма
hapse	тюрьме
görüşler	отзыв
görüşler	мнение
görüşler	отклики
görüşler	отзывы
görüşler	мнения
toplantı	собрание
toplantı	заседание
toplantı	встречи
toplantı	совещания
toplantı	совещание
toplantı	заседания
toplantı	собрания
toplantı	встреча
toplantı	сбора
toplantı	сбор
mantık	логическое
mantık	рассуждения
mantık	логика
mantık	логично
kavak	коттонвуд
macera	приключения
macera	квест
macera	приключение
kızları	дочери
kızları	дочерей
kızları	дочки
tarif	описание
tarif	рецепт
tarif	направления
sidney	сидни
sidney	сидней
ölmüş	умершего
ölmüş	скончался
ölmüş	скончалась
ölmüş	покойный
ölmüş	умершие
şartları	условия
şartları	термины
cumartesi	суббота
cumartesi	субботу
sözlü	устно
sözlü	устный
sözlü	устное
sözlü	устные
pas	пройти
pas	пропуск
pas	ржавчины
pas	пас
evleri	дома
dram	драма
dram	драмы
sürgüne	изгнании
sürgüne	изгнание
kurma	формирования
kurma	формирование
kurma	формируется
gelenekleri	традиций
gelenekleri	традиции
adresi	адреса
adresi	адрес
eki	вложение
eki	привязанность
fakir	бедный
fakir	бедных
fakir	бедные
fakir	нищий
fakir	бедная
af	амнистию
af	амнистия
af	прощения
af	амнистии
af	прощение
senfoni	симфония
bağlandı	связаны
bağlandı	придает
bağlandı	связанный
bağlandı	прилагается
bağlandı	связанные
özür	извинения
özür	извинение
koruyucu	хранитель
koruyucu	защитное
koruyucu	защитные
koruyucu	защитника
koruyucu	защитник
koruyucu	опекун
koruyucu	страж
tema	тема
kuveyt	кувейта
kuveyt	кувейте
kuveyt	кувейт
hanlığı	ханство
cinsiyet	пол
silahı	пистолет
silahı	ствол
silahı	оружие
silahı	пушка
yahudileri	евреи
yahudileri	евреев
yahudileri	иудеи
taht	трон
taht	престол
gazetecilik	журналистики
haberler	рассказы
haberler	новости
haberler	новость
haberler	истории
nadiren	редко
sulu	водный
sulu	сочные
çinli	китайцы
çinli	китайская
çinli	китайское
çinli	китаец
çinli	китая
çinli	китайский
memur	офицер
memur	клерк
kuyruk	хвост
kuyruk	очереди
kuyruk	очередь
şirketler	компаний
şirketler	компаниям
şirketler	предприятия
şirketler	компании
şirketler	предприятий
şirketler	корпорации
şirketler	корпораций
ermeniler	армян
ermeniler	армяне
programlar	программы
işlevi	функции
işlevi	функция
moğolistan	монголии
moğolistan	монголия
füze	ракета
füze	ракет
füze	ракеты
belirsiz	неопределенным
belirsiz	неясно
belirsiz	неясным
belirsiz	непонятно
gazze	газа
gazze	газу
gazze	газы
arz	поставка
arz	снабжение
arz	поставки
sade	простой
sade	простая
sade	простое
sade	простые
okur	читает
okur	читатель
beraberlik	галстук
beraberlik	единения
beraberlik	ничья
zararlı	вредные
zararlı	вредных
federasyon	федерация
federasyon	федерации
özet	дайджест
özet	резюме
özet	сводка
katar	катаре
katar	катар
katar	катара
almanlar	немцы
tutum	настрой
tutum	позиция
tutum	отношение
çalışmış	работал
çalışmış	работали
çalışmış	сработало
çalışmış	работала
çapı	диаметр
geçerlidir	применяет
geçerlidir	действительное
geçerlidir	применяется
geçerlidir	действительный
kopenhag	копенгаген
kopenhag	копенгагене
donanım	снаряжение
donanım	оборудование
donanım	оборудования
donanım	аппаратура
sahili	побережье
sahili	берег
sahili	береговая
icat	изобрел
icat	изобрели
icat	изобретение
icat	изобрёл
organı	орган
kurumsal	институциональные
kurumsal	институциональная
kurumsal	корпоративный
kurumsal	энтерпрайз
kurumsal	корпоративной
kurumsal	предпринимательства
kurumsal	предприятие
kurumsal	предпринимательство
kurumsal	корпоративное
kurumsal	институциональных
kurumsal	корпоративные
fabrika	фабрика
fabrika	завод
sinyal	сигналы
sinyal	сигнал
araştırmacı	исследователь
araştırmacı	следователь
gama	гамма
cinayet	убийства
cinayet	убийство
farklılıklar	расхождения
farklılıklar	отличия
farklılıklar	разногласия
farklılıklar	различия
düzenlenmiş	регулируемых
düzenlenmiş	регулируется
