در	ドア
تراکم	凝縮
تراکم	圧縮
تراکم	縮合
سیر	ガーリック
سیر	にんにく
سیر	ニンニク
تصادفی	ランダム
تصادفی	アクシデント
تصادفی	事故
تصادفی	偶然
هیات	委嘱
هیات	委任
معیارهای	メトリック
معیارهای	指標
معیارهای	条件
معیارهای	基準
آنا	アンナ
آنا	アナ
سگ	イヌ
عوارض	合併症
عوارض	地形
استیون	スティーヴン
هیجانی	スリリング
هیجانی	感情
آگوست	アウグスト
آفریقایی	アフリカ
تکامل	進化
ایده	アイディア
ایده	アイデア
ایده	観念
نیرو	フォース
نیرو	強度
نیرو	体力
هندوستان	ヒンドゥスターン
هندوستان	インド
روان	ランニング
روان	走る
روان	流れる
مجری	提示
مجری	司会
مجری	プレゼン
ژیمناستیک	体操
خویشاوندان	親族
خویشاوندان	親戚
ضروری	緊急
ضروری	必需品
نیک	ニック
سرود	聖歌
زرین	黄金
زرین	ゴールデン
زرین	ゴールド
فرا	フラ
دکترای	医師
دکترای	医者
پرده	カーテン
پرده	画面
پرده	スクリーン
افسران	役員
آلبانی	アルバニー
آلبانی	オールバニ
وارنر	ワーナー
شور	塩水
شور	塩辛い
تمایل	意欲
فرم	フォーム
فرم	形式
فقه	法学
اسکندر	アレクサンダー
اسکندر	アレクサンドロス
اسکندر	アレキサンダー
نسبی	親戚
نسبی	相対
سیگنال	信号
سیگنال	シグナル
طرفداران	ファン
خریداری	購入
سینه	おっぱい
سینه	乳房
سینه	母乳
واشنگتن	ワシントン
آدم	アダム
سطحی	曲面
سطحی	表面
سطحی	浅瀬
سطحی	浅い
رقم	ディジット
ویروس	ウイルス
ویروس	ウィルス
ژنرال	一般
ژنرال	将軍
ژنرال	全般
قزاقستان	カザフスタン
زندانیان	囚人
ضربه	キック
ضربه	インパクト
ضربه	バンプ
ضربه	衝撃
ایر	空気
ایر	エア
ایر	航空
پیروز	勝つ
پیروز	勝ち
پیروز	勝利
نمایندگی	表現
نمایندگی	代理店
نمایندگی	エージェンシー
تایوان	台湾
تایوان	中華民国
قاسم	カシム
عقیده	意見
زیستی	生物
پزشکان	医師
پزشکان	医者
جاری	現在
سطوح	レベル
پیدایش	出現
پیدایش	ジェネシス
معلم	先生
معلم	教員
معلم	教師
پیشرفته	上級
آزمایشگاه	研究室
آزمایشگاه	ラボ
طیف	スペクトル
جزئیات	詳細
جزئیات	ディテール
حس	センス
حس	フィール
حس	感じる
حس	感覚
حس	気分
حس	フィーリング
پیرو	フォロワー
گفتمان	談話
کمبود	欠如
کمبود	不足
جوامع	コミュニティ
جوامع	社会
تیراندازی	射撃
استدلال	引数
استدلال	推論
استدلال	論証
قله	山頂
قله	ピーク
خودمختار	自律
یورو	ユーロ
حومه	田舎
حومه	郊外
اون	彼女
دفن	埋葬
دفن	埋める
خوردن	食べる
آنلاین	オンライン
ادعای	主張
ادعای	取得
ادعای	債権
شیشه	ガラス
شیشه	グラス
مربوطه	関連
انتخاباتی	選挙
انتخاباتی	選任
مقدماتی	小学校
قومی	民族
مجتمع	統合
دانشجو	生徒
دانشجو	学生
شاگردان	弟子
شاگردان	瞳孔
نوجوانان	青少年
نظم	オーダー
نظم	注文
معانی	意味
تنهایی	孤独
تنهایی	寂しい
آلفا	アルファ
چرخ	荷車
چرخ	ホイール
چرخ	車輪
چرخ	カート
هرات	ヘラート
هرات	複雑
هرات	コンプレックス
هرات	錯体
گردش	循環
گردش	観光
گردش	周遊
گردش	遠足
بم	バム
تبعید	亡命
تبعید	流罪
جنگلی	フォレスト
جنگلی	森林
جنگلی	ジャングル
روزگار	日数
آسیاب	グラインドコア
آسیاب	グラインド
آسیاب	ミル
بحرین	バーレーン
قربانی	犠牲
قربانی	生贄
جوزف	ヨセフ
آندره	アンドレ
پارس	バーク
پارس	樹皮
وکیل	弁護士
اختراع	発明
گرامی	名誉
گرامی	尊い
عمارت	マンション
داغ	ホット
داغ	暑い
داغ	熱い
جدایی	別れ
جدایی	分離
جدایی	別居
سفیر	サファイア
سفیر	アンバサダー
سفیر	大使
مزرعه	農場
مزرعه	ファーム
لیسانس	独身
تحقیقاتی	リサーチ
تحقیقاتی	研究
سینا	シエナ
سینا	シナイ半島
الفبای	アルファベット
حرفه	キャリア
حرفه	経歴
حرفه	職業
همراهی	エスコート
همراهی	護送
وسعت	拡大
ادب	マナー
ادب	礼儀
خودروی	ハイブリッド
خودروی	自動車
خودروی	クルマ
کوهی	マウンテン
بوسنی	ボスニア
افسانه	神話
افسانه	伝説
نجف	ナジャフ
قفقاز	コーカサス
مجاز	認可
معمولا	通常
اروگوئه	ウルグアイ
سراب	蜃気楼
گمان	意見
گمان	想定
گمان	空想
گمان	就任
گمان	ファンシー
چای	お茶
چای	紅茶
محاصره	封鎖
کف	フロア
اکران	スクリーニング
اکران	選考
فرماندار	知事
کنسرت	コンサート
بیمه	保険
آلبرت	アルバート
آلبرت	アルベルト
گلی	粘土
گلی	グリー
گلی	クレイ
کجا	どこ
قیام	スタンディング
ونزوئلا	ベネズエラ
سؤال	疑問
سؤال	質問
برآورد	見積もり
امیدوارم	ホープ
امیدوارم	希望
لیتوانی	リトアニア
علائم	症状
علائم	徴候
درونی	インテリア
درونی	内面
درونی	内装
درونی	内側
درونی	インナー
درونی	内部
سرور	サーバー
سرور	サーバ
موریس	モリス
موریس	モーリス
درج	挿入
سامسونگ	サムスン
الیزابت	エリザベス
وظایف	義務
وظایف	職務
سانتا	サンタ
سایه	シェイド
سایه	シャドー
سایه	シェーディング
سایه	日陰
سایه	シャドウ
سایه	シェード
مرور	ブラウズ
مرور	レビュー
مرور	審査
مرور	閲覧
پیروان	フォロワー
گذار	転移
گذار	変遷
وحدت	統一
الهام	インスピレーション
الهام	インスパイア
الهام	鼓舞
محبوب	最愛
محبوب	ポピュラー
محبوب	お気に入り
محبوب	人気
پروتکل	議定書
پروتکل	プロトコル
گام	ステップ
تحویل	配達
تحویل	デリバリー
تحویل	届け
تحویل	配送
تحویل	配信
سندی	サンディ
جلال	ジャラル
جلال	グローリー
راس	ロス
مشتری	カスタマー
مشتری	顧客
مشتری	クライアント
مشتری	ジュピター
مشتری	木星
مرده	デッド
نوجوانی	ティーン
نوجوانی	十代
ورزشکار	アスリート
ورزشکار	アスレチック
ورزشکار	スポーツ
هواگرد	飛行機
هواگرد	航空機
سونی	ソニー
تجدید	リニューアル
والتر	ヴァルター
والتر	ウォルター
چوبی	木造
چوبی	木製
چوبی	ウッド
چوبی	木材
پژوهشگران	研究者
دفاعی	防御
دفاعی	ディフェンス
دفاعی	抗弁
دفاعی	防衛
سیم	ワイヤ
سیم	針金
سیم	ワイヤー
نوادا	ネバダ
اصطلاحات	用語
اصطلاحات	規約
تخم	エッグ
سالم	ヘルシー
سالم	健康
کامرون	カメルーン
مسکن	住居
مسکن	住宅
تحریک	エキサイト
آرایه	配列
آرایه	アレイ
مکانی	場所
مکانی	スポット
حسابداری	経理
حسابداری	会計
آدرس	アドレス
آدرس	住所
الهی	ゴッド
سوار	ライダー
سوار	乗る
سوار	配車
نادرست	虚偽
اصلاحات	改良
اصلاحات	補正
اصلاحات	改善
اصلاحات	向上
اصلاحات	革新
اصلاحات	矯正
اصلاحات	改革
اصلاحات	リフォーム
تظاهرات	デモ
تظاهرات	デモンストレーション
تظاهرات	実演
تظاهرات	抗議
مرزی	国境
مرزی	ボーダー
مرزی	フロンティア
کارائیب	カリブ
گردن	ネック
تحصیلی	アカデミック
ویکتوریا	ビクトリア
ویکتوریا	ヴィクトリア
تجاوز	アサルト
تجاوز	侵略
تجاوز	強姦
تجاوز	暴行
تجاوز	レイプ
تبلیغاتی	広告
تبلیغاتی	プロパガンダ
فردا	明日
فردا	あした
کمتری	少ない
ترس	恐怖
ترس	恐れ
استیو	スティーブ
استیو	スティーヴ
استناد	サイテーション
تل	高い
تل	タル
قصر	宮殿
قصر	キャッスル
پرستاری	看護
رساله	パンフレット
توده	質量
توده	ミサ
گاو	カウ
دموکراتیک	民主主義
شعار	標語
شعار	スローガン
وحشی	サベージ
وحشی	野生
وحشی	ワイルド
خبرنگار	特派員
خبرنگار	ジャーナリスト
آنتونیو	アントニオ
واقعه	イベント
واقعه	行事
جلسه	会議
جلسه	ミーティング
جلسه	セッション
اکسیژن	酸素
عدالت	正義
فیلتر	フィルター
فیلتر	フィルタ
مترو	地下鉄
مترو	メトロ
دخالت	関与
دخالت	干渉
ابی	アビー
شهروندان	市民
رسم	伝統
رسم	プロット
ازبکستان	ウズベキスタン
تشویق	すすめる
تشویق	拍手
سرکوب	抑圧
هشدار	アラート
هشدار	警告
هشدار	警報
شاهین	ファルコン
معادله	方程式
کوچکتر	小さい
سیب	アップル
سیب	林檎
سیب	りんご
سیب	リンゴ
ولتاژ	電圧
ماهواره	サテライト
ماهواره	衛星
برگشت	戻る
برگشت	背中
برگشت	後ろ
برگشت	裏側
صلیب	十字
صلیب	クロス
صلیب	十字架
بیس	バス
بیس	ビス
بیس	ベース
بل	ベル
ناخالص	グロス
داوری	仲裁
داوری	審判
داوری	判決
داوری	ジャッジ
داوری	判断
داوری	裁判官
نمایشی	デモ
پراکنده	散逸
بیگ	ビッグ
بیگ	大きい
بیگ	大きな
محقق	研究員
محقق	研究者
اختلالات	疾患
اختلالات	無秩序
مأموریت	ミッション
قطار	列車
قطار	トレイン
قطار	電車
مهاجران	移民
پری	ペリー
موافقم	賛成
متحرک	モバイル
کوهستان	山脈
کوهستان	山地
کوهستان	マウンテン
حشرات	バグ
حشرات	不具合
حشرات	昆虫
دیسک	円盤
دیسک	ディスク
دوستی	友達
دوستی	友だち
دوستی	フレンド
دوستی	友情
دوستی	友人
تقلید	真似
تقلید	エミュレート
تقلید	模倣
نهضت	楽章
نهضت	ムーブメント
نهضت	十字軍
نهضت	運動
کهنه	オールド
کهنه	古い
اجباری	フォース
اجباری	強制
ضریب	係数
نان	カレー
نان	ナン
نان	パン
نان	ブレッド
امریکا	アメリカ
گرافیک	グラフィックス
گرافیک	グラフィック
بخصوص	特に
گازی	モペッド
مرکب	複合
مرکب	化合物
مرکب	インク
مرکب	コンポジット
ماندن	滞在
ماندن	ステイ
نفس	セルフ
نفس	ソウル
نفس	ブレス
نفس	霊魂
نفس	エゴ
نفس	自己
براون	ブラウン
براون	褐色
براون	茶色
واسطه	中間
واسطه	中級
فشرده	圧縮
مری	メアリ
مری	メリー
مری	メアリー
شطرنج	チェス
لیورپول	リヴァプール
لیورپول	リバプール
وسیع	ワイド
تار	ワープ
تار	タール
تار	ウェブ
سودان	スーダン
اسلواکی	スロバキア
شکلی	フィギュア
حرم	聖域
راهنما	ガイド
راهنما	マニュアル
راهنما	手動
دوستدار	愛する
دوستدار	あつい
دوستدار	愛着
رمز	暗号
سیدنی	シドニー
جونز	ジョーンズ
استانداردهای	規格
استانداردهای	基準
سران	チーフス
اپرا	オペラ
اسلحه	ガン
آلفرد	アルフレッド
نمادهای	シンボル
نمادهای	記号
بادی	バディ
فرانسیس	フランシス
امتداد	伸びる
سهم	貢献
سهم	出資
سهم	株式
سهم	寄与
سهم	シェア
متمرکز	濃縮
دلیلی	理性
دلیلی	理由
ماجرای	アドベンチャー
ماجرای	冒険
کارگر	分娩
کارگر	労働
دایره	円形
دایره	サークル
پروفسور	教授
مانی	マニ
سرپرستی	庇護
سرپرستی	監督
دان	ドン
سرچشمه	噴水
عقاید	意見
عقاید	信念
انفجار	爆発
خزندگان	爬虫類
تحمل	寛容
تحمل	許容
بنیانگذار	開祖
بنیانگذار	創始者
متخصص	スペシャリスト
متخصص	エキスパート
عاشق	ラブ
عاشق	ラヴ
لحظه	モーメント
لحظه	瞬間
داوران	裁判官
تسلیم	提出
تسلیم	送信
تسلیم	降伏
آستانه	アスタナ
اثرات	エフェクト
اثرات	効果
تعادل	バランス
تعادل	整える
تعادل	平衡
تعادل	トリム
تعادل	残高
تعادل	均衡
کاغذ	ペーパー
کاغذ	用紙
کاغذ	書類
زوج	カップル
زوج	ペア
گرگ	ウルフ
گرگ	オオカミ
تعقیب	追求
تعقیب	追跡
اسلوونی	スロベニア
سراسری	グローバル
هوش	知能
سنگاپور	シンガポール
مالیات	租税
مالیات	税金
