日本	japonya
ガイド	rehberi
ガイド	kılavuz
ガイド	rehber
ガイド	rehberlik
混乱	karışık
混乱	karışıklık
混乱	karıştı
混乱	pisliği
混乱	şaşkın
混乱	karmaşa
混乱	kargaşa
混乱	dağınıklık
ファースト	once
ファースト	öncelikle
ファースト	ilk
ファースト	önce
タワー	kule
タワー	kulesi
聖書	incili
聖書	incil
絵画	tablolar
絵画	resimler
絵画	boyama
絵画	tablo
絵画	resim
予算	bütçeleri
予算	bütçe
予算	bütçeyi
ボクシング	boks
スコットランド	iskoçya
フィリピン	filipinler
フィリピン	filipin
コート	ceket
コート	palto
コート	mahkeme
コート	saray
両方	darısı
両方	ikisi
両方	ikiside
災害	felaket
災害	felâket
災害	facia
災害	afet
災害	felaketler
イヤー	yıl
イヤー	yılı
イヤー	sene
経歴	kariyeri
経歴	kariyer
プール	havuzu
プール	havuzları
プール	bilardo
プール	havuz
社団	derneği
社団	dernek
ショップ	mağaza
ショップ	dükkanlar
ショップ	dükkan
ショップ	alışveriş
ショップ	mağazalar
仮面	maskesi
仮面	maskeli
仮面	maske
タクシー	taksiyle
タクシー	taksim
タクシー	taksi
相談	danışma
相談	istişareler
シナリオ	senaryo
楽章	hareketler
楽章	hareketlilik
楽章	hareket
ヒロイン	kahraman
モンゴル	moğol
モンゴル	moğolistan
辞任	istifa
誘導	indüksiyon
ウッド	ahşap
ウッド	ağaç
ウッド	tahta
ウッド	odun
離婚	boşanma
離婚	boşanmış
離婚	boşanmak
離婚	boşandı
スミス	demirci
デンマーク	danimarka
ペン	kalem
ペン	kalemler
ペン	kalemleri
ボーナス	prim
ボーナス	ikramiye
オフィス	ofisleri
オフィス	ofis
オフィス	büro
キャンペーン	kampanyalar
キャンペーン	kampanya
キャンペーン	kampanyaları
弟子	havariler
走る	koşarak
走る	koşuyor
走る	koş
走る	koşu
走る	kaç
走る	koşmak
走る	koşarken
走る	koşan
看護	hemşirelik
助手	yardımcı
助手	asistan
助手	asistanı
助手	yardımcısı
バラエティ	çeşitlilik
バラエティ	çeşitliliği
バラエティ	çeşitli
編纂	derleme
最低	berbat
最低	asgari
権限	yetkili
権限	yetki
権限	otorite
権限	izinler
権限	izinleri
クリスマス	noel
クリスマス	yılbaşı
マックス	maksimum
マックス	azami
退職	emeklilik
退職	emekli
署名	imzalayın
署名	imzalama
署名	tabela
署名	işaret
署名	imza
署名	onayla
コーラス	korosu
コーラス	koro
ホールディングス	holding
北西	kuzeybatı
ナンバー	numara
ナンバー	numarası
ナンバー	rakam
ナンバー	sayı
黒い	kara
黒い	siyah
校長	müdire
校長	müdür
集落	yerleşim
印刷	izi
印刷	baskı
印刷	yazdır
印刷	basım
クレジット	kredi
クレジット	krediler
クレジット	kredileri
発音	telaffuz
上部	üstü
上部	üstte
上部	üst
ショッピング	alışveriş
ショッピング	alışverişe
戻る	geri
戻る	arka
送信	gönder
送信	gönderin
送信	gönderiyorum
送信	giden
送信	gönderiliyor
送信	gönderiyor
パートナー	partner
パートナー	ortak
パートナー	ortakları
パートナー	ortaklar
ポスト	gönderi
防止	önleme
防止	önlemek
しかしながら	ancak
保障	garantili
保障	garantisi
保障	garanti
回答	cevapla
回答	yanıtlar
回答	cevap
回答	yanıt
回答	cevaplar
回答	yanıtları
回答	tepkiler
ダイヤモンド	elmaslar
ダイヤモンド	elmas
ダイヤモンド	karo
ダイヤモンド	pırlanta
デモ	gösteriler
デモ	gösteri
主体	denek
主体	konu
主体	konusu
主体	şahıs
小さい	az
小さい	kucuk
小さい	küçücük
小さい	minik
小さい	minicik
小さい	küçük
小さい	ufak
司令部	karargah
司令部	merkez
ユーロ	avro
コール	arayın
コール	ara
コール	arama
コール	çağrı
ヘル	cehennem
平野	sade
平野	apaçık
平野	yalın
平野	düz
養子	evlatlık
楽器	enstrüman
ラテン	latince
ツール	alet
ツール	aletler
ツール	aracı
ツール	araçlar
ツール	araç
同期	senkronize
司法	yargı
文明	uygarlık
文明	medeniyet
文明	medeniyetler
選考	seçim
選考	seçme
選考	gösterim
選考	seçimi
屋根	çatı
ファンタジー	fantazi
ファンタジー	fantezi
合戦	savaşlar
本文	beden
本文	vücut
本文	ceset
描写	tasvir
描写	tasvirleri
座席	koltuk
座席	koltuklar
騎手	jokey
連携	koordinasyon
レストラン	restoranlar
レストラン	lokanta
レストラン	restoran
レストラン	lokantası
クイーン	kraliçe
クイーン	vezir
信仰	inanç
信仰	iman
車庫	garaj
難しい	zordur
難しい	sert
難しい	zordu
難しい	zoru
難しい	zor
アマチュア	amatörler
アマチュア	amatör
アマチュア	amatörce
アルゼンチン	arjantin
シンガポール	singapur
コンテスト	yarışmaları
コンテスト	rekabet
コンテスト	müsabaka
コンテスト	rakip
コンテスト	yarışması
コンテスト	yarışma
無人	sahipsiz
故障	başarısız
故障	başarısızlık
故障	fiyasko
優先	öncelik
旅団	tugay
研修	eğitimi
研修	çırak
研修	stajyer
研修	antrenman
研修	eğitim
テロ	terörizm
テロ	terör
流行	eğilim
起源	köken
起源	kökeni
直径	çapı
攻略	yakala
攻略	yakalama
法学	kanun
法学	yasa
法学	hukuk
パッケージ	paket
パッケージ	paketi
パッケージ	paketleri
パッケージ	paketler
評論家	eleştirmenler
評論家	eleştiriler
評論家	eleştirmen
評論家	eleştirmeni
評論家	eleştiri
明日	yarin
明日	yarın
総督	vali
火災	ateşle
火災	ates
火災	yangın
火災	ateş
測定	ölçme
測定	ölçün
測定	ölçü
測定	ölçüm
測定	ölçülü
測定	ölçülen
測定	ölçüleri
測定	ölçümleri
測定	ölçümler
フェスティバル	festivali
フェスティバル	festivalde
人工	yapay
人工	suni
ファッション	moda
キーボード	klavye
滞在	kal
滞在	kaldı
滞在	kaldım
滞在	kalın
セブン	yedi
フィンランド	finlandiya
酵素	enzim
ジャケット	mont
ジャケット	ceket
ガル	kız
容量	kapasitesi
容量	kapasite
解消	çözüm
著者	yazar
著者	yazarlar
著者	yazarı
家臣	avans
ノルウェー	norveçli
ノルウェー	norveç
温度	isı
温度	sıcaklık
温度	sıcaklığı
認可	yetkili
認可	yetki
サム	şam
続編	devamı
改訂	revize
ライバル	rakipleri
ライバル	rakip
ライバル	rakibi
搭乗	yatılı
台風	tayfun
保守	muhafazakâr
保守	muhafazakar
保守	tutucu
保守	muhafazakarlık
カレッジ	üniversiteler
カレッジ	üniversite
カレッジ	kolej
フィリップ	filip
レオ	aslan
読む	okuma
読む	okuyun
読む	okumak
読む	oku
閉店	kapandı
閉店	kapatılmış
閉店	kapali
閉店	kapatıldı
閉店	kapalı
奴隷	köleleri
奴隷	köle
奴隷	köleler
モール	çarşı
モール	avm
ワークス	çalışıyor
ワークス	çalışır
事例	davalar
事例	vakalar
マイクロ	mikro
評論	eleştiriler
評論	eleştiri
ハワイ	hawai
ハワイ	havai
レコーディング	kaydı
レコーディング	kayıt
祖父	büyükbaba
祖父	dedesi
祖父	dede
解体	tahrip
解体	söküm
解体	yıkım
ラスト	son
ラスト	sonuncu
ラスト	sonuncusu
ヒル	tepe
異常	anormal
異常	anormallik
異常	anomaliler
プレミア	gala
プレミア	başbakan
プレミア	galası
ハンター	avcılar
ハンター	avcı
負担	yük
セルビア	sırbistan
セルビア	sırp
分子	molekül
分子	moleküller
分子	moleküler
開館	açık
開館	aç
開館	açın
開館	açıl
経路	rota
経路	patika
経路	yol
進化	evrim
データベース	veritabanları
データベース	veritabanı
特許	patent
イラン	iranlı
方言	lehçesi
方言	lehçe
方言	lehçeleri
構築	inşa
複合	kompozit
複合	bileşik
プロモーション	tanıtım
プロモーション	promosyonlar
プロモーション	promosyon
プロモーション	tanıtımı
プロモーション	terfi
アール	reis
受け入れ	kabul
ヴァイオリン	kemancı
ヴァイオリン	keman
モーニング	sabahlar
モーニング	sabah
モーニング	günaydın
外交	diplomasi
もっと	daha
もっと	devamı
射撃	çekim
射撃	atış
木造	ahşap
木造	tahta
メモリ	bellek
メモリ	hatıra
メモリ	hafıza
メモリ	hatıralar
メモリ	anılar
時計	izleyin
時計	saate
時計	saat
時計	izle
メイク	makyaj
メイク	yap
それでも	hala
それでも	hâlâ
それでも	halen
成人	yetişkin
少佐	binbaşı
パターン	şablon
パターン	desen
パターン	desenleri
複雑	karışık
複雑	kompleks
複雑	karmaşık
自殺	intiharı
自殺	intihar
ハル	gövde
チャレンジ	zorluklar
チャレンジ	meydan
シングルス	bekarlar
シングルス	tek
プリンス	prens
監視	gözlem
監視	gözetleme
監視	izlenmesi
監視	gözetim
監視	izleme
部品	parçalar
部品	parçaları
フィート	ayakları
フィート	ayak
フィート	ayaklar
フィート	ayağı
オーケストラ	orkestra
オーケストラ	orkestrası
キャスト	atın
キャスト	döküm
キャスト	alçı
風景	dekor
風景	yatay
風景	sahne
風景	manzara
風景	sahneler
オーディション	seçmeler
オーディション	seçmelere
南西	güneybatı
ペア	çifti
ペア	çiftler
ペア	çift
ペア	çiftleri
深い	derin
深い	derine
深い	derinden
いつも	hep
いつも	daima
いつも	herzaman
魚雷	torpil
魚雷	torpido
魚雷	torpidoları
出資	katkı
出資	bağış
出資	katkıda
読者	okurlar
読者	okuyucu
読者	okur
読者	okuyucular
モバイル	hareketli
モバイル	mobil
遺伝子	gen
遺伝子	genler
簡単	sade
簡単	kolay
簡単	basit
簡単	yavaş
輸出	ihraç
輸出	ihracat
来る	geliyorum
来る	geliyor
ボーイ	çocuk
ボーイ	cocuk
ボーイ	evlat
資源	kaynaklar
資源	kaynakları
資源	kaynak
材料	malzemeler
材料	materyal
材料	malzeme
材料	malzemeleri
材料	içindekiler
材料	madde
感情	duygular
感情	duyguları
感情	duygularını
感情	hisler
感情	duygu
流通	dağıtımı
流通	dağılımı
流通	dağıtım
ベルト	kemer
ベルト	kayış
ベルト	kuşak
ベルト	kemerleri
ファイター	savaşçı
ファイター	dövüşçü
ポンド	kilo
ポンド	pound
ポンド	sterlin
相続	varisi
相続	mirasçı
相続	vâris
相続	varis
相続	miras
タンク	tankı
態度	tavır
態度	duruş
態度	davranış
態度	tavırlar
態度	tutum
コンテンツ	içeriğe
コンテンツ	içeriği
コンテンツ	içerikler
コンテンツ	içerik
なぜ	niçin
なぜ	neden
なぜ	niye
メダル	madalyon
メダル	madalyonu
メダル	madalya
メダル	madalyası
ジャイアンツ	devler
発明	icatlar
発明	icat
発明	buluş
代替	alternatif
代替	alternatifi
関与	katılım
関与	katılımı
確率	olasılıklar
確率	olasılık
頭部	baş
頭部	kafası
頭部	kafa
病気	hastayım
病気	hastalıklar
病気	hastalık
病気	hasta
栽培	büyüyor
栽培	büyüyen
栽培	kültürlü
栽培	yetiştirme
栽培	büyüme
栽培	büyümek
感謝	minnettar
感謝	müteşekkir
感謝	şükran
感謝	minnet
住居	konutlar
住居	ikamet
住居	konut
住居	barınma
ヘビー	ağır
ヘビー	agir
不定期	düzensiz
隠し	saklı
隠し	gizlenmiş
隠し	gizlendi
隠し	gizli
手術	ameliyatlar
手術	ameliyat
手術	cerrahi
援助	yardım
魔女	cadılar
魔女	cadı
上場	kaydetti
官僚	bürokrat
官僚	bürokratlar
格闘	mücadele
費用	masrafları
費用	harcamalar
費用	giderler
費用	ücret
費用	ücreti
費用	maliyeti
費用	masraflar
費用	mal
費用	maliyetleri
費用	masraf
費用	maliyet
ソース	soslu
ソース	kaynakları
ソース	kaynağı
ソース	kaynak
ソース	sos
ソース	kaynaklar
ソース	sosu
フレーム	çerçevesi
フレーム	kare
フレーム	çerçeve
フレーム	çerçeveleri
ディーゼル	dizel
解析	analizi
解析	analiz
解析	analizler
ゲル	jel
既存	mevcut
青い	mavi
休日	bayramlar
休日	tatil
休日	tatilleri
休日	bayram
休日	tatiller
表紙	kapak
表紙	koru
タイガース	kaplanlar
王朝	hanedanı
タイヤ	lastikleri
タイヤ	lastikler
タイヤ	tekerlekler
タイヤ	lastik
タイヤ	tekerlek
イラク	iraklı
イラク	irak
ゾーン	bölge
ゾーン	bölgeler
鉱山	benimki
鉱山	benim
加工	işlem
加工	işleme
加工	işlenmesi
ラム	rom
ラム	kuzum
ラム	kuzu
激しい	vahşi
激しい	yoğun
激しい	şiddetli
サル	maymunları
サル	şal
サル	maymunlar
サル	maymun
収集	topla
収集	ödemeli
郊外	banliyö
修理	tamirat
修理	onarım
修理	tamiri
修理	tamir
相対	akraba
相対	akrabası
相対	akrabalar
相対	göreceli
オート	oto
オート	otomatik
オート	otomobil
先輩	yaşlılar
先輩	kıdemli
太字	cüretkar
太字	cesur
イブ	havva
後方	geri
後方	geriye
南東	güneydoğu
ビート	alt
効率	verim
効率	etkili
効率	verimli
効率	verimliliği
効率	verimlilik
会計	muhasebe
真実	gerçekler
真実	doğruluk
真実	gerçek
真実	hakikat
オレンジ	turuncu
オレンジ	portakal
半島	yarımadası
無視	gözardı
無視	görmezden
無視	aldırma
ウイルス	virüs
ウイルス	virüsten
ウイルス	virüsler
歌う	şarkı
原子	atomlar
原子	atomik
原子	atom
修道院	manastırlar
修道院	manastır
修道院	manastırı
同上	aynen
スマート	zeki
スマート	akıllıca
スマート	akıllı
カトリック	katolik
協奏曲	konçertosu
推測	tahmin
天才	dâhi
天才	dahi
天才	dahice
天才	deha
パイ	börek
パイ	turta
ロイヤル	kraliyet
サウンドトラック	müzikleri
課題	zorluklar
高原	yaylası
ショート	kısa
ショート	kisa
出席	katılan
出席	katılımı
出席	katılacak
出席	katılım
例外	istisna
コンセプト	konsepti
コンセプト	konsept
コンセプト	kavramları
コンセプト	kavram
気候	iklim
気候	iklimler
中華民国	tayvan
中華民国	tayland
出会い	karşılaşma
出会い	çıkmak
出会い	çıkmaya
出会い	flört
抗議	protesto
ワイン	şaraplar
ワイン	şarap
キャンプ	kampta
キャンプ	kampı
キャンプ	kamp
講演	nutuk
講演	dersler
講演	ders
講演	konferans
ラリー	miting
デザイナー	tasarımcısı
デザイナー	tasarımcılar
デザイナー	tasarım
デザイナー	tasarımcı
天国	cennet
乗客	yolcuları
乗客	yolcusu
乗客	yolcular
乗客	yolcu
応用	uygulamalı
タグ	etiketle
タグ	etiketler
タグ	etiket
タグ	etiketleri
直線	hattı
直線	hat
直線	satır
直線	çizgi
ダーク	koyu
ダーク	karanlık
権力	güç
ダウンロード	indirilen
ダウンロード	indirin
ダウンロード	indirmek
ダウンロード	yükleme
ダウンロード	indirilmiş
ダウンロード	indir
ダウンロード	indirme
ダウンロード	indirildi
論理	mantıksal
論理	mantık
論理	mantıklı
打者	vurucu
水素	hidrojen
発掘	kazı
発掘	kazılar
男爵	baronları
事前	avans
事前	önceden
共有	paylaşmak
共有	paylaşın
共有	paylaşımı
共有	paylaşım
共有	paylaş
共有	paylaşalım
共有	paylaşıldı
共有	paylaşılan
共有	paylaşma
共有	paylaştı
共有	paylaştım
タカ	atmaca
タカ	şahin
女神	tanrıça
季節	sezonu
季節	mevsimlik
季節	mevsim
季節	sezon
追放	sürgün
ダメージ	tazminat
ダメージ	zarar
ダメージ	hasar
ギア	vites
ギア	dişli
衛生	hijyen
請求	istek
請求	fatura
請求	rica
請求	talep
要約	özet
要約	özeti
ドキュメンタリー	belgesel
ライダー	sürücü
ライダー	atlı
ライダー	binici
ライダー	süvari
恐怖	korkmak
恐怖	korku
マジック	sihirli
マジック	sihir
マジック	büyülü
マジック	büyü
気温	isı
気温	sıcaklık
気温	sıcaklığı
授与	verilmesi
フェア	fuar
フェア	adil
船団	konvoy
要塞	kale
バカ	aptalca
バカ	aptallık
バカ	şapşal
バカ	salak
バカ	aptal
総裁	cumhurbaşkanlığı
総裁	başkanlık
総裁	başkanlığı
証言	ifadesi
証言	ifade
証言	tanıklık
有料	ücretli
有料	ödendi
有料	ödenen
子孫	soyundan
コミュニケーション	haberleşme
コミュニケーション	iletişim
ステップ	adım
ステップ	adımı
ステップ	adımlar
ステップ	basamak
ステップ	adımları
高山	alp
インドネシア	endonezya
義務	yükümlülükleri
義務	vazife
義務	zorunluluk
義務	görev
義務	görevleri
義務	yükümlülük
周波数	frekans
周波数	sıklık
周波数	frekansları
永遠	sonsuzluk
ユナイテッド	birleşmiş
ユナイテッド	birleşik
ユナイテッド	birlik
短縮	kısaltılmış
レンズ	objektif
レンズ	mercek
移民	göçmenlik
移民	göçmen
移民	göç
移民	göçmenler
一日	gündüz
一日	gün
一日	gun
バイエルン	bavyera
船舶	gemiler
船舶	gemileri
船舶	gemi
キャッチ	yakala
証拠	kanıtı
証拠	kanıt
証拠	kanıtlar
証拠	delil
証拠	deliller
証拠	burhan
コロンビア	kolombiyalı
コロンビア	kolombiya
イースト	doğu
イースト	doğuya
イースト	doğuda
数値	sayılar
数値	numaralar
数値	rakam
