категория	類別
движок	引擎
движок	發動機
девочки	女孩
девочки	女童
девочки	女生
освободить	釋出
освободить	釋放
гипотезы	假說
медицинская	醫務
медицинская	醫療
медицинская	醫學
логично	邏輯
выпускников	畢業生
выпускников	校友
жаль	可惜
месяцы	月份
месяцы	月
индонезия	印度尼西亞
дизайнер	設計師
стол	辦公桌
стол	書桌
стол	服務台
стол	表
могилы	墓穴
могилы	墳墓
королевская	皇家
королевская	皇室
белков	蛋白質
белков	蛋白
чан	張
чан	陳
чан	燦
улицах	街道
казнь	處決
казнь	執行
самцы	男性
убедить	說服
убедить	勸說
технику	技巧
технику	技術
частного	私人
частного	隱私
частного	私營
оригинальные	原
оригинальные	原文
оригинальные	原件
оригинальные	原創
оригинальные	原始
цветы	鮮花
цветы	花卉
цветы	花
цветы	花朵
цветы	花兒
рыцарь	騎士
прокат	租金
прокат	房租
прокат	租賃
прокат	租
литве	立陶宛
дам	水庫
дам	水電站
дам	大壩
дам	水壩
дам	壩
наблюдать	觀察
печатных	印刷
печатных	列印
северное	北方
северное	北部
ценностей	價值觀
ценностей	數值
ценностей	價值
ценностей	值
квадратный	平方
квадратный	方塊
квадратный	方形
квадратный	正方形
квадратный	廣場
малайзии	馬來西亞
реплика	提示
одежда	衣服
одежда	服裝
одежда	衣物
промышленные	工業
тяжёлая	重
тяжёлая	重型
тяжёлая	沈重
оппонентов	對手
вдова	遺孀
вдова	寡婦
вдова	喪偶
грибы	真菌
грибы	香菇
грибы	蘑菇
разрешить	許可證
разрешить	許可
разрешить	授權
разрешить	容許
разрешить	允許
верфи	造船廠
верфи	船廠
псевдонимы	別名
законодательство	立法
сзади	後方
сзади	背後
сзади	後面
сзади	身後
тон	基調
тон	語氣
тон	色調
тон	音調
тон	音
тон	噸
планете	星球
планете	行星
потомков	後裔
потомков	後代
регистр	登記
регистр	註冊
регистр	登記處
прототип	原型
творческий	創造性
творческий	創作
творческий	創意
геологии	地質學
геологии	地質
химический	化學品
химический	化學
астрономы	天文學家
нижние	較低
нижние	更低
нижние	低
чистой	清潔
чистой	乾淨
среду	週三
среду	星期三
уголовное	罪犯
капитал	資本
капитал	首都
монография	專論
гвинеи	幾內亞
вкус	味覺
вкус	味道
вкус	口味
вкус	品味
племя	部族
племя	部落
атлетика	田徑
трудящихся	工人
трудящихся	勞動者
ставки	投注
ставки	利害關係
люблю	戀愛
люблю	愛情
люблю	愛
подруга	女友
подруга	朋友
подруга	女朋友
подруга	好友
клиентов	客戶
клиентов	顧客
выпускник	研究生
выпускник	畢業
выпускник	畢業生
возникновение	湧現
возникновение	興起
гвинея	幾內亞
реформа	改革
войти	輸入
