年	jaar
補充	aanvullen
補充	toeslag
責任	verantwoordelijkheid
責任	verantwoordelijkheden
責任	aansprakelijkheid
責任	aansprakelijk
得分	scoren
彗星	komeet
彗星	kometen
山坡	hellingen
山坡	pistes
敵人	vijand
箭	pijl
箭	pijlen
受歡迎	populaire
受歡迎	populair
警報	signalering
警報	waarschuwing
警報	alarm
兩次	tweemaal
簽署	ondertekening
簽署	getekend
簽署	handtekening
簽署	ondertekend
簽署	gesigneerd
簽署	ondertekende
簽署	ondertekenen
上游	stroomopwaarts
紅外線	infrarood
酶	enzymen
酶	enzym
外部	uitwendig
外部	extern
外部	buiten
外部	buitenkant
可用	beschikbaar
可用	verkrijgbaar
可用	beschikbare
日本人	japanners
日本人	japanse
日本人	japans
黑人	zwart
黑人	zwarte
鹽	zout
浮	zwevende
浮	zwevend
浮	zweven
浮	drijvend
浮	drijvende
向量	vectoren
向量	dragers
數碼	digitaal
態度	attitude
態度	houdingen
態度	houding
穆罕默德	mohammed
成分	ingrediënt
成分	ingrediënten
模特兒	modellen
逐步	progressieve
逐步	vooruitstrevend
逐步	progressief
逐步	geleidelijke
逐步	geleidelijk
保羅	paulus
防禦	verdediging
防禦	defensieve
防禦	defensief
防禦	defensie
防禦	verdedigen
先前	vroeger
先前	voorheen
先前	vorige
先前	eerdere
先前	voordien
先前	eerder
先前	vorig
先前	voorgaande
推翻	omverwerping
簽名	ondertekening
簽名	getekend
簽名	handtekening
簽名	teken
簽名	ondertekend
簽名	gesigneerd
簽名	ondertekenen
簽名	tekenen
簽名	ondertekende
簽名	onderteken
回歸	terugkeren
回歸	terugkeer
回歸	achteruitgang
回歸	regressie
回歸	retour
定理	stelling
損失	verliezen
損失	verlies
注入	injecteren
注入	injectie
注入	infuus
注入	inspuiting
獅	leeuw
推廣	bevordering
推廣	promoot
推廣	promoties
推廣	promoten
推廣	bevorderen
推廣	promotie
僧	monnik
升級	opwaardering
升級	upgraden
升級	opgewaardeerd
升級	opwaarderen
嘗試	probeer
嘗試	poging
嘗試	proberen
財政	fiscaal
氣象	weer
氣象	meteorologie
氣象	meteorologische
人文	geesteswetenschappen
魚類	vissen
造型	modellering
造型	modelleren
書籍	boek
書籍	boeken
各國	landen
施工	opbouw
施工	constructie
施工	bouw
施工	bouwnijverheid
施工	bouwen
效率	doeltreffendheid
效率	doelmatigheid
效率	efficiëntie
六十	zestig
地域	aardrijkskunde
地域	geografie
函數	functies
函數	functie
勳章	medailles
勳章	medaille
為何	waarom
大橋	brug
征服	veroveringen
征服	overwinnen
征服	veroveren
征服	verovering
整體	holistische
聚集	samenkomst
聚集	verzamelen
定位	positionering
定位	lokaliseren
弓	buigen
弓	buiging
弓	buig
弓	boog
弓	boeg
弓	strikken
弓	bogen
專用	opgedragen
專用	toegewijd
專用	toegewijde
專用	gewijd
女演員	actrice
女演員	actrices
防守	verdedigen
防守	defensie
防守	verdediging
宣告	afkondiging
宣告	aankondiging
宣告	proclamatie
宣告	verklaren
宣告	mededeling
宣告	verklaar
宣告	uitroepen
宣告	bekendmaking
評價	beoordeling
評價	evaluatie
評價	evaluaties
蛋	eitjes
蛋	ei
蛋	eitje
蛋	eieren
鱷	krokodillen
鱷	krokodil
關閉	afsluiten
關閉	sluit
關閉	sluiten
關閉	dichtbij
關閉	af
瓊	johanna
口徑	kaliber
裁判	scheidsrechter
科學家	wetenschapper
科學家	wetenschappers
小小	piepklein
下方	onderkant
下方	onder
下方	bodem
下方	hieronder
架構	architectuur
葬	begrafenis
共享	delen
共享	deel
共享	gedeeld
共享	aandelen
共享	gedeelde
累	moe
累	vermoeid
星期	weken
星期	weekje
竣工	voltooiing
指引	gids
指引	handleiding
加工	verwerken
加工	verwerking
斯洛伐克	slowakije
等待	afwachten
等待	wachten
等待	wacht
等待	wachtende
山地	berg
山地	bergachtige
改良	verbeteringen
改良	verbeterd
改良	verbetering
改良	verbeterde
劇本	scenario
發動機	motoren
發動機	motor
發動機	motorische
完美	perfecte
完美	perfectie
夏天	zomer
氧	zuurstofgehalte
氧	zuurstof
借	leen
借	leende
借	lenen
借	geleend
借	geleende
立陶宛	litouwen
縮寫	initialen
縮寫	afkorting
玫瑰	roos
玫瑰	rozen
記憶	geheugen
記憶	herinnering
記憶	herinneringen
座位	stoelen
座位	zetel
座位	zitplaats
座位	zitplaatsen
座位	stoel
座位	zetels
宣言	declaratie
宣言	aangifte
宣言	verklaring
宣言	manifest
期刊	dagboeken
期刊	periodiek
期刊	tijdschriften
期刊	tijdschrift
期刊	dagboek
期刊	periodieken
大規模	enorme
大規模	massale
大規模	massief
大規模	massaal
合同	contracten
遊行	optocht
遊行	paraderen
遊行	processie
喜劇	komedie
人氣	populaire
人氣	populariteit
人氣	populair
順利	glad
順利	soepel
順利	gladde
美術	kunst
光明	lichte
光明	licht
平安	veilig
平安	vrede
平安	veilige
平安	kluis
事務所	firma
垂直	loodrecht
垂直	verticaal
垂直	verticale
垂直	loodrechte
同學	klasgenoot
同學	klasgenoten
主辦	gehost
主辦	georganiseerd
技能	vaardigheden
技能	kunde
技能	vaardigheid
帆	varen
雅典	athene
姓氏	familienaam
姓氏	achternaam
立場	positie
豐富	rijk
豐富	overvloedig
豐富	overvloedige
豐富	rijken
砂	zand
上方	boven
上方	hierboven
男孩	jongen
男孩	jongens
梨	peren
梨	peer
加速	acceleratie
加速	versnelling
加速	versnellen
感情	emotie
感情	gevoelens
感情	relatie
感情	emoties
狐	vos
狐	vossen
重複	dupliceren
重複	dubbele
重複	duplicaat
自殺	zelfmoord
自殺	zelfdoding
比利時	belgie
比利時	belgië
智慧	inlichtingen
智慧	wijsheid
智慧	inlichtingendienst
智慧	intelligentie
尺寸	maten
尺寸	maat
尺寸	afmetingen
尺寸	grootte
尺寸	afmeting
尺寸	formaat
尺寸	omvang
尺寸	dimensies
嫁	trouwen
嫁	trouw
信徒	gelovigen
同志	kameraad
騎	rit
體育館	sportschool
體育館	gymzaal
體育館	stadion
逆	omkeren
逆	omgekeerd
逆	achteruit
逆	omgekeerde
鐘	klok
分享	delen
分享	deel
分享	gedeeld
分享	aandelen
分享	gedeelde
班機	vlucht
入圍	finalisten
時報	tijden
擴大	vergroot
擴大	vergrote
擴大	uitgebreid
擴大	uitbreiden
擴大	uitbreiding
擴大	expansie
讀者	lezer
讀者	lezers
有名	beroemde
有名	beroemd
指數	registers
指數	indexen
指數	indexeren
指數	exponentiële
指數	indexcijfer
指數	exponentieel
猴	aapje
猴	aap
帝王	keizerlijke
帝王	keizerlijk
撰寫	schrijven
撰寫	geschreven
撰寫	schriftelijke
撰寫	schrijf
就像	zoals
絕對	absoluut
重點	focussen
重點	concentreren
感覺	voelt
感覺	gevoel
感覺	voelen
感覺	voel
左翼	links
左翼	linkse
左翼	linker
種族	ras
種族	rassen
種族	etniciteit
限	limieten
限	gelimiteerd
限	beperkt
限	limiet
限	beperken
限	beperkte
休息	breken
休息	uitrusten
休息	rusten
休息	pauze
休息	rust
曲目	rupsbanden
曲目	sporen
曲目	spoor
曲目	nummers
曆	agenda
曆	kalender
東區	oost
東區	oosten
定期	regelmatig
定期	regulier
定期	periodiek
定期	reguliere
定期	regelmatige
反抗	opstand
殺害	moorden
席位	stoelen
席位	zitplaatsen
席位	zetels
穿越	oversteken
穿越	overschrijden
穿越	oversteek
株	stam
株	stammen
管制	controles
轄區	meierij
咖啡	koffie
胸	borstkas
胸	borst
胸	borsten
眼睛	oog
眼睛	ogen
眼睛	oogjes
亂	puinhoop
亂	rommelig
亂	slordig
亂	rotzooi
星座	sterrenbeelden
星座	sterrenbeeld
星座	constellatie
星座	horoscoop
否則	anders
貴族	edele
貴族	adel
貴族	edel
貴族	nobele
貴族	nobel
殺死	doden
殺死	slacht
殺死	slachten
訊息	bericht
訊息	boodschap
訊息	berichten
訊息	berichtje
訊息	boodschappen
浪漫	romantisch
浪漫	romantiek
浪漫	romanticus
浪漫	romantische
窗	ruiten
窗	ramen
窗	vensters
窗	raam
窗	venster
主權	soevereiniteit
主權	soevereine
主權	soeverein
探索	ontdekking
探索	verkenning
探索	exploratie
探索	ontdekkingen
探索	verkennen
探索	ontdek
探索	ontdekken
簽約	ondertekening
簽約	ondertekenen
參賽者	deelnemers
參賽者	deelnemer
晚間	avond
晚間	avondje
望遠鏡	verrekijker
望遠鏡	telescopen
望遠鏡	telescoop
手槍	pistolen
手槍	pistool
月份	maanden
月份	maand
月份	maandje
月份	maandenlang
軸	as
軸	schacht
軸	bijlen
軸	assen
內地	vasteland
內地	achterland
內地	binnenland
內地	interieur
電車	tram
唇	lippen
緊急	spoed
緊急	dringend
緊急	urgentie
適合	passen
適合	geschikt
適合	geschikte
價格	prijzen
價格	prijs
精選	aanbevolen
精選	uitgelicht
精選	uitgelichte
銅	koper
銅	bronzen
銅	brons
單一	alleenstaand
單一	pfeiffer
單一	vrijgezel
單一	alleenstaande
象徵	symbolische
象徵	symbolisch
象徵	symbool
精靈	geest
精靈	elfen
精靈	elfje
事實	waarheid
事實	feiten
巨人	reuze
巨人	reuzen
巨人	reus
無限	oneindigheid
無限	onbeperkt
無限	onbegrensd
無限	onbeperkte
無限	grenzeloos
無限	oneindig
無限	oneindige
王后	koningin
永遠	altijd
充分	volledig
難	harde
難	lastig
難	moeilijk
難	moeilijke
污染	contaminatie
污染	vervuiling
污染	besmetting
污染	verontreiniging
更高	groter
更高	hogere
更高	langer
更高	hoger
戰術	tactisch
戰術	tactiek
戰術	tactieken
戰術	tactische
宿舍	slaapzalen
宿舍	slaapzaal
宿舍	studentenhuis
追求	achtervolging
追求	nastreven
追求	zoektocht
追求	achtervolgen
追求	queeste
衛生	sanitair
衛生	hygiënisch
衛生	sanitaire
衛生	hygiëne
衛生	hygiënische
南斯拉夫	joegoslavische
南斯拉夫	joegoslavië
符號	symbolen
符號	symbool
誕生	geboren
議題	onderwerpen
緬甸	birma
七十	zeventig
規範	normatieve
規範	normen
環球	universeel
環球	universele
環球	aardbol
燈	verlichting
燈	lampen
燈	licht
燈	lichten
燈	lichtjes
交換	uitwisseling
交換	ruilen
交換	omwisselen
交換	ruil
交換	uitwisselen
交易所	uitwisselen
交易所	uitwisselingen
交易所	uitwisseling
交易所	ruil
印象	weergaven
印象	indrukken
印象	impressie
印象	indruk
乳	melk
提前	vroeg
提前	vroege
神奇	wonderbaarlijk
神奇	verbazingwekkend
神奇	magisch
神奇	magische
神奇	geweldig
神奇	magie
週刊	weekoverzicht
週刊	wekelijks
週刊	wekelijkse
示威	betogingen
示威	demonstraties
示威	demonstratie
示威	betoging
示威	manifestaties
吐	spuwen
吐	spugen
撞擊	effect
撞擊	aanrijding
撞擊	inslag
撞擊	aanvaring
撞擊	botsing
傑出	uitmuntend
傑出	uitstaande
外圍	perifeer
日子	dagen
種子	zaad
種子	zaden
種子	zaaizaad
種子	zaaigoed
樂園	paradijs
排行	ranglijst
排行	rangschikking
排行	rangschikken
標本	specimen
瀑布	watervallen
瀑布	waterval
瀑布	valt
瀑布	vallen
呈現	presenteren
維護	onderhoud
搜尋	zoek
搜尋	zoeken
搜尋	zoektocht
搜尋	doorzoeken
搜尋	zoekende
搜尋	zoekopdracht
米蘭	milaan
德州	texaanse
威尼斯	venetië
威尼斯	venetie
答	antwoord
答	beantwoorden
折	vouw
折	plooi
折	vouwen
鼓勵	aanmoedigen
鼓勵	aanmoediging
鼓勵	bemoedigend
考試	tentamens
考試	examen
考試	examens
展覽	expositie
展覽	tentoonstellingen
展覽	bewijsstuk
展覽	exposities
展覽	tentoonstelling
柬埔寨	cambodja
輸入	invoer
輸入	invoeren
處理器	verwerker
無效	ongeldig
無效	ongeldige
贊助	gesponsord
贊助	gesponsorde
贊助	sponsoring
贊助	sponsoren
保守	conservatief
保守	conservatieve
幫忙	hulp
幫忙	helpen
競賽	wedstrijdje
競賽	ras
競賽	prijsvraag
競賽	competities
競賽	concurrentie
競賽	competitie
競賽	mededinging
競賽	wedstrijd
競賽	wedstrijden
首歌	nummer
首歌	zang
首歌	liedje
首歌	lied
神話	mythologie
神話	mythes
神話	mythe
神話	mythen
股票	voorraad
股票	voorraden
實現	realisatie
實現	realiseren
八十	tachtig
出局	eruit
出局	uit
瑪麗	maria
戰場	slagveld
平等	gelijk
平等	gelijke
平等	gelijkheid
價	prijzen
價	prijs
聽	luister
聽	luisteren
困難	lastig
困難	moeilijke
困難	moeilijkheid
困難	moeilijkheden
困難	moeilijkheidsgraad
困難	moeilijk
機車	locomotief
機車	motor
機車	motorfiets
危險	gevaar
危險	gevaarlijk
危險	gevaarlijke
危險	gevaren
強大	sterk
強大	sterken
強大	sterke
強大	machtig
強大	krachtig
強大	krachtige
技巧	vaardigheden
技巧	kunstjes
技巧	techniek
技巧	kunde
技巧	trucs
技巧	trucjes
技巧	vaardigheid
外國	buitenlands
帽	hoed
帽	petten
帽	dop
帽	doppen
帽	pet
帽	muts
公寓	appartementen
公寓	plat
接管	overname
一面	zijde
一面	kant
一面	zijkant
奧運會	olympische
聯絡	contactpersoon
漢語	chinees
漢語	chinezen
下載	downloaden
獅子	leeuwen
獅子	leeuw
裡面	binnenkant
裡面	binnen
修道院	abdij
修道院	klooster
租借	huurcontract
總監	hoofdinspecteur
總監	hoofdagent
地中海	mediterrane
釋放	loslaten
釋放	vrijlating
釋放	vrijgeven
釋放	vrijgave
戰艦	oorlogsschepen
戰艦	slagschip
戰艦	oorlogsschip
登記	inschrijving
登記	inschrijven
登記	registratie
登記	registreren
黃色	geel
黃色	gele
提案	voorstel
學士	vrijgezel
批判	kritische
批判	kritisch
批判	kritiek
傀儡	marionetten
傀儡	marionet
傀儡	poppen
馬力	pk
熟悉	vertrouwd
熟悉	bekend
海水	zeewater
聖經	bijbelse
聖經	bijbels
聖經	bijbel
村民	dorpsbewoners
村民	dorpeling
村民	dorpelingen
招生	inschrijving
招生	toelating
拱	boog
現有	bestaand
現有	bestaande
銀河	sterrenstelsel
銀河	melkwegstelsel
銀河	melkweg
銀河	galactische
寶貝	schatje
寶貝	schat
創辦人	stichter
創辦人	oprichter
公會	gilde
地質	geologie
地質	geologisch
政委	commissaris
實力	kracht
實力	sterkte
初步	voorlopige
獎金	bonussen
營業	openen
閱讀	lectuur
閱讀	gelezen
閱讀	lezen
閱讀	lees
閱讀	lezing
檢查	controleer
檢查	controleren
增強	versterkt
增強	verbeterd
增強	verbetering
增強	verbeteringen
聲稱	beweren
聲稱	claimde
聲稱	geclaimde
聲稱	claimen
聲稱	beweerde
聲稱	geclaimd
聲稱	opgeëist
恐	verschrikking
恐	terreur
神父	vader
沙漠	woestijn
沙漠	woestijnen
腿	been
腿	poten
腿	poot
腿	beentjes
腿	benen
障礙	belemmeringen
障礙	barrières
障礙	hindernis
障礙	obstakels
障礙	obstakel
障礙	belemmering
障礙	hindernissen
炸彈	bommen
炸彈	bom
空氣	lucht
外界	buitenstaanders
小孩	kinderen
小孩	kind
小孩	jongen
法令	decreet
法令	decreten
多種	meervoudige
多種	meervoudig
多種	meerdere
多種	veelvoud
鰻	paling
鰻	aal
保險	verzekering
保險	verzekeringen
遺址	ruines
遺址	ruïne
遺址	ruïnes
煤	kool
煤	steenkool
煤	kolen
一旦	eens
慢	traag
慢	langzaam
慢	langzame
親自	persoonlijk
姐姐	zusje
姐姐	zus
姐姐	zuster
單打	vrijgezellen
子彈	kogel
週期	cycli
週期	periodiciteit
週期	frequentie
週期	cyclus
週期	kringloop
彩虹	regenboog
彩虹	regenbogen
賽車	racen
模仿	imitatie
模仿	parodie
模仿	imiteren
一代	opwekking
一代	generaties
一代	generatie
論壇	fora
祖先	voorvaders
祖先	voorvader
祖先	voorouder
祖先	voorouders
祖先	voorvaderen
祖先	voorouderlijke
複雜	complexiteit
複雜	gecompliceerd
複雜	gecompliceerde
複雜	ingewikkelde
複雜	complexe
複雜	ingewikkeld
戰略	strategieën
戰略	strategie
復興	heropleving
復興	opleving
個性	persoonlijkheid
個性	individualiteit
包圍	beleg
包圍	omsingelen
包圍	omringen
包圍	belegering
教室	klaslokalen
教室	klaslokaal
教室	klas
平行	parallellisme
平行	parallelle
自主	autonoom
自主	autonomie
自主	zelfstandigheid
自主	autonome
寄生	parasitaire
寄生	parasiet
歌詞	teksten
拯救	zaligheid
拯救	redding
拯救	reddingsteam
拯救	redden
拯救	verlossing
型態	typ
型態	soort
病人	patiënten
病人	patiënt
病人	patienten
病人	geduldig
消防	brand
消防	brandbestrijding
消防	vuren
消防	vuur
優惠	aanbod
優惠	bieden
優惠	voorkeuren
優惠	aanbieden
優惠	korting
優惠	aanbiedingen
優惠	biedt
優惠	aanbieding
公頃	hectare
公頃	hectaren
搖滾	rotsen
搖滾	rots
搖滾	steen
搖滾	schommelen
修訂	herziening
修訂	revisie
勞工	arbeid
前面	voorzijde
前面	voorkant
寺院	kloosters
寺院	klooster
執政	uitspraak
對外	uitwendig
對外	extern
專題	onderwerp
專題	thema
專題	onderwerpen
刊登	publiceren
刊登	publiceer
未知	onbekend
未知	onbekende
氣候	klimaat
頻率	frequentie
頻率	frequenties
偵探	rechercheur
里昂	lyon
提醒	waarschuwingen
提醒	herinneringen
提醒	alarm
提醒	signalering
提醒	waarschuwing
提醒	herinnering
友好	vriendelijke
友好	vriendschappelijk
友好	vriendelijk
片段	fragment
片段	fragmenten
割	snijden
割	knippen
泡	bubbel
泡	zeepbel
政治局	politbureau
諮詢	raadpleging
諮詢	overleg
諮詢	raadplegen
諮詢	consulteren
諮詢	consultatie
分離	aparte
分離	afscheiding
分離	gescheiden
分離	apart
分離	scheiding
品質	kwaliteiten
品質	kwaliteit
可見	zichtbaar
可見	zichtbare
液	vloeibare
液	vloeibaar
液	vloeistof
詩人	dichter
辦法	methode
資產	aanwinst
資產	activa
紀錄片	docu
紀錄片	documentaire
名詞	naamwoord
停車場	parkeergelegenheid
停車場	parkeerplaats
停車場	parkeren
孟加拉	bengalen
孟加拉	bengaalse
夢想	droom
夢想	dromen
覆蓋	dekken
覆蓋	dekking
覆蓋	overschrijven
覆蓋	omslag
寫作	schrijven
寫作	schrijf
弦	touwtje
弦	tekenreeks
溝通	communicatie
溝通	communiceren
溝通	mededeling
日記	tijdschrift
日記	dagboek
大地	aarde
苯	benzeen
即時	onmiddellijke
即時	onmiddellijk
世代	opwekking
世代	generaties
世代	generatie
航空母艦	drager
航空母艦	vervoerder
移植	transplantatie
四季	seizoenen
決議	resolutie
考古	archeologische
考古	archeologisch
考古	archeologie
姐妹	zusje
姐妹	zus
姐妹	zusters
姐妹	zusjes
姐妹	zussen
姐妹	zuster
草原	graslanden
草原	savanne
草原	grasland
發音	uitspraak
發音	uitspreken
發音	uitgesproken
高地	hoogten
高地	hoogtes
高地	hoogland
高地	hooglanden
王位	troon
省份	provincie
省份	provincies
試驗	experimenteren
試驗	tests
試驗	proefnemingen
試驗	proeven
試驗	experimenten
試驗	testen
習慣	gewoonten
習慣	gewoonte
習慣	gewoontes
酮	keton
資金	fondsen
脫	strippen
脫	uitkleden
機制	mechanisme
機制	mechanismen
尤其	vooral
紙	papier
降落	aanlanding
降落	aanvoer
鳳凰	feniks
五個	vijf
喜愛	favoriete
喜愛	favoriet
洪水	vloed
洪水	zondvloed
洪水	overstromingen
洪水	overstroming
防衛	verweerschrift
防衛	verdediging
防衛	verweer
防衛	defensie
防衛	verdedigen
相當於	gelijkwaardig
相當於	gelijkwaardige
巢	nestje
法定	statutair
法定	statutaire
委託	ingebruikname
委託	ingebruikneming
輸出	uitvoer
首映	premières
首映	première
